"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","X"
"1",12,2,2,175,55,256,163,1,2,2,3,0,0,1,50,1,245,0,105,3,0,0,1,0,0,124,0,290,41,0,0,116
"2",1,0,0,232,0,0,0,145,275,1,1,1,1,9,1,157,0,1,0,87,53,1,2,1,23,0,0,0,80,1,0,0
"3",50,32,0,0,30,0,1,0,0,222,3,2,0,2,267,0,1,0,0,119,0,62,0,0,0,0,12,0,0,69,102,0
"4",1,174,310,0,0,0,1,1,2,1,1,0,1,0,31,1,2,1,0,1,0,17,0,0,0,0,78,0,0,1,0,235
"5",148,0,0,0,0,0,107,0,0,1,0,215,0,1,0,0,0,0,1,0,0,0,0,288,1,0,0,0,0,0,0,1
"6",421,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"7",0,1,0,0,0,92,0,0,0,0,1,0,0,0,0,4,0,274,24,0,0,1,0,0,0,15,0,0,0,1,0,0
"8",1,123,0,0,264,2,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,25,0,1
"9",0,0,0,0,10,81,0,0,0,1,2,0,2,0,0,82,1,16,154,0,0,1,0,0,0,7,0,0,0,0,0,0
"10",335,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"11",2,0,261,0,0,0,0,0,0,28,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"12",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,249,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,2
"13",0,0,0,0,0,0,0,0,0,0,1,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",2,0,0,1,0,0,0,0,0,1,32,0,289,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"15",0,0,0,0,0,0,0,267,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0
"17",1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,231,0,0,0,0,0,0,1
"18",0,0,0,0,0,0,0,0,0,0,251,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",1,0,0,0,0,0,2,0,0,0,205,1,60,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
"20",3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0
"21",1,197,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"22",0,25,0,3,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,6,0,0,0,0,39,0,0,0,0,0
"23",0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"24",0,0,0,0,0,0,146,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",0,0,0,0,110,1,0,0,0,1,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,30,0,0
"27",2,0,0,0,0,1,1,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",1,0,0,0,0,0,85,0,0,0,1,0,1,0,1,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0
"W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z",1,2,12,1,0,0,1,43,0,1,0,0,0,168,1,2,0,1,0,1,118,0,156,0,81,0,9,0,0,0,0,0
