"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","Y","X"
"1",2,3,40,3,0,2,814,1,1,2,4,1,3,0,0,1,0,433,304,0,0,0,0,0
"2",0,0,0,0,1,0,1,1,1,1,0,0,0,0,530,0,281,0,0,0,18,0,0,2
"3",0,172,1,0,0,0,4,465,0,3,1,0,0,1,1,0,5,0,1,0,147,1,0,1
"4",1,2,1,759,0,1,0,1,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"5",2,0,560,0,0,0,2,0,0,2,0,1,0,0,0,1,0,0,1,1,0,0,0,0
"6",0,668,0,1,0,4,2,2,0,2,2,0,2,0,2,0,1,0,1,0,0,1,0,0
"7",2,2,1,0,0,118,0,1,2,761,3,0,0,3,1,1,1,12,0,0,0,1,11,1
"8",2,1,0,1,0,0,1,0,0,1,0,0,206,0,1,343,0,0,0,1,0,0,0,0
"9",0,0,0,2,0,1,121,2,0,0,2,465,0,0,1,0,0,0,0,0,0,2,0,0
"10",272,2,0,0,427,1,0,1,2,0,2,1,1,0,2,0,0,0,0,0,0,0,0,2
"11",2,4,3,0,3,1,1,1,757,0,1,2,0,2,40,1,0,1,0,0,0,1,0,0
"12",1,0,0,0,1,435,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"13",1,1,1,0,0,58,0,0,1,0,0,1,0,494,0,0,1,0,2,0,0,0,0,0
"14",1,2,1,1,2,0,1,1,2,0,947,2,1,2,0,3,1,0,0,0,0,0,0,1
"15",572,1,0,0,2,2,1,1,1,2,0,0,0,0,1,1,0,4,0,0,0,1,0,0
"16",2,1,0,1,816,0,3,0,2,0,0,1,1,1,0,1,1,1,0,1,0,3,0,5
"17",146,2,0,1,116,0,0,0,1,1,0,0,2,1,0,0,1,1,0,0,0,1,0,1
"18",1,0,0,1,0,0,0,0,0,1,0,0,217,0,0,0,0,0,0,0,0,1,0,0
"19",3,2,3,1,1,2,1,0,1,2,2,3,0,2,0,1,1,1,0,1,1,839,0,0
"20",0,0,1,0,0,0,1,0,1,2,0,323,0,1,2,0,0,1,1,292,0,7,0,0
"X",3,0,1,1,2,0,3,2,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,563
