"F1","F2","D2","B4","D3","A1","A3","A2","B1","B2","B3","X","C2","D4","D1","E1","C1","E3","E2"
"1",0.5,0,527.0,0.5,1.0,1.25,1.0,1.08333333333,1.83333333333,2.0,717.083333333,2.5,1.0,1.5,1.0,0.5,1.5,0.25,0.5
"2",0.5,1.0,0.5,1.0,1.0,0,1.5,1.5,278.0,1.0,1.25,3.0,0.5,0,0,0.5,577.0,0.25,1.0
"3",0,0,0.333333333333,0.5,0,3.0,0,1.4,370.666666667,1.58333333333,0.166666666667,1.0,1.5,0,0.5,0.166666666667,1.66666666667,0,307.616666667
"4",0.5,0,0.5,0,0.25,0,0,535.583333333,1.5,0.5,0,2.0,1.83333333333,1.0,1.0,0.333333333333,0.833333333333,0,0
"5",430.5,0.5,0,1.0,0.5,2.83333333333,0,0,0.5,2.5,1.0,0,12.1666666667,0,0,0,371.25,0.5,0
"6",1.08333333333,0,0,568.366666667,1.25,1.03333333333,0.7,1.0,2.2,1.25,1.83333333333,1.0,0.75,0,2.2,0.5,188.416666667,0,0.45
"7",1.0,1.0,0,1.16666666667,0.9,2.36666666667,0.166666666667,259.033333333,1.0,2.86666666667,2.0,1.2,0.833333333333,0,610.866666667,0.5,2.33333333333,0,0.2
"8",1.0,0,0.5,0.125,558.258333333,0,0,0.833333333333,0.125,1.5,0.333333333333,0.25,0.125,0.75,0.5,0,0.333333333333,1.5,0
"9",0,337.75,0,0.5,0.25,0,2.0,0,0.5,1.5,0.75,0,0,0.25,0,0,0,0,0
"10",0,0,1.25,1.625,0.125,2.0,0.5,2.25,1.125,244.5,1.0,1.5,1.125,1.0,0.5,1.0,2.5,0.5,493.5
"11",0,0.5,0.5,0.833333333333,0,2.0,0.5,0,1.5,1.0,0.166666666667,2.0,0.833333333333,0.5,0.5,935.5,1.66666666667,0,1.0
"12",0,0,0,0.5,0,0.333333333333,0.833333333333,0,0,0.5,0,0.5,1.0,0,486.083333333,0.5,1.0,0,0
"13",0.2,0,0,0,1.0,0,1.1,1.5,1.26666666667,1.83333333333,0.1,0,0,0.166666666667,0,0.333333333333,0,560.833333333,0.5
"14",2.83333333333,0,0,0,0,543.916666667,0.5,0.5,0.5,0.5,1.0,0.5,0,0.833333333333,1.33333333333,0.833333333333,1.33333333333,0,1.0
"15",0,0.5,1.5,0.5,0.5,1.5,528.833333333,0.5,0.333333333333,1.0,0.5,0,0,0,0,1.0,1.33333333333,0,0
"16",0,0,0,0,0.5,0,0,330.0,0.5,0.5,0,0.5,237.5,0,0.75,0,2.0,0.5,0
"17",1.0,0,0.5,0,1.0,270.5,1.0,0.566666666667,0,0.5,0,1.0,1.0,0,0,0,0.5,0,1.0
"18",0.0833333333333,0,0,1.0,0,2.83333333333,1.5,1.83333333333,0.333333333333,1.0,1.0,1.0,0,0,0,0.5,321.916666667,0,0
"19",0,0,0,0.5,0,1.5,1.0,0.5,1.0,0,0.5,1.0,314.0,0,1.0,0,0,0,0
"20",0,0,0.5,0,0,2.0,0,0,0.5,494.833333333,0,0.5,1.5,0,0,1.0,2.75,0,0.5
"21",0.666666666667,0,0.5,1.0,0.5,188.833333333,0,113.75,1.16666666667,0,0,1.75,0,0.166666666667,0,0,1.5,0,0
"22",0,0,0,0,1.33333333333,0.5,446.833333333,0.5,0.333333333333,2.0,0.5,0,0,0.5,0.5,1.0,0,0,0.2
"23",0.2,0.5,0.5,0.75,0,0.2,0.2,0,0.366666666667,0.75,0.5,1.33333333333,0,211.0,0,0,0.2,0.333333333333,0.5
"24",0,0,0,0.5,0,0.25,0.5,0,1.25,0.5,308.75,0.666666666667,0,0,0,0.333333333333,0,0,0.2
"25",1.2,0.5,0,0.5,0,0,1.1,0.5,0.6,0,0.1,1.0,0.5,415.5,0,0,0.5,0,0.5
"26",0.5,0,0,0,0.25,0.25,1.5,0,0,0,0.25,1.0,169.25,0,0.75,0,0,0,0
"27",0,0,0,0,0,0,0,0.5,158.083333333,0,0.25,0,0,0,0.666666666667,0,0,0,0
"28",0,0,0.5,312.5,0,1.0,0.5,1.5,0,0,0,0,0,0,0,0,0.5,0,0
"29",0,0,0,127.5,0,0.583333333333,0,1.0,0.5,0,0,0,0,0,0,0,0,0,0
"30",133.0,0,0,1.0,0.666666666667,0,0,0,0,0,0,1.0,0.5,0,0,0,0,0,0
"31",0,0,0.25,1.0,0,2.58333333333,0,0.5,0,104.25,0,0.25,0,0,0,0,0,0,0
"X",0,0.5,0,1.54761904762,1.33333333333,1.83333333333,0.666666666667,0,2.5,1.08333333333,1.83333333333,545.202380952,0.5,3.0,0.5,0.5,3.5,0.5,0
