"F1","F2","D2","B4","D3","A1","A3","A2","B1","B2","B3","X","C2","D4","D1","E1","C1","E3","E2"
"1",7.2872870693,3.42973286876,429.884281843,6.59490306442,2.60394489977,304.724758033,787.133914053,27.0433797909,164.649642634,10.3757035647,967.259025358,12.4630707867,3.97967032967,267.156684982,9.65009380863,6.49368848952,10.3573885464,3.89105691057,319.929628594
"2",534.164087302,2.64285714286,49.8541666667,8.23888888889,5.26388888889,44.5283730159,4.29583333333,4.84305555556,7.0243902439,663.31031746,3.58611111111,11.961716792,51.1595695971,4.00694444444,4.08333333333,739.316666667,515.969246032,104.958333333,2.01559918839
"3",3.84177350427,324.242673993,1.67016317016,4.57991452991,507.449436674,326.189796152,7.25189393939,377.323137973,6.60108661664,96.61749223,9.89679487179,8.96843792173,5.19954212454,11.7210470085,4.47984330484,4.67144522145,9.6987956488,4.50487012987,9.14325813076
"4",3.13346560847,3.4380952381,2.95378787879,4.32037037037,2.85934343434,137.621446609,6.15193602694,8.05833333333,3.46990740741,8.39499158249,9.26481481481,69.5643240045,292.323041311,1.86111111111,442.766666667,1.24545454545,652.066623654,2.68712121212,256.857716793
"5",1.44907407407,0.833333333333,4.25,6.20740740741,2.7,4.78333333333,35.9074074074,3.48333333333,590.759878694,2.32407407407,3.09431216931,4.3290866054,2.3955026455,2.0,361.376767677,1.3,1.5,1.58333333333,1.30906593407
"6",1.91666666667,2.5,2.02777777778,1.80555555556,2.78333333333,39.7642857143,3.26666666667,365.9,4.60772357724,3.0,2.88095238095,9.09878863826,39.0642857143,304.25,3.16666666667,41.6666666667,4.11111111111,412.00952381,3.02838827839
"7",1.60238095238,1.47619047619,0,2.28333333333,1.86666666667,132.99047619,56.9583333333,3.65,5.13089430894,3.7,8.81706349206,74.7988095238,182.417948718,1.0,1.45,10.375,179.628571429,2.26666666667,1.34761904762
"8",1.36527777778,0.566666666667,1.4375,672.681060606,0.0666666666667,3.90158730159,6.28333333333,401.62202381,2.36605691057,3.08333333333,4.25218253968,8.16319966583,90.0054945055,1.66666666667,77.5,4.75,3.62222222222,1.31666666667,1.00892857143
"Un",2.55357142857,0.485714285714,22.7282828283,99.1106060606,22.8560606061,4.86768525592,19.2893939394,50.7333333333,3.45406504065,2.41796536797,5.98214285714,29.5723475355,20.2509157509,8.28333333333,71.8158249158,28.1893939394,38.7747113997,4.18939393939,48.108914778
"X",0.777777777778,2.47662337662,1.13888888889,4.1253968254,4.0,8.40202020202,2.29090909091,2.83333333333,4.09090909091,1.82272727273,1.20476190476,274.107701071,1.94805194805,2.33333333333,4.42424242424,3.0,0.868686868687,0.666666666667,2.75
