"1","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","X","2a","2b"
"1",12,5,6,9,211,15,5,143,6,4,10,4,3,10,10,4,90,657,4,3,3,6,5,2
"2",278,1,1,87,6,4,6,27,141,3,5,7,2,6,89,79,15,0,2,5,1,5,5,5
"3",5,3,152,71,7,4,4,1,4,1,6,2,2,150,3,40,3,1,1,0,0,3,4,3
"4",59,5,2,181,5,1,3,1,152,1,4,1,0,2,3,99,1,4,3,0,2,0,1,0
"5",188,6,2,60,5,2,3,5,1,250,5,1,3,0,235,156,1,3,5,1,3,3,1,4
"6",192,7,5,16,3,225,5,4,0,7,5,0,1,2,386,8,1,2,1,1,2,4,2,1
"7",406,4,2,5,1,1,4,4,1,3,4,1,1,2,2,4,141,4,2,0,0,8,3,5
"8",10,0,6,4,3,2,3,7,2,3,4,3,481,1,0,1,1,1,0,0,2,6,1,1
"9",10,2,6,703,4,11,1,241,2,5,3,2,1,27,7,70,1,2,0,0,2,5,4,7
"10",5,5,3,6,6,3,3,3,3,1,172,1,1,1,2,1,1,3,1,1,191,3,193,4
"11",7,0,3,171,5,6,7,277,2,5,2,4,4,2,1,3,0,1,0,1,2,3,3,4
"12",9,4,4,2,513,3,2,2,2,4,2,2,2,3,3,4,0,2,3,2,2,4,2,3
"13",7,0,130,12,1,1,197,1,3,5,4,1,0,5,2,3,2,4,2,1,3,3,0,1
"14",41,8,3,7,0,260,2,6,2,4,6,0,4,2,4,0,2,1,1,0,0,5,1,3
"15",206,0,80,5,3,3,3,5,1,2,108,2,41,5,8,1,1,0,0,1,0,5,1,2
"16",7,2,48,2,2,187,141,2,2,3,7,0,0,0,3,2,0,2,2,0,0,3,1,0
"17",181,4,3,3,10,1,5,2,2,3,2,1,1,1,0,1,0,0,1,1,0,5,362,3
"18",1,2,2,2,6,90,6,2,2,498,4,1,3,1,0,1,0,3,1,0,0,3,1,2
"19",2,1,56,4,4,3,1,1,3,0,0,0,1,1,0,1,0,2,2,0,0,4,3,92
"20",5,359,5,6,3,4,2,3,1,11,3,2,1,2,3,2,1,497,2,1,4,5,2,2
"21",3,5,3,13,2,0,8,4,3,382,3,0,0,1,1,6,1,0,0,0,1,4,2,2
"22",3,1,0,13,0,1,2,2,1,1,1,175,0,1,3,2,0,2,2,0,0,1,1,0
"23",4,260,2,5,4,4,2,1,2,0,5,0,1,2,0,1,1,2,19,0,0,1,2,0
"24",1,1,4,1,1,0,1,1,0,2,1,0,2,1,0,1,1,1,452,0,3,2,1,3
"25",3,2,23,11,3,2,93,8,8,2,2,94,1,3,1,2,3,1,0,2,1,1,2,127
"26",3,1,2,7,2,2,8,1,22,1,201,1,2,3,0,0,1,1,2,0,221,3,4,8
"27",5,7,2,5,5,0,5,6,0,0,431,0,2,7,0,2,0,0,2,1,16,10,0,2
"28",4,2,1,2,0,2,3,2,331,2,3,0,4,0,2,0,0,5,1,0,1,7,4,0
"29",4,3,2,2,1,1,158,1,0,0,4,0,1,2,0,0,0,2,0,1,0,0,1,1
"30",2,1,2,10,1,1,3,1,0,1,4,3,7,345,1,2,0,3,1,0,2,0,2,2
"31",2,10,1,1,2,0,0,0,2,1,4,1,0,1,3,2,1,0,0,165,0,2,3,2
"32",2,2,165,6,4,2,2,0,2,3,3,1,1,4,2,1,1,2,0,1,1,3,2,2
"33",0,195,2,1,2,0,0,2,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0
"34",3,136,2,1,3,3,0,0,2,1,2,1,2,1,0,53,1,0,2,0,0,5,2,2
"35",6,0,0,2,170,0,1,1,2,1,3,0,2,0,2,1,0,2,0,0,0,3,0,0
"36",1,0,0,2,3,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,139
"37",1,1,1,10,2,2,3,1,3,2,3,0,1,3,2,3,0,2,0,1,0,3,1,182
"38",186,0,0,9,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
"X",11,5,9,11,5,6,8,5,4,11,14,3,4,2,6,6,1,7,5,0,8,709,6,10
