"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","X"
"1",316,0,0,0,0,1,1,97,0,240,0,2,0,1,1,0,0,1,0,13,0,1,106,60,358,0,0,0,0,0,99,2
"2",2,0,0,0,1,0,338,0,0,1,1,427,0,399,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,3,0
"3",0,0,0,0,1,0,1,0,0,1,6,0,437,0,469,0,1,0,0,2,0,0,17,0,0,0,0,0,0,0,0,2
"4",3,1,0,0,526,0,0,0,299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",0,1,1,0,0,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,272,0,0,0,0
"6",2,482,201,0,62,0,0,94,0,419,0,0,1,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0
"7",328,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,444,0,0,0,216,1,0,0,0,0,0,0,0
"8",0,157,340,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",0,0,0,169,173,1,510,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"10",0,0,1,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,64,0,0,0,1,0,116,114,0,0
"11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"12",0,0,0,0,0,0,0,0,0,1,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",0,0,0,0,11,0,0,0,0,1,0,1,1,1,0,526,0,0,286,0,0,1,0,0,0,138,0,0,0,0,0,0
"14",502,99,0,0,0,0,0,306,0,2,0,0,0,1,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,1
"15",2,1,0,0,0,172,0,0,0,0,0,0,0,0,1,0,0,296,0,0,0,0,0,0,0,0,93,0,0,0,0,1
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0
"17",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,48,0,0,0,0,0
"18",0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"X",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,502
