"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","X"
"1",5,2,3,0,1,2,2,2,1,2,1,0,1,3,0,1,3,5,2,2,0,1,165,2,2,2,1,1,1,1,201,2,204,147,6,0,1,1,4
"2",3,225,8,3,1,2,3,2,2,4,2,3,3,8,3,0,2,1,94,3,1,0,6,1,57,3,3,1,1,2,1,0,0,1,0,143,198,0,10
"3",3,2,2,5,83,202,133,1,3,2,2,4,3,3,218,1,184,3,1,3,1,3,1,1,164,1,0,0,2,0,1,1,0,1,6,1,1,136,7
"4",2,0,2,1,1,0,2,1,4,1,2,0,0,263,0,209,2,122,2,2,2,0,2,0,0,0,1,1,0,1,0,0,0,0,2,2,0,0,15
"5",3,8,10,3,1,2,0,4,3,403,0,4,1,8,100,3,1,2,0,1,3,1,4,1,4,3,484,1,7,3,2,2,1,2,6,0,0,1,10
"6",2,2,156,1,1,0,1,0,1,1,2,1,132,0,7,0,2,4,14,2,0,0,0,1,0,0,0,0,1,1,0,174,0,0,1,0,0,0,3
"7",3,75,69,130,2,2,1,7,1,9,163,4,2,62,2,9,2,5,2,516,2,3,0,0,6,0,0,0,1,3,2,3,0,1,3,1,2,4,4
"8",148,1,0,1,1,2,0,2,3,0,286,1,1,1,1,0,8,1,0,2,1,2,1,0,114,0,2,2,0,0,1,0,0,0,0,0,0,0,7
"9",210,0,2,1,2,0,1,1,1,2,1,177,1,2,1,0,3,7,1,0,2,0,3,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,4
"10",3,2,43,11,5,2,1,343,0,1,16,3,0,2,49,2,2,3,0,2,4,0,1,0,4,2,2,1,1,288,1,1,1,2,1,0,2,0,14
"11",2,4,3,3,3,1,3,3,260,198,1,4,0,1,0,0,346,13,2,1,2,1,2,3,0,1,1,2,2,2,1,4,0,1,0,2,0,1,9
"12",1,4,3,0,0,0,0,1,1,2,0,1,1,0,0,0,2,2,0,0,0,187,0,0,97,1,0,0,0,0,1,0,0,0,1,1,0,0,2
"13",1,161,2,1,1,2,0,1,1,0,0,1,1,0,3,0,0,8,1,2,0,0,14,477,7,1,2,0,0,1,1,0,0,3,2,0,0,0,1
"14",0,1,1,3,1,0,4,1,2,1,0,3,199,0,3,0,1,6,0,0,0,1,0,0,1,1,3,0,157,1,1,0,0,0,1,0,0,0,6
"15",4,2,0,1,169,0,0,2,0,0,1,2,0,2,0,3,1,238,0,2,397,0,0,0,0,1,0,1,1,1,1,2,0,1,6,0,1,1,6
"16",0,58,3,1,112,1,280,0,0,1,0,0,0,0,1,2,2,5,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,0,0,86,1
"17",4,0,1,0,2,1,1,1,0,2,1,1,2,2,67,1,1,2,49,2,1,2,0,0,1,463,0,0,1,0,2,1,1,1,0,0,1,0,12
"18",626,92,5,1,234,1,3,0,1,10,3,1,1,0,8,0,0,2,0,1,0,0,0,0,0,1,0,1,0,2,1,1,0,1,0,1,0,0,3
"19",7,0,0,1,206,3,5,7,788,3,2,4,3,3,2,0,0,0,2,3,2,3,2,1,1,5,2,0,0,3,0,1,0,1,3,1,1,0,6
"20",1,81,2,127,2,2,2,2,1,1,0,1,0,0,0,1,1,6,0,0,1,0,0,0,2,1,0,1,0,1,1,1,1,46,2,0,0,0,4
"21",29,1,142,2,3,0,2,182,2,0,1,0,6,1,2,0,1,3,1,0,1,3,0,2,1,1,1,1,0,66,1,0,1,0,1,1,1,0,3
"22",3,5,1,3,2,1,1,1,1,4,0,1,2,4,1,0,3,6,2,366,1,3,87,1,1,3,1,0,0,1,2,0,0,0,4,1,0,0,4
"23",2,0,1,1,0,2,2,1,2,1,3,334,0,0,0,1,3,3,1,1,0,0,1,1,2,0,0,0,0,0,1,0,2,0,200,1,1,0,1
"24",89,1,0,0,0,0,144,2,0,0,3,0,0,1,0,0,0,2,0,0,2,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,1
"25",2,3,1,2,0,617,2,3,3,0,2,1,1,1,2,2,2,1,1,3,2,2,3,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,1
"26",1,7,1,5,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2,0,0,0,0,1,1,22,0,286,0,0,1,0,0,1,1,0,0,0,2
"27",1,0,0,0,1,1,0,0,1,1,4,0,1,0,2,163,1,0,1,0,0,2,10,0,0,0,0,0,1,1,0,0,1,0,2,0,1,0,0
"28",1,0,0,204,0,1,3,0,0,2,1,1,0,0,0,0,0,11,1,1,1,0,0,0,0,0,0,37,0,0,0,1,1,0,0,0,0,1,0
"29",1,1,1,1,111,3,2,1,1,1,2,1,1,1,0,2,3,355,0,2,94,1,0,1,0,1,1,0,0,0,0,3,0,2,0,1,0,0,6
"X",5,1,3,4,1,0,4,6,1,5,2,0,2,1,2,4,5,5,2,5,4,0,0,4,0,4,10,5,0,1,1,1,1,2,1,0,1,0,845
