"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","Y","X"
"1",480,19,490,967,280,6,12,45,0,4,41,32,57,7,1,2,1,3,1,0,3
"3",1,2,125,2,1,137,2,4,341,3,1,1,2,85,1,282,11,3,1,0,1
"4",3,2,165,2,387,19,6,109,2,0,1,4,39,1,0,0,0,3,0,2,4
"5",11,1,5,0,4,1,0,0,2,1,162,0,274,1,80,2,18,200,0,0,2
"6",31,0,4,43,4,0,6,0,70,219,4,0,211,5,0,1,393,0,2,0,6
"7",1,1,1,9,360,415,9,0,12,2,47,65,186,1,1,2,1,1,1,0,3
"8",49,2,40,63,0,0,2,123,0,0,0,0,4,79,203,6,1,0,0,0,2
"9",1,245,2,395,3,1,1,2,2,2,1,0,70,0,1,0,3,1,71,0,1
"10",7,87,2,1,1,18,81,5,2,83,2,2,54,71,0,2,0,23,269,0,0
"11",1,119,2,1,2,1,387,1,296,3,0,1,18,1,0,1,0,0,266,0,0
"12",0,1,1,0,195,281,6,3,3,281,7,1,2,1,196,5,1,0,1,73,14
"13",6,2,17,1,38,0,0,44,1,0,0,1,0,137,1,2,1,2,1,0,1
"14",0,2,2,3,0,2,1,0,1,1,2,402,0,182,1,1,0,0,0,0,3
"15",0,169,1,0,1,3,128,4,229,2,1,2,2,0,0,0,2,0,0,0,0
"16",1,1,0,2,0,1,175,344,1,1,9,1,0,4,0,82,112,2,1,0,0
"17",3,1,18,0,2,1,2,2,0,18,1102,0,0,1,2,0,2,0,0,1,1
"18",24,0,0,1,2,4,0,0,0,0,4,0,1,0,0,1,29,183,0,0,1
"19",8,12,1,4,1,4,884,210,73,136,8,28,438,1,2,3,117,1,0,0,9
"20",1,481,16,0,0,1,2,0,0,1,0,0,2,0,0,1,1,0,1,0,0
"21",0,0,0,0,0,0,1,1,2,45,0,0,0,0,0,117,20,0,0,0,0
"22",1,2,5,0,25,13,2,7,0,25,48,1,1,1,201,54,2,0,1,0,1
"2A",59,42,0,2,53,138,9,2,4,12,62,92,1,1,1,0,100,0,3,0,1
"2B",385,179,2,0,1,1,2,1,0,2,2,1,0,0,1,3,1,14,1,0,2
"Y",3,0,0,1,0,2,1,0,0,0,1,15,5,0,0,0,4,1,0,6,12
"X",3,3,3,2,5,3,3,1,0,4,9,19,2,1,3,1,3,1,1,79,690
