"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","Y","X"
"1",0,0,0,0,0,1,2,2,1,0,0,0,575,0,0,0,0,2,0,0
"2",3,1,0,0,0,182,0,0,0,0,0,0,0,1,419,0,0,0,0,1
"3",1,0,0,514,0,246,2,0,1,0,0,0,1,0,62,0,0,0,0,0
"4",0,1,0,0,0,0,0,0,169,0,0,0,0,0,1,0,0,315,0,0
"5",1,1,0,0,759,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
"6",0,0,0,0,0,0,0,399,0,0,0,0,1,2,0,0,0,0,0,0
"7",0,778,0,0,0,0,0,0,0,0,0,0,1,1,0,56,0,0,0,0
"8",282,0,24,0,0,0,0,0,0,64,0,0,0,107,1,0,0,0,0,0
"9",351,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"10",309,59,0,0,0,0,293,0,0,0,0,0,0,0,0,1,0,0,0,0
"11",194,10,460,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"12",0,0,0,0,0,1,0,0,0,0,244,0,0,0,0,0,0,0,0,1
"13",2,0,0,1,1,0,0,0,0,113,0,0,1,1,0,0,390,0,1,0
"14",0,0,0,296,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"15",3,230,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0
"16",0,1,1,18,0,133,0,0,183,115,0,0,0,0,0,0,0,0,0,0
"17",0,0,0,0,0,1,0,94,0,0,0,0,0,333,1,0,0,0,1,0
"18",1,0,0,0,1,644,2,4,0,1,0,1,0,3,0,0,0,0,0,0
"19",1,1,7,0,0,0,0,0,0,0,1,764,0,0,0,0,0,0,0,0
"20",0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,195,0,0,0,0
"21",71,2,0,0,0,2,259,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",0,0,0,0,0,0,4,0,2,0,0,0,392,0,0,0,0,5,0,0
"23",0,1,2,0,0,0,433,0,0,0,0,0,1,0,0,0,0,0,0,0
"24",94,1,0,0,0,91,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"25",0,0,458,0,0,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0
"26",0,0,0,2,0,2,0,0,0,0,1,0,0,278,0,0,0,0,0,0
"27",1,0,0,0,0,0,0,0,0,0,0,0,9,0,92,0,47,0,0,0
"28",0,1,0,0,0,1,0,0,0,0,0,0,0,211,0,0,0,0,0,0
"29",0,269,0,0,0,0,0,0,135,0,0,0,1,0,0,0,0,0,0,0
"X",0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,498
