"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","X"
"1",118.523282027,4.41941327132,2.0745618641,2.29165900742,31.5945421492,88.6337023285,75.6103781215,19.5966652915,1.59105921208,167.279562108,1.72368398881,199.787837428,1.17728237792,30.6005628012,186.199385805,26.1278206918,43.2069052674,54.6190813197,27.0983006437,94.0270110875,4.55635594648,42.7020683515,0.166666666667,179.242202507,1.00636942675,9.50212314225,11.5899470899,1.04699137263,0.0227648030196,58.0063694268,81.5206416608,16.9635855063
"2",29.8808179724,4.61706349206,7.57634408602,3.1803030303,13.5449116743,148.655510753,82.5170634921,14.1904313876,1.34285714286,9.83664965986,226.114087302,3.25,4.28225806452,270.014357864,17.5696428571,238.522331029,5.14285714286,21.1333333333,3.50297619048,62.7136656891,97.505952381,1.66364567332,147.0,1.00297619048,23.5,0.566666666667,2.56666666667,1.06964285714,0.5,0.5,0,62.5761363636
"3",168.469821539,10.0556566576,4.03429902062,1.58380667457,41.0483269248,73.550450067,83.8762511374,1.88378340035,1.516985138,0.341825902335,3.01402790416,3.43069457082,3.51061571125,1.39156809221,21.5267667577,75.5783796609,164.57992114,16.046329997,178.740496411,2.008492569,0.0259326660601,1.53217587836,0.5,0.0140279041553,0.00636942675159,120.502123142,1.53571428571,0.522520473157,0.00424628450106,0.00636942675159,0.502123142251,119.933114126
"4",9.74808574755,126.031847134,17.0278474077,2.29466526043,228.02997055,2.53209369221,2.68577494692,90.5320936922,213.016985138,1.74828848737,1.91878980892,1.33545647558,2.01061571125,28.6772823779,0.514861995754,1.88690500651,0.0799211404307,5.54632999697,1.00636942675,100.715159236,32.5021231423,163.692390932,2.16666666667,2.00212314225,7.50636942675,2.16878980892,1.28571428571,2.51061571125,0.00424628450106,32.5063694268,0.00212314225053,5.15984572752
"5",2.56549539171,145.18452381,153.512903226,136.344949495,2.52183179724,165.021831797,7.51785714286,2.02183179724,0.5,1.68789246468,3.75892857143,0.392857142857,1.0,0.535714285714,4.34226190476,1.03473502304,0,0,0.62003968254,1.5,0.517857142857,0.0129032258065,1.5,1.00892857143,1.0,2.0,51.5,263.508928571,26.5,0,1.0,3.93165584416
"6",1.00967741935,0.833333333333,17.5032258065,198.772727273,1.00322580645,1.75322580645,2.0,7.50322580645,0.5,27.0612244898,230.75,2.14285714286,0,7.75,17.0,72.5064516129,0,1.5,0,0,12.0,0.00322580645161,1.0,1.0,18.0,0,8.0,0.25,78.0,1.5,0,3.02272727273
"LGb",0,0,0,0,0,0,0,54.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LGc",1.0,0,46.0,0,0,0,0,0,0,0,0.5,0,1.0,0,0,0,0,0,0,0,0,0.5,0,1.0,0,0,0,0,0,0,0,0
"LGa",0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LGf",0,0,0,0,0,0,0,0,0,53.4230769231,0.5,0,0,0,0,0,0,0,0,1.0,0,0.5,0,0,0.5,0,0,0,0,0.5,0,0
"LGh",0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LGg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0
