"1","2","3","4","5","6","7","8","Un","X"
"1",13.0103174603,70.5706349206,13.6833333333,532.537301587,5.88888888889,9.48611111111,275.23452381,679.836111111,49.9166666667,7.5
"2",9.17619047619,8.64285714286,567.295238095,5.2380952381,3.83333333333,144.333333333,2.89285714286,321.083333333,39.9023809524,3.38571428571
"3",364.197619048,606.9,3.25,6.53333333333,1.66666666667,1.45,1.5,4.33333333333,15.35,1.2
"4",43.4,9.225,6.25,12.85,559.066666667,5.66666666667,4.975,3.55,21.7333333333,216.283333333
"5",439.05,1.91666666667,4.3,2.83333333333,237.240740741,3.0,0.861111111111,8.26111111111,49.237037037,3.0
"6",398.916666667,1.75,0,0,5.75,2.25,0,0.5,20.0,0.5
"7",3.83333333333,30.5,1.8,260.2,0.333333333333,0.583333333333,115.683333333,1.56666666667,8.2,0
"8",12.0,385.583333333,1.33333333333,1.5,2.0,5.25,2.0,0,17.3333333333,0.333333333333
"9",2.41025641026,68.9583333333,3.09615384615,65.6602564103,1.16666666667,0.5,208.75,2.375,12.75,1.33333333333
"10",338.154761905,4.0,4.75,1.5,1.5,1.14285714286,0.97619047619,3.2380952381,0.0714285714286,0.5
"11",292.132478632,1.38034188034,2.80769230769,2.13675213675,0.410256410256,2.73076923077,0.611111111111,1.13675213675,0.153846153846,1.0
"12",1.16666666667,2.25,1.83333333333,2.33333333333,1.83333333333,263.791666667,1.16666666667,1.66666666667,9.25,2.33333333333
"13",269.291666667,1.73333333333,1.03333333333,0.7,1.61666666667,0.583333333333,0.666666666667,1.41666666667,0.125,2.33333333333
"14",2.85,1.93333333333,2.35714285714,2.35,1.33333333333,337.326190476,0.85,1.33333333333,0.5,0
"15",1.03333333333,1.33333333333,253.866666667,1.2,0.333333333333,0.533333333333,1.2,0,21.5,0.5
"16",2.42424242424,14.5757575758,0.111111111111,0.722222222222,0.333333333333,0.111111111111,0.111111111111,0.75,0.444444444444,0
"17",240.683333333,6.0,1.33333333333,2.25,1.0,1.5,0.2,0.5,0.7,0.333333333333
"18",1.82222222222,227.1,0.5,0.322222222222,1.0,3.32222222222,1.6,0.5,10.1666666667,0
"19",5.5,222.116666667,1.5,3.25,0.8,1.54166666667,7.0,3.0,12.8333333333,1.5
"20",283.166666667,1.16666666667,4.58333333333,0.833333333333,0,1.0,1.33333333333,0.75,2.5,0
"21",2.0,19.0,1.0,167.25,0,1.0,1.58333333333,0.833333333333,16.8333333333,0
"22",103.4,0.5,0,0.5,0,0.2,0.7,0.5,0.7,0
"23",0,2.0,3.16666666667,186.833333333,0.5,0,0,1.0,2.5,0.5
"24",0,1.33333333333,0,147.666666667,0,0,0,0,0,0.333333333333
"25",1.2,105.194444444,0.888888888889,1.0,0,2.0,1.0,0,1.25,0.666666666667
"26",1.33333333333,205.94047619,0.5,1.33333333333,2.0,0,0,2.5,0.892857142857,0
"27",4.0,178.683333333,1.66666666667,1.25,0,1.75,0,0.75,2.4,0.5
"28",3.5,0,188.583333333,1.5,1.0,1.5,0.5,1.5,6.08333333333,1.0
"W",0.5,0,1.63333333333,0,0,1.0,0,0.0666666666667,0,0
"Z",15.219047619,6.75,303.037581699,5.33333333333,14.0,265.658333333,0.5,1.33333333333,4.2568627451,0.2
