"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","X"
"1",128,49,12,329,2,27,235,14,2,40,3,106,207,262,1,2,42,17,1,0,21
"2",21,214,3,60,3,336,22,7,1,1,175,13,19,3,162,210,5,11,101,7,54
"3",30,255,109,2,11,2,8,2,149,2,0,75,36,81,1,1,164,0,2,2,105
"4",376,4,5,96,16,59,9,209,2,167,3,4,2,2,9,1,0,85,1,2,4
"5",7,3,131,3,301,1,3,18,27,141,273,0,3,6,2,2,0,1,1,10,1
"6",8,70,199,1,17,12,3,10,73,3,0,1,16,1,17,227,0,5,33,0,3
"LGb",0,1,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0
"LGc",0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,44,0
"LGa",0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0
"LGf",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0
"LGh",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LGg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
