"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","X"
"1",121.715625,2.0,0.5,0.126736111111,71.5,0,1.33333333333,1.25396825397,78.63125,0.126736111111,0.626736111111,167.083333333,3.015625,1.11111111111,2.08333333333,1.5,1.94444444444,0.5,0.333333333333,0.6,0,4.765625
"2",1.78571428571,3.58333333333,71.7833333333,2.75,55.5833333333,0,1.0,0.5,2.11666666667,0.416666666667,53.3333333333,0.333333333333,143.333333333,2.5,2.5,92.6666666667,0.5,0.1,1.0,0.2,0,0.75
"3",1.24285714286,81.5277777778,0.433333333333,2.08333333333,0.0833333333333,0,3.54444444444,1.5,2.33333333333,1.25,70.1111111111,0,2.72222222222,2.36111111111,0.333333333333,1.6,33.1,1.0,0,1.33333333333,0.166666666667,0.0833333333333
"4",2.33333333333,0.5,153.833333333,0.583333333333,0,1.0,0.333333333333,2.75,1.0,0,87.3333333333,1.58333333333,0.333333333333,0.5,0.333333333333,46.75,1.58333333333,122.35,0.5,0,0,0
"5",188.864583333,0,0.25,1.03125,150.0,0,3.0,0,0.0625,1.53125,1.03125,0.25,105.13125,1.5,1.5,1.0,0.75,0,154.25,0.333333333333,0,1.63125
"6",2.66666666667,2.08333333333,3.25,1.125,0.325,189.375,1.5,1.75,1.0,0,1.33333333333,2.33333333333,176.583333333,0.666666666667,1.75,0.75,1.25,0.35,1.33333333333,1.0,0.5,2.25
"7",2.89285714286,1.58333333333,2.20833333333,0.194444444444,0.166666666667,0,0,0,138.616666667,0.583333333333,1.0,2.83333333333,192.194444444,1.83333333333,1.0,162.361111111,0.5,0.5,0.666666666667,0.7,0.333333333333,1.45833333333
"8",3.03333333333,2.25,1.45,1.0,0.5,0,1.33333333333,0.309523809524,0.5,0,0.5,0.35,1.0,1.5,1.25,1.0,192.333333333,0.5,1.08333333333,169.516666667,0,2.75
"9",3.46666666667,1.08333333333,2.18333333333,0,0.333333333333,0.625,1.76666666667,0.5,1.16666666667,1.5,1.0,1.08333333333,3.58333333333,0.25,0,1.1,0.6,0,544.5,0,0,1.58333333333
"10",1.02,185.166666667,0.916666666667,167.393333333,2.7,0.5,1.56666666667,0.92,1.16666666667,0.27,1.83333333333,2.25,0.54,0.65,0.02,0.52,0,0.666666666667,0.333333333333,0,0.583333333333,1.25
"11",214.327777778,2.27777777778,127.866666667,2.11111111111,0,1.0,3.08333333333,0.0833333333333,0.5,1.5,6.5,0.85,2.05555555556,0.433333333333,0.25,0.111111111111,0.583333333333,0,0.5,1.1,0,1.75
"12",0.321180555556,1.41666666667,0.416666666667,1.68229166667,0.0833333333333,0,0,0,1.58680555556,0.0989583333333,0.515625,452.677777778,0.932291666667,0.0555555555556,0.638888888889,0.166666666667,0.833333333333,0.5,1.5,0.1,0,0.932291666667
"13",1.1,33.3333333333,113.75,1.0,0.533333333333,0.5,0,0.642857142857,0.666666666667,1.0,0,0.75,1.6,0.516666666667,68.5,0,1.25,1.1,0,0,0,0.433333333333
"14",0.7,0,0.625,4.17063492063,0,0,86.9,0.233333333333,1.66666666667,148.73015873,0.142857142857,0.892857142857,0.5,2.26666666667,0,0.5,1.11111111111,0.5,0.47619047619,0,0,0.267857142857
"15",3.02,1.41666666667,1.28333333333,95.06,0.0833333333333,0.125,0.666666666667,0.186666666667,0.583333333333,0.103333333333,0,1.5,143.54,0.5,53.27,0.02,38.6666666667,0,0,0,0,1.5
"16",1.77,74.3333333333,0.375,0.685,0.125,1.0,52.8333333333,0.381111111111,0.25,2.27,0.111111111111,1.75,43.54,0.611111111111,4.13111111111,0.52,0,0.666666666667,0.416666666667,0,0.333333333333,3.39722222222
"17",1.29340277778,288.277777778,1.5,1.015625,0,0,1.0,1.33333333333,1.03125,0.015625,0.015625,1.58333333333,160.126736111,2.33333333333,1.58333333333,0.666666666667,0.333333333333,0.333333333333,0,0,0.333333333333,3.765625
"18",239.742857143,2.5,1.25,0.5,0,0,47.0,0,1.0,28.5,0,0.533333333333,2.25,1.35,0.611111111111,0,0.666666666667,0.5,0,0,0,0.722222222222
"19",1.33333333333,1.16666666667,1.0,0,0,0.125,82.5666666667,0.316666666667,0.333333333333,0,0.5,0.5,1.0,1.73333333333,55.25,0,1.5,0.916666666667,0.166666666667,0,0,0.2
"20",3.68229166667,0,1.0,2.640625,0,0.25,1.0,0,289.03125,0.015625,0.015625,0.25,3.84895833333,2.625,0.833333333333,0.25,2.5,0,0.833333333333,0,0,3.84895833333
"21",318.888888889,1.33333333333,0.5,1.41666666667,0,0,0.75,0.333333333333,1.80555555556,0,0.333333333333,1.86111111111,0.333333333333,1.05555555556,0.805555555556,0.25,0.5,0.1,0.333333333333,0,0,2.03333333333
"22",1.5,1.08333333333,0.333333333333,0.25,0,0.125,1.0,111.5,1.0,0,0,0.5,0,0.666666666667,0,0.25,0,0.1,0.166666666667,0,0,0
"23",1.5,1.0,0.5,2.0,0,0,0,0.5,34.5,0.5,0,2.5,1.0,182.166666667,0.5,0,0,0,0.166666666667,0,0,0.5
"24",1.0,0,0,239.875,0.5,1.0,0,1.0,1.0,0.5,0,1.5,0,1.125,0,0.25,0.25,0,0.5,0,0,0
"25",2.75,76.1666666667,1.5,1.73611111111,0.125,0,39.5,36.5,0,0.5,0.5,0,0.611111111111,0.111111111111,4.83333333333,1.88888888889,1.33333333333,0.1,0,0.25,0.5,0.111111111111
"26",0.025,2.275,0.666666666667,1.0,0.025,0,1.66666666667,0.275,0.25,1.0,0.025,1.125,1.125,1.0,0,2.0,0.25,22.0,0,0.1,138.441666667,0.85
"27",1.14451388889,1.0,1.75,121.460625,0.325,0,0,254.14952381,0.0868055555556,1.055625,1.015625,0.611111111111,0.095625,1.05555555556,0.0955555555556,0.04,0.666666666667,1.0,0.666666666667,0,0,1.390625
"28",0.559523809524,1.33333333333,0.666666666667,1.0,0,0,0.5,0,0,0,0.166666666667,1.0,0.166666666667,0,0.111111111111,0,0,239.416666667,0.166666666667,0,0,1.38888888889
"29",1.41666666667,0.75,147.95,0.5,0.2,0,1.06666666667,0.209523809524,0.666666666667,0,0,0.5,0.5,2.06666666667,0,0,0.666666666667,1.0,1.0,1.0,0,1.5
"30",0.166666666667,0.5,0.5,0,0,0,0.5,0.5,0,0,2.83333333333,0.75,0.5,0,0,0,266.0,0.1,0,0,0,0.5
"31",0.136111111111,1.30277777778,0,1.83333333333,0.636111111111,0.611111111111,0,0.025,0.361111111111,0.333333333333,0.691666666667,0.136111111111,0.469444444444,70.9444444444,0,0.25,0.333333333333,0.5,0.111111111111,0,0.025,0
"32",1.35833333333,0.858333333333,1.33333333333,1.0,0.358333333333,0,1.5,0.025,1.5,0,0.858333333333,0.775,0.858333333333,1.5,158.083333333,0.25,1.0,0.25,0.166666666667,0,0.025,0.916666666667
"33",0.142857142857,0.75,0.333333333333,0.25,0,0,0.0666666666667,0.177777777778,0,0.5,0.777777777778,1.33333333333,0.166666666667,183.511111111,0,0.333333333333,0.333333333333,0,0,0,0,0
"34",0.525,0.525,0.5,2.0,0.525,1.25,0,0.025,0,0,13.025,0.025,0.025,135.75,0,0,0,0,0,0.5,0.025,2.5
