"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","X"
"1",11,5,7,7,3,0,3,4,8,1,6,13,1113,9,5,290,7,5,4,1,1,15
"2",9,10,8,3,2,1,2,2,296,2,6,4,11,529,1,2,2,3,2,0,3,8
"3",7,8,5,4,0,28,200,3,5,227,0,2,48,69,6,1,5,3,0,0,2,8
"4",6,3,3,5,0,2,4,2,5,2,3,768,4,5,3,1,0,1,1,1,0,8
"5",9,188,4,2,3,0,4,4,5,2,3,8,8,8,417,1,2,2,1,1,1,6
"6",15,3,372,3,0,1,6,3,4,2,244,9,8,5,4,2,2,0,0,1,1,7
"7",7,5,18,3,0,0,1,2,4,2,4,5,3,3,1,1,581,2,1,168,0,8
"8",3,97,275,2,0,0,4,1,5,0,2,2,3,5,12,0,3,5,0,2,0,5
"9",5,5,3,3,1,0,3,6,4,1,1,8,3,6,1,114,2,426,3,1,1,5
"10",3,1,4,303,0,0,1,5,2,1,1,2,3,4,0,2,2,3,1,0,62,5
"11",5,3,6,374,4,2,2,268,42,4,5,9,3,2,2,4,2,4,3,2,93,5
"12",8,4,3,4,0,0,393,2,5,2,3,7,6,4,1,2,4,3,1,0,0,4
"13",3,498,6,3,1,1,69,3,3,0,2,3,3,2,2,3,2,1,0,0,0,3
"14",736,3,5,4,1,1,2,3,3,1,0,6,4,7,2,1,1,1,3,1,0,4
"15",448,5,3,2,1,2,4,2,6,3,1,2,4,1,0,2,2,0,2,0,0,6
"16",1,1,3,0,2,1,0,2,2,0,3,1,2,3,0,1,2,16,769,0,0,4
"17",4,1,1,4,0,0,2,149,3,2,1,0,4,1,1,2,2,0,1,0,1,1
"18",1,1,2,0,0,0,0,2,221,1,1,1,0,2,2,1,1,3,0,1,0,1
"19",6,0,2,3,74,0,2,0,3,0,1,2,3,3,1,0,2,1,2,0,0,8
"20",3,1,4,8,225,151,3,2,3,4,1,1,4,3,4,4,0,0,0,0,0,5
"X",11,3,9,2,0,1,3,2,3,1,3,6,10,11,4,3,3,3,3,3,1,477
