"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","Y","X"
"1",67.1428571429,0,43.75,0.97619047619,33.5833333333,67.1428571429,94.5833333333,43.4166666667,55.3928571429,14.0,4.97619047619,0.882352941176,0.5,139.726190476,1.0,163.25,17.8666666667,2.22549019608,1.5,2.0,91.2850140056
"2",60.880952381,46.3333333333,31.0,78.5833333333,51.0,83.9102564103,1.94502164502,4.83333333333,119.583333333,1.33333333333,32.0,28.1666666667,144.385714286,19.5,158.466666667,6.0,32.0930735931,111.916666667,0.833333333333,0,0.75
"3",120.033333333,72.1722222222,0.333333333333,38.2222222222,8.5,5.25,1.33333333333,48.0,56.3,197.166666667,53.2777777778,73.8333333333,16.0,21.5,0.25,1.0,217.2,0,2.83333333333,0,2.16666666667
"4",0,13.5,134.75,0.5,243.583333333,35.3333333333,1.5,124.5,0,0,1.33333333333,0,0.5,1.0,0.625,0.5,1.0,0.25,0.333333333333,0.666666666667,0.666666666667
"5",0.333333333333,169.936507937,1.56666666667,1.0,0.5,0.5,136.666666667,0.933333333333,0.5,1.0,0,297.380952381,0.5,33.6666666667,0.558823529412,0,2.33333333333,0,61.1,0,0.869047619048
"6",0,1.0,1.16666666667,1.0,0.666666666667,11.6666666667,60.7291666667,0,0,65.75,2.0,0.5,0,71.9,0,0,1.0,0,184.570833333,0,0
"7",195.916666667,136.166666667,0.666666666667,0,1.66666666667,0.54347826087,1.0,1.16666666667,4.33333333333,15.75,0,0.25,0.166666666667,0,1.0,24.3333333333,1.33333333333,3.5,0,0,0
"8",45.5,1.5,100.083333333,134.090909091,20.5,3.5,0,0,1.0,1.0,1.5,0.5,2.0,0,0.0588235294118,0,0,0,0.25,0,1.0
"9",85.3333333333,1.0,98.4333333333,1.5,1.0,1.1,0,0.666666666667,43.0,8.16666666667,2.0,0,0.5,1.0,0,83.5,0.0526315789474,9.33333333333,0,0,0.666666666667
"10",0,43.1666666667,0.5,0,0,0.5,92.8333333333,0.5,169.5,0.333333333333,0,0,0.333333333333,0,1.0,1.0,0,0.5,0,0,0.833333333333
"11",0,0.833333333333,1.0,0,0.5,1.0,29.6,243.0,1.5,0.5,0,0,1.0,2.5,0,0,0,0.333333333333,0.5,0,0.25
"12",2.0,0,2.5,0,1.5,113.876811594,0,0.166666666667,76.3333333333,0,0,0.5,16.0,56.7,0.166666666667,0.333333333333,0.5,0.333333333333,0,0,3.5
"13",0,0,1.08333333333,0,1.5,1.5,0.5,0,0,0.25,104.5,0,46.0,0,0,0,7.0,73.0833333333,0,0,0.333333333333
"14",0,0,0,0,69.0,1.52272727273,65.85,0,1.0,0,35.8333333333,1.33333333333,0,2.16666666667,1.16666666667,62.8333333333,71.2333333333,0,0,0,1.5
"15",0,0,0,0.333333333333,182.416666667,0.5,1.33333333333,0.5,0.75,19.5,30.1666666667,0,0.5,0,0,37.5,0.5,0,0,0,0
"1A",0.5,31.0333333333,3.48823529412,0,29.4444444444,220.966666667,2.0,6.5,0.75,165.012195122,2.14411764706,25.0,12.0525676937,1.0,167.933823529,3.6,2.5,0,0.142857142857,0.878048780488,5.49864498645
"24",0,0,0,0,0.333333333333,0.5,1.0,0,126.166666667,0.666666666667,0,0,0,1.0,0,0,0.0512820512821,0,0,0,0
"18",0.888888888889,0,0.75,0.5,1.0,0,0,0,0,0.888888888889,224.162698413,0,0,0,0.333333333333,0.5,0.5,0,0,0,0.5
"1B",0,1.0,0,0,0,0,12.3333333333,0,0.166666666667,0,0,0,0,0,0,14.0,0,0,0,0,0
"20",0.25,245.785714286,0.714285714286,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0.5,0.75,0,0.5,0,0
"21",0,0,0.5,130.833333333,0,0,0,0,0,0,1.0,0.5,0,0,0,0,0.5,0.5,0,0,0
"22",0,8.5,0,0.333333333333,0,15.0322580645,0,29.0,0,0,8.83333333333,0,0,15.0,0.5,0,1.5,0.333333333333,0.5,0,0.967741935484
"23",0,0,0.25,159.783333333,0,0,0,0.2,0,0.5,0,0,0.2,0.25,0,0,1.23333333333,0.333333333333,0,0,0.25
"LG2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0
"25",4.5,0,46.1666666667,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
"26",47.5,0,43.25,0,0,0,0,0,0.5,2.0,1.0,0,0,0,0,1.0,42.608974359,0,0,0,0
"27",1.0,1.0,0.9375,0,0,0,0.00779220779221,0,0,0,137.395833333,0.5,0,2.0,1.125,0,1.00649350649,0.5,0,0,0.5
"28",1.0,0,0,0,0,1.0,0.333333333333,38.5,1.0,84.1666666667,2.0,0.7,0.5,1.5,0.4,0,31.4,0.5,0,0,0.833333333333
"Un",65.7738095238,86.169047619,68.1460784314,60.1284271284,69.1166666667,50.5739991892,75.8220779221,41.4166666667,63.1666666667,47.75,77.6297852474,36.8214285714,21.4042950514,38.7333333333,65.5235294118,32.3333333333,27.9555102792,23.3333333333,34.2166666667,1.0,35.9982435597
"Z",8.5,4.72222222222,1.0,144.952380952,10.3333333333,2.02272727273,2.5038961039,11.0,2.0,0.5,4.5,0.5,193.833333333,0,49.4583333333,0,9.00324675325,70.5,54.5,0,1.14754098361
"4A",3.58333333333,0.5,1.0,2.0,4.0,1.5,3.33333333333,2.5,1.5,0.5,1.75,2.35714285714,1.0,0.75,2.0,4.0,0.533333333333,2.0,0.5,0,204.758977361
"17",0.75,194.369047619,0.333333333333,25.0,0,0.642857142857,0.642857142857,0.5,0.142857142857,0.5,0,0,0.5,0,0.892857142857,1.0,2.47619047619,0.25,0,0,0
"19",0,0,0,0.356060606061,59.3333333333,0,1.98333333333,0,0,0,183.283333333,0,0.816666666667,0.25,0,0.5,0,0.5,0,0,1.0
