"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","X"
"1",12,56,18,9,50,6,31,6,11,332,6,10,16,80,101,92,47,58,5,15,155,170,9,1,92,4,240,3,3,3,143,9,116,4,58,3,1,5,184
"2",61,85,3,18,5,2,107,6,4,5,30,2,144,174,1,66,3,52,0,42,3,3,130,4,1,0,4,0,147,2,0,2,1,43,92,0,3,0,10
"3",207,4,2,53,4,0,82,4,5,92,1,285,1,2,4,7,200,3,3,0,1,2,15,59,41,0,1,2,0,3,3,0,2,2,1,1,3,29,6
"4",7,5,144,3,4,2,2,5,0,3,2,2,104,1,75,80,35,1,52,4,5,2,4,20,24,1,10,3,2,2,2,144,5,0,2,0,3,0,253
"5",6,2,5,2,3,6,0,427,0,4,9,2,2,2,2,2,7,272,0,0,106,4,2,3,3,2,1,1,1,81,0,1,0,2,1,0,1,1,13
"6",0,0,4,139,0,0,0,0,0,0,1,0,0,1,6,3,4,1,2,0,1,0,0,0,0,22,0,296,0,0,1,5,0,1,0,0,0,0,2
"7",0,1,1,0,0,0,1,0,1,0,1,0,0,4,1,0,0,1,75,1,2,0,5,1,28,3,2,1,0,1,16,0,26,0,0,124,161,0,2
"8",3,0,0,0,70,138,105,6,0,0,3,2,2,0,89,0,12,0,0,0,1,0,2,2,0,0,1,0,1,1,0,0,0,0,0,0,0,30,4
"9",4,1,0,0,2,3,1,0,0,1,0,0,0,2,0,2,0,0,15,2,0,2,104,1,80,3,1,0,0,0,7,1,34,127,0,0,13,0,5
"10",6,0,127,0,0,4,0,1,1,1,0,1,5,0,0,1,1,0,1,0,0,1,1,1,2,2,2,0,1,227,0,1,0,1,0,1,0,1,3
"11",31,68,1,0,200,0,3,1,0,1,0,1,1,1,8,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2
"12",18,2,2,1,2,1,4,1,0,1,0,1,1,0,1,0,3,1,1,272,0,0,0,0,1,1,2,0,0,0,1,1,0,0,1,0,0,1,5
"13",0,68,2,147,1,0,1,0,0,1,87,0,1,0,1,1,3,0,0,2,0,1,0,1,0,0,0,0,0,0,0,2,0,1,2,0,1,0,3
"14",2,0,1,4,33,306,1,0,2,0,1,0,1,2,1,2,0,0,0,1,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
"15",1,0,1,0,2,1,1,0,0,2,0,0,2,0,0,1,1,1,0,0,0,0,0,0,1,323,0,0,0,0,2,1,0,1,0,0,0,0,7
"16",0,1,0,0,0,6,0,0,0,0,4,40,0,0,1,1,1,6,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,16,0
"17",2,5,2,2,2,2,2,2,221,1,36,3,1,0,4,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,2,5
"18",3,3,1,1,50,2,3,5,235,2,2,0,2,2,2,0,0,0,2,0,2,3,3,0,0,3,3,0,1,1,0,2,0,3,2,1,0,0,3
"19",4,5,1,1,43,71,2,3,180,2,3,3,1,4,1,1,0,5,1,3,7,1,1,0,0,2,0,1,1,1,0,0,1,2,2,0,0,0,4
"20",0,1,1,2,0,0,1,0,0,1,1,2,1,1,0,1,0,0,1,3,0,0,0,297,2,0,0,0,1,3,0,0,0,0,1,0,0,0,1
"21",0,108,0,1,105,0,0,0,0,0,0,0,1,0,10,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,2,1,4,0,1,0,0,3
"22",0,0,0,2,0,0,1,0,0,21,0,1,0,0,0,43,13,0,1,1,0,2,0,6,26,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"23",3,127,0,1,0,3,1,1,1,0,0,1,2,1,67,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
"24",1,0,0,0,151,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"25",1,0,0,0,0,1,54,0,0,0,1,0,1,2,0,0,60,1,0,1,0,0,0,2,1,0,0,0,0,1,0,1,1,0,0,0,0,13,1
"26",1,0,0,2,0,25,51,2,2,0,1,68,0,0,1,0,40,1,0,1,0,1,0,0,0,0,2,1,2,0,0,0,1,0,0,0,0,39,1
"27",1,2,0,0,1,0,3,1,199,0,0,1,0,1,2,0,0,1,0,0,1,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,1,0,2
"28",0,0,2,3,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,199,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,3
"W",1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z",120,73,121,74,7,3,31,2,3,1,206,6,2,3,4,10,27,1,2,13,4,0,2,7,1,0,1,0,0,1,3,2,1,2,1,0,0,0,9
