"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","X"
"1",152,144,27,33,0,0,113,7,23,0,2,309,4,49,1,132,60,3,0,126,0,19
"2",157,17,140,100,3,2,21,15,217,1,131,57,14,4,5,1,23,2,60,0,0,29
"3",79,33,2,2,1,1,45,109,1,0,0,0,29,294,1,1,12,114,1,0,1,84
"4",10,12,223,70,0,1,5,1,72,1,19,85,302,2,2,61,4,4,1,0,1,2
"5",7,88,0,174,5,0,103,133,1,5,1,2,2,2,206,20,1,0,2,0,1,1
"6",16,15,2,0,0,1,8,0,21,142,0,1,25,41,20,53,0,0,219,0,0,3
"LGb",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0
"LGc",0,0,0,0,32,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0
"LGa",19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LGf",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"LGh",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
