"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","X"
"1",166,64,15,406,15,46,320,25,14,52,18,127,238,313,6,10,50,21,11,6,98
"2",42,247,16,200,23,388,36,15,13,12,252,25,30,17,295,241,13,19,176,21,108
"3",39,287,132,11,18,8,23,9,167,6,5,84,46,95,3,12,184,1,17,2,158
"4",437,10,7,136,28,207,20,239,9,193,12,12,3,117,14,5,5,96,18,1,19
"5",14,13,138,9,346,8,8,21,38,175,305,5,10,9,7,8,2,3,12,15,30
"6",22,72,205,3,42,16,6,9,87,11,5,4,313,11,20,274,2,7,42,2,14
"LGb",0,1,0,1,0,1,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0
"LGc",0,0,1,0,0,0,2,1,0,1,0,0,0,1,0,1,0,0,1,46,0
"LGa",0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,0,0,0
"LGf",2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,77,0,0
"LGh",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LGg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
