"1","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","2A","2B","Y","X"
"1",1644,1,0,0,1,6,1,0,0,1,1,1,0,0,3,0,0,0,0,0,0,1,0,0,0
"3",0,915,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
"4",2,0,618,1,0,0,2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"5",1,0,0,453,1,1,0,0,1,1,1,0,0,0,0,730,1,1,0,0,0,1,0,0,2
"6",0,0,1,0,857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0,2,0,0,0,731,1,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"8",1,0,1,0,1,0,541,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
"9",0,1,0,0,0,0,0,625,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"10",0,1,0,1,1,1,0,0,610,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"11",0,1,2,0,0,1,0,1,1,956,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
"12",0,1,0,1,1,2,0,0,0,0,854,0,2,1,0,0,1,0,0,0,0,2,0,0,0
"13",0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1,1,1,0,0,0,0,1,0,0,0,0,520,0,0,1,0,0,0,0,0,0,0,0,0
"15",0,0,0,0,1,1,0,2,0,0,0,0,1,506,1,0,0,0,0,0,0,0,0,0,0
"16",0,0,0,0,0,0,0,2,1,0,0,0,0,0,675,0,0,3,0,0,0,0,1,0,0
"17",1,0,0,251,0,0,0,0,0,0,0,0,0,1,0,224,1,1,0,0,0,0,0,0,1
"18",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,239,0,0,0,0,0,0,0,0
"19",0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1078,0,0,0,0,0,0,0
"20",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,467,0,0,0,0,0,0
"21",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0
"22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0
"X",1,0,1,1,1,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,4,558
"2a",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,513,0,0,0
"2b",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,529,1,0
