"1","2","3","4","5","6","7","8","Un","X"
"1",16.7148629149,76.2676046176,23.9186868687,516.135786436,4.80555555556,11.0102339181,256.189069264,672.816414141,52.5075757576,9.33333333333
"2",358.066666667,600.483333333,8.08333333333,9.53333333333,2.33333333333,1.45,1.5,4.0,14.35,1.2
"3",9.80952380952,12.3095238095,546.961904762,4.15476190476,5.08333333333,44.1578947368,2.64285714286,8.5,2.81904761905,2.80238095238
"4",41.3166666667,5.16666666667,3.83333333333,3.75,537.2,4.5,3.16666666667,2.7,10.7,33.1666666667
"5",429.05,2.66666666667,4.66666666667,2.83333333333,236.657407407,3.0,0.861111111111,6.44444444444,50.487037037,2.5
"6",2.61666666667,3.15,6.93333333333,3.46666666667,0.75,90.4885964912,0.816666666667,277.083333333,32.15,0.9
"7",2.83333333333,32.5,1.66666666667,245.4,0.333333333333,1.08333333333,110.983333333,0,9.2,0.125
"8",402.5,2.0,6.5,1.0,5.75,2.25,10.5,0.5,19.5,0.5
"9",2.25,4.18333333333,3.66666666667,8.1,2.2,3.16666666667,2.1,2.85,15.5333333333,171.783333333
"10",13.1666666667,375.333333333,1.33333333333,2.5,2.0,5.5,2.0,0,19.0833333333,1.625
"11",2.41025641026,70.3333333333,2.84615384615,62.6602564103,2.66666666667,0.5,187.375,3.375,11.0,0.333333333333
"12",322.821428571,5.0,3.75,1.5,1.5,0.97619047619,0.642857142857,2.57142857143,0.0714285714286,0.5
"13",280.055555556,1.44444444444,2.64516129032,3.44444444444,0.655913978495,1.5,0.611111111111,2.61111111111,0.532258064516,3.5
"14",8.16666666667,2.5,1.33333333333,3.33333333333,1.33333333333,251.105263158,0.833333333333,1.16666666667,8.0,1.33333333333
"15",252.416666667,1.73333333333,0.533333333333,0.7,2.11666666667,0.583333333333,0.666666666667,1.41666666667,0,2.33333333333
"16",2.85,3.6,2.85714285714,3.35,1.33333333333,323.826190476,0.35,1.33333333333,0.5,0
"17",1.53333333333,1.33333333333,246.366666667,0.95,0.333333333333,0.533333333333,0.7,1.5,19.75,0.5
"18",0,6.0,1.5,0.5,0,0,0,0,0,0
"19",215.683333333,5.58333333333,1.5,2.5,1.0,1.0,0.2,0.5,0.7,0.333333333333
"20",1.6,212.433333333,0.5,4.1,0.5,2.1,1.6,0.5,10.1666666667,0
"21",4.5,210.616666667,0.5,1.0,0.8,2.60526315789,9.0,3.33333333333,13.5833333333,1.5
"22",269.453703704,2.66666666667,5.58333333333,0.833333333333,1.96296296296,1.0,1.33333333333,1.0,3.0,0
"23",2.0,18.0,1.0,160.25,0,1.0,1.58333333333,0.833333333333,16.8333333333,0
"24",82.5,0.5,0,0,0,1.0,0.5,0.5,0.5,0
"25",0.333333333333,1.75,1.66666666667,163.833333333,0.5,0,0,1.0,2.0,0.5
"26",0,1.33333333333,0.25,134.333333333,0.5,0.25,0,0,1.0,0.333333333333
"27",1.0,41.5,0.5,0,0,1.0,1.0,0,0,0
"28",0.833333333333,170.19047619,1.5,2.33333333333,1.5,1.0,0,0.5,0.642857142857,0
"29",2.0,146.083333333,2.16666666667,0.916666666667,0.5,1.75,0,1.41666666667,2.5,0.666666666667
"30",3.5,0,158.583333333,1.5,1.0,0.5,0.5,1.0,5.08333333333,1.0
"W",0,0,0.333333333333,0,0,0.333333333333,0,0.166666666667,0,0
"Z",12.4791666667,5.33333333333,233.209803922,1.0,14.8333333333,203.910526316,1.0,2.33333333333,3.9443627451,0.2
