"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","X"
"1",10,3,4,2,0,0,1,3,14,0,2,7,1224,9,3,317,5,4,1,0,1,11
"2",10,527,5,2,1,0,471,4,3,0,1,3,4,1,3,5,3,1,0,0,0,2
"3",2,2,6,1,1,0,1,4,351,2,3,3,3,558,1,1,1,1,0,0,0,3
"4",4,190,2,2,1,0,3,0,5,0,2,3,5,3,496,1,2,0,0,1,0,23
"5",4,2,400,2,0,1,4,3,3,1,250,2,3,3,1,1,2,0,0,1,1,4
"6",1,0,0,1,0,0,2,2,4,0,1,821,0,2,3,0,2,1,0,1,0,4
"7",1,4,4,5,0,42,211,3,4,218,1,3,48,1,8,1,6,0,2,0,0,11
"8",3,95,289,1,0,0,4,0,3,0,1,2,0,4,12,0,3,4,1,1,0,7
"9",490,5,1,0,0,1,3,2,15,1,0,2,4,1,0,0,0,0,0,0,0,5
"10",20,2,1,1,0,0,4,2,0,1,0,2,0,1,0,119,0,462,2,0,0,4
"11",878,4,2,6,0,0,1,1,3,1,0,5,3,2,2,1,0,1,1,0,0,4
"12",5,3,2,390,2,2,1,271,1,3,3,5,3,1,2,2,2,3,1,0,97,3
"13",2,2,1,0,0,0,1,155,1,0,0,0,0,1,0,3,0,0,0,0,0,5
"14",5,3,2,0,0,0,2,1,1,0,1,2,2,0,1,0,270,1,2,185,1,3
"15",0,2,28,0,0,0,0,2,1,1,4,1,0,1,0,0,316,0,0,0,0,2
"16",2,3,6,5,240,181,2,2,1,2,0,2,1,2,3,4,0,0,1,0,0,2
"17",2,1,2,0,2,0,1,0,2,0,1,1,2,2,0,1,1,56,844,0,0,4
"18",1,2,1,2,0,0,0,1,229,1,1,0,0,1,2,1,3,6,1,1,0,0
"19",6,2,3,4,82,0,3,2,1,0,0,2,3,7,1,0,3,1,1,0,0,7
"20",1,2,0,259,0,0,0,1,2,1,0,3,0,3,0,0,0,0,0,0,0,0
"21",0,2,0,2,0,0,0,0,0,1,0,0,0,71,0,0,0,0,0,0,0,0
"22",1,1,2,56,0,0,0,4,0,0,1,0,4,1,0,1,2,1,0,0,57,5
"Y",0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,34
"X",5,2,4,0,0,1,1,4,2,1,1,2,5,10,2,2,3,3,1,1,0,558
