"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","Y","X"
"1",31,30,1,327,50,133,1,2,2,223,258,2,30,180,30,1,22,1,130,0,9,2,0,21
"2",158,327,3,54,202,22,7,1,137,21,3,5,13,17,246,1,1,5,3,3,0,96,0,56
"3",102,3,14,1,69,102,5,1,0,0,78,153,1,21,113,1,134,27,0,1,117,2,1,109
"4",12,58,17,84,155,2,257,3,3,8,3,3,85,0,1,205,1,39,58,0,2,2,0,3
"5",111,1,306,1,2,0,25,125,231,1,7,0,18,2,0,0,0,1,0,12,2,1,0,1
"6",20,11,18,0,206,3,73,198,1,2,1,0,13,14,4,0,62,0,9,0,0,32,0,4
"LGb",0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"LGc",0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,44,0,0,0,1
"LGa",0,0,0,0,0,0,0,0,0,0,19,0,0,2,0,0,0,0,0,0,0,0,0,0
"LGf",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
"LGh",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LGg",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
