"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","X"
"1",273,10,588,169,5,0,0,1,3,226,4,8,40,7,94,2,5,5,1,6,46,0,0,2,2,0,118
"2",18,44,239,0,4,0,1,313,13,0,1,95,59,0,3,0,0,0,0,100,3,1,0,0,44,10,0
"3",1,22,3,25,0,2,3,0,260,0,7,1,0,5,0,49,0,2,0,75,1,0,141,0,0,0,1
"4",0,19,36,0,4,345,0,1,0,0,1,0,16,0,0,0,90,0,0,0,0,0,0,1,0,71,35
"5",0,1,13,0,1,0,284,1,2,0,0,0,3,0,175,0,0,127,0,0,123,0,0,0,1,0,0
"6",35,2,1,173,10,0,0,0,1,0,1,0,71,1,0,0,0,0,100,0,0,0,0,0,0,11,0
"7",58,321,3,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,5,0,0,0,1,0,0,0
"8",0,7,16,0,7,2,0,0,0,9,0,0,0,1,2,0,0,1,0,0,0,249,0,0,144,0,0
"9",2,2,0,0,0,0,0,0,1,4,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,1,173
"10",289,3,5,0,0,0,1,1,0,0,0,103,1,0,0,0,0,2,0,0,1,0,0,2,0,0,4
"11",263,57,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,0
"12",1,1,0,1,0,0,148,0,0,0,0,0,1,0,0,0,0,155,0,2,1,0,0,1,0,0,0
"13",1,1,0,1,0,0,0,0,0,0,0,0,0,272,0,0,0,0,1,0,5,0,0,0,0,1,0
"14",0,17,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,237,0,0,0,0,0,0,0,2
"15",0,0,0,0,209,0,7,0,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
"16",1,0,0,1,0,0,0,0,1,0,30,0,0,1,0,0,0,0,0,0,0,0,1,270,2,0,1
"17",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0
"18",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"19",4,31,160,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,1,1,0,1
"20",1,0,0,0,0,0,0,0,0,0,229,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1
"21",4,1,1,1,0,0,1,0,0,0,177,0,0,0,1,0,0,0,0,0,0,0,0,64,0,0,1
"22",1,0,1,0,0,1,2,0,2,0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"23",11,49,0,0,0,0,0,0,0,0,1,134,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"24",0,22,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,37,0
"25",56,109,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",0,0,1,0,0,0,0,0,0,1,0,0,0,1,89,0,0,1,0,0,39,0,0,0,0,0,0
"27",43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"28",45,0,1,0,0,0,0,0,0,0,0,65,0,0,0,0,1,0,0,39,0,0,0,1,0,0,1
"29",0,0,1,1,1,0,1,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",0,0,1,0,157,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z",0,185,1,1,71,8,38,0,0,0,0,2,0,1,0,103,0,2,0,1,0,0,30,0,0,5,1
