"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","X"
"1",228.333333333,8.83333333333,51.0769230769,173.359761583,571.359649123,2.35897435897,2.57692307692,2.16666666667,1.81060606061,2.08333333333,50.6666666667,247.275641026,42.6346153846,4.72222222222,115.884615385,9.38529014845,2.27185314685,2.58333333333,4.08624708625,1.02564102564,7.15064102564,3.06730769231,3.13461538462,1.5,2.75,1.5,1.05128205128,0.5,53.7756410256,121.505439005
"2",38.8333333333,3.41666666667,0.833333333333,236.166666667,1.33333333333,1.75,11.5,24.5,2.16666666667,1.91666666667,2.33333333333,0,82.2,285.25,2.5,3.5,0,3.0,2.33333333333,54.0,1.0,113.25,85.6333333333,145.7,1.83333333333,0,8.83333333333,0,1.0,2.0
"3",3.5,1.0,1.5,0,1.83333333333,0.5,1.92857142857,37.8333333333,350.142857143,0.5,258.547619048,0.142857142857,65.5,0.333333333333,1.5,95.5,1.83333333333,1.64285714286,4.0,0.5,2.0,0.5,106.0,0,0,0,9.14285714286,48.0,2.0,1.5
"4",4.39285714286,2.66666666667,0.833333333333,1.16666666667,0.5,376.392857143,2.03571428571,20.1428571429,2.14285714286,1.72619047619,31.1666666667,5.14285714286,17.7142857143,2.25,2.66666666667,1.5,97.7380952381,0.933333333333,1.25,0.5,0.642857142857,0,1.89285714286,1.25,1.75,0.5,75.0,0,1.0,227.102380952
"5",0.222222222222,0.5,1.17521367521,0.25,1.16666666667,0,1.65384615385,1.80769230769,0.5,300.897435897,10.25,0.111111111111,1.33333333333,0,184.833333333,0,0,1.61111111111,0.0769230769231,0,147.256410256,0,0.25,0.222222222222,0.5,0,0.5,1.0,126.583333333,0.799145299145
"6",0,1.0,0.5,1.0,0,4.0,0,1.0,0.5,1.16666666667,2.0,0,0,1.0,1.5,0,0,1.0,0.5,0.5,0.5,0,0,0,0,266.5,0.5,150.5,0,0.5
"7",44.0,349.5,23.5,1.5,1.0,0,0.5,0,0.5,0.5,0,0,1.0,0,0.5,1.0,0.5,0,1.0,0,0,0.5,0,0,0,1.0,0,0,0,0.5
"8",0,0,311.333333333,0,0.5,0,1.0,3.33333333333,1.0303030303,1.0,1.0,0,1.83333333333,0,0,105.0,0.0606060606061,0,0.030303030303,1.0,5.0,0,0.5,0,2.0,0,1.0,0,1.0,1.71212121212
"9",262.333333333,61.5,37.1666666667,0.333333333333,1.0,0,0,0,1.5,0.833333333333,0,1.0,1.33333333333,0,0,1.0,1.0,1.0,2.0,0,0,0.666666666667,0,0,2.0,0,0,0,0.333333333333,1.5
"10",0.2,1.2,1.0,1.0,0,0,0.428571428571,0.5,0,161.611111111,0.333333333333,0,0.5,0.5,0,0,1.66666666667,1.0,0.5,0,178.771428571,0,2.0,0,1.0,0,0,0,0.5,1.12222222222
"11",0,0,0.666666666667,0,0,0,1.16666666667,0,0,2.16666666667,0.166666666667,0,1.0,0,0,0.166666666667,0,296.166666667,0,0,0,1.0,0.833333333333,0.5,0,0,1.0,0,0,0.666666666667
"12",0,1.0,0.5,0,0.5,1.5,0,17.0,0,0,0.333333333333,0,0,0,0,0.5,1.5,0.5,0.5,0,0,261.625,0,0,0,0,0,0,0,3.66666666667
"13",0.666666666667,0,0,0,0,0.5,239.333333333,0.833333333333,0,7.16666666667,1.0,0,0,0,0,0.333333333333,0.5,0,1.0,28.8333333333,0,0,0,0.333333333333,0,0,0,0,0,1.0
"14",1.0,0.333333333333,0,1.0,0,0,0.5,1.0,0,0,0,0,0,0,0,0.5,0,1.0,33.0,0,0,0,0,0,302.5,0,0,1.0,0,1.66666666667
"15",1.0,0,0,0,0.5,0.166666666667,0,0.5,0,0,0,0.166666666667,0,0.5,1.0,0,297.666666667,0.5,1.0,0.166666666667,0.166666666667,0,0,0,0,0,0,0,0.5,1.16666666667
"16",0,0.166666666667,2.25,0,1.75,0,4.4,0,0,1.25,0.25,0,0,0,0,0.0666666666667,0,0.333333333333,0,0,0.166666666667,0,9.3,0,0.0666666666667,0,0.25,0,0,0.333333333333
"17",0,0,4.16666666667,0,0,0,0.916666666667,35.5,0,0.166666666667,207.916666667,0.166666666667,0,0,0,0.5,0,0,0.166666666667,0,0.5,0,1.5,0,1.0,0,0,1.0,0.5,0.5
"18",1.33333333333,0.333333333333,0,0,0.833333333333,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,252.333333333,0,0.333333333333,0.5,0,0,1.5,0,0.5,0,0,0
