"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","X"
"1",16.5,4.0,1.7,178.433333333,55.9404761905,255.833333333,146.966666667,7.16666666667,4.3,7.5,5.33333333333,2.0,1.5,1.92857142857,52.0,3.14912280702,233.0,0.333333333333,104.166666667,8.96428571429,3.5,0,3.0,0,0,127.833333333,0,288.5,41.0,0,0.333333333333,117.816666667
"2",47.75,35.1666666667,0.166666666667,0,49.0,0.5,5.33333333333,0.5,1.66666666667,219.75,2.0,3.0,0.5,2.5,266.0,0.5,1.0,0.25,0.75,113.333333333,1.0,60.5,0,0.5,0.5,0.5,12.0,0,0,67.0,103.833333333,2.5
"3",1.5,1.5,0.5,25.5,1.0,2.75,0,147.833333333,267.0,4.0,7.25,0,0.5,2.5,0.5,0.657894736842,0,0,1.0,79.9166666667,49.8333333333,1.0,3.0,2.0,22.0,0,0.25,0,0.5,1.0,0,1.25
"4",1.5,176.0,301.0,0.5,0,8.25,0,0,0,1.5,1.5,0,1.0,3.0,28.0,0.5,0,0,0.5,1.0,0,17.0,1.0,0,0,0,77.0,0.5,0.5,0,0,36.25
"5",150.333333333,0,0,0,0,0,102.833333333,0.5,0,1.0,0,208.75,1.0,1.0,14.0,0.25,0,0,0,0.5,0,3.5,0.5,278.555555556,1.0,0,0.333333333333,0,0,0,0,2.61111111111
"6",0,0,0.0625,182.416666667,0,1.75,0,1.0625,0.6875,0.625,2.0625,0,0.5,8.72916666667,0,150.438596491,0,1.5,0,0.541666666667,0,1.0,0,0,1.0625,0.166666666667,0,0.25,73.0,0,0,0.5
"7",1.0,1.5,0,0.5,0,84.5,0,0,0,1.25,0,0,0,0,0,4.5,0,264.5,23.5,5.0,0,0.25,0,0,0,13.0,0,0,0,1.0,0,0.125
"8",404.5,2.5,3.5,0,1.0,0,3.0,0,0,0.5,0,0,0,0,7.0,0,10.5,0,1.0,0,3.0,0,0,0,17.5,0,0.5,0.5,0,0,0,0
"9",0.5,0,1.0,0.666666666667,1.0,0,3.5,1.0,2.0,0.5,0,0,0,0,0.5,1.0,4.0,1.0,1.0,0.5,0,0,0,0,0,0.5,1.0,0,0,1.5,0.333333333333,193.333333333
"10",1.0,116.666666667,0,0,261.75,4.5,1.0,0,0,1.0,0.5,0,2.0,0,3.0,0,0.5,0,0,0.5,0,1.0,1.0,2.0,0.5,0,0,0,0,24.5,0,5.125
"11",0,0.5,0,0.333333333333,7.5,75.5,0.666666666667,0.833333333333,0,2.0,2.5,1.5,2.0,0.5,0.5,79.0,1.0,14.0,149.166666667,0,0,1.0,0,0,0,7.0,0,0,0,0,0,1.0
"12",319.833333333,0,0,1.0,2.83333333333,0.333333333333,0,0,0.5,0.666666666667,0,1.0,1.0,0,0,0,0,1.5,0.5,1.33333333333,0,1.5,0.333333333333,0,0,0,0,0,0,0,0,1.0
"13",1.5,1.0,249.7,0,1.0,0.7,0.866666666667,0,0,30.0,0,4.33333333333,0,0,0,1.0,0,1.0,0,0,0,0.7,0.5,0.2,1.0,0,1.0,0,0,0,0,0.5
"14",1.5,0.5,1.0,0,0.5,0,1.0,0,0,1.0,0,0,0.5,3.5,0.5,240.105263158,0,0,0,0,0.5,0,17.0,0,0,0,0,0.5,0.5,1.0,0,2.0
"15",1.0,0.5,2.0,0,0,0,0,0,0,0.5,1.0,0,0,251.333333333,0,0,0,0,0,1.16666666667,0,0,0,0,0,0,0,0,0,0,0,0.5
"16",2.0,0,0,1.0,0.5,0,0.5,1.0,1.0,1.0,31.5,0,280.5,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
"17",0.5,0,0,0.5,0.5,1.0,0.2,261.8,0.5,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0.5
"18",0,0.5,0,0,0,0,1.8,0,0,0,0.2,0,0,2.0,0,0,0,0,0,1.0,1.5,0,0,0,0,0,0,0,0,0,0,0
"19",3.5,0,0,0,2.5,1.0,0.5,0,0,1.0,0,0,1.25,0,0.25,0,0.333333333333,0,1.5,3.0,0,0,0.25,0,210.083333333,0,0,0.5,0,0,0,1.33333333333
"20",0,0,0.5,0,0,0,4.0,0,0,0,237.5,0,1.5,0,0.5,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
"21",1.0,0,0.5,0.333333333333,1.0,3.0,1.85,0,0,0,186.666666667,0,66.0166666667,0.1,0.5,0.105263157895,0,0,0,0.6,0.1,0,0,0,2.0,0,0,0,0,0,0,1.0
"22",3.71428571429,0,1.0,0,0,0,0.333333333333,1.0,1.5,0,0.333333333333,0.785714285714,0,0,0,0,0,0,0,3.0,0,261.833333333,0.333333333333,0,0.5,0,0,1.0,0,0,0,0
"23",1.83333333333,191.333333333,1.0,0,0,0,1.0,0,0,0.333333333333,1.0,1.5,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
"24",0,24.0,0,1.0,0,0,0,0,0,0,0.333333333333,0,0.333333333333,0.5,12.0,0,0,0,0,0,0,9.0,0,0,0,0,38.0,0,0,0,0,0
"25",0,172.333333333,0,0,0.25,0,0,0.5,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.5
"26",0,0,0,0,0,0,135.5,0,0,1.0,0,1.0,0,1.0,0,0,1.0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",0,0,0,0,42.5,0,1.0,0,0,0,0.5,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",0,0,0,0,93.5,0,0,1.0,0,0,0,0.5,1.0,0,0,0.5,0,1.0,0,46.5,0.5,0,0,0,0,0,0,0.5,0,27.5,0,0.5
"29",1.0,0.5,0,2.0,0,1.5,1.5,0,0,0,153.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.5,0.5,0,0.5
"30",2.5,0,0,0,0,0.5,72.0,0,0,0,1.0,0,0.5,1.5,1.0,0,0,0,0,0,47.5,0,0,0,0,0,0,0,0,0,0,0.666666666667
"Z",4.5,1.83333333333,11.5,1.0,2.5,0.5,0.833333333333,33.6666666667,0.2,1.25,0,0,0.333333333333,131.5,2.0,0.210526315789,0,0,0,1.0,93.0,0.5,125.0,0,65.0,0,5.0,0,1.0,0,0.5,1.25
