"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","X"
"1",47.7388888889,122.833333333,25.4444444444,3.03712121212,2.0,2.5,29.3333333333,5.75,260.5,164.35,183.333333333,44.6111111111,43.5833333333,1.51666666667,153.285714286,83.3333333333,3.83333333333,0.774376417234,1.5,10.3333333333,85.1397435897,22.5,86.5,17.2222222222,0.5,2.0,8.5,46.5,110.016666667,25.4862665113
"2",6.43333333333,20.319047619,17.3785714286,3.16919191919,150.142857143,3.83333333333,291.743589744,169.699145299,0.944444444444,36.4833333333,19.4722222222,5.0,2.53333333333,0.132478632479,4.03333333333,4.9,2.8547008547,12.218288854,227.087179487,131.333333333,23.6666666667,250.153846154,60.51,11.5,5.4,1.33333333333,3.25,0.5,3.0,65.0953823954
"3",381.972222222,57.1666666667,67.0,3.03535353535,1.0,2.83333333333,3.5,10.3333333333,2.0,0.666666666667,20.75,167.25,2.0,2.0,41.4285714286,7.5,3.125,1.28571428571,3.16666666667,1.0,6.375,1.33333333333,1.5,0.5,4.0,124.5,2.0,33.0,39.0,120.174242424
"4",4.83333333333,6.83333333333,294.333333333,2.82954545455,4.0,18.75,32.8333333333,15.9166666667,1.5,4.75,1.5,0,169.083333333,209.75,1.5,92.0,2.0,1.20408163265,1.83333333333,34.5,6.0,1.5,95.8733333333,89.0,2.33333333333,0.5,2.0,2.0,1.5,5.91287878788
"5",3.75396825397,0,3.0,134.189393939,433.833333333,191.642857143,3.14285714286,3.0,3.0,1.5,4.16666666667,0.642857142857,28.4761904762,2.33333333333,5.97619047619,0.333333333333,93.4166666667,10.0122972266,3.75,0,1.14285714286,1.0,1.0,1.0,1.75,0.5,50.0,0,1.0,4.63780663781
"6",35.0,3.58333333333,2.33333333333,197.939393939,0.833333333333,18.0,10.0,16.0,2.0,3.0,19.3333333333,0.5,77.5,0.5,2.39285714286,3.0,2.0,34.0612244898,231.666666667,10.0,1.0,38.5,0,5.0,0.5,0,8.0,0,2.66666666667,3.02272727273
"LGb",0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0
"LGc",0,0,0.666666666667,0,0,0,0.5,0,0,3.16666666667,0.166666666667,0,0.5,0,0,0.166666666667,0,45.1666666667,0.5,0,0,0,0,0,1.0,0,0,0,0,0.166666666667
"LGa",0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LGf",0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,55.9230769231,1.0,0,0,0,1.0,0,0,0,0,0,0,0
"LGh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LGg",0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
