"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","Y","X"
"1",8,1,46,57,482,4,1,1,210,37,219,3,194,0,2,1,0,113,1,101
"2",69,11,1,245,0,82,78,1,98,75,0,1,140,0,1,36,1,113,0,0
"3",326,3,245,1,0,1,96,0,30,62,0,3,0,76,11,0,60,0,0,0
"4",2,1,28,2,1,0,1,427,1,0,3,1,1,17,46,0,39,0,0,210
"5",156,269,0,0,0,1,233,0,15,0,0,0,0,0,0,0,0,0,0,1
"6",1,0,1,3,0,2,0,1,0,0,1,0,0,392,0,0,0,0,0,0
"7",0,0,0,0,1,0,0,0,1,1,0,0,36,0,333,0,1,0,0,0
"8",3,1,2,108,1,163,0,0,70,23,0,0,0,0,0,1,1,0,0,1
"9",0,0,1,0,0,1,0,0,0,0,0,2,240,1,85,0,1,0,0,0
"10",181,0,1,2,0,1,137,0,0,0,0,0,0,1,0,0,0,0,0,0
"11",0,0,0,0,1,200,3,0,0,1,0,0,1,0,0,0,1,0,0,1
"12",0,0,16,0,0,0,3,1,1,0,0,0,241,1,0,0,0,0,0,2
"13",0,167,1,0,0,0,1,0,0,0,0,0,1,0,0,81,0,0,0,0
"14",0,0,240,1,0,2,0,1,1,8,0,9,1,2,0,0,0,0,0,3
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0
"16",0,1,1,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",190,0,2,0,0,2,3,0,0,0,0,0,1,1,1,0,0,0,0,0
"18",0,0,1,0,0,0,0,0,0,2,0,195,1,0,0,0,0,0,0,0
"19",2,1,55,0,0,1,1,0,2,0,0,166,0,0,0,0,0,0,0,0
"20",4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,219,0,0,0
"21",0,0,0,0,0,172,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"22",0,0,26,0,0,0,0,0,0,0,0,0,0,22,25,0,19,3,0,0
"23",0,0,0,0,0,141,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",0,0,0,0,0,1,0,0,140,0,1,0,0,0,0,0,0,0,0,0
"25",0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",1,0,0,52,1,0,57,0,51,24,0,0,0,0,0,0,0,0,0,0
"27",0,0,0,0,2,0,2,0,1,0,0,160,0,0,0,0,0,0,0,1
"28",0,154,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z",196,150,0,0,0,6,1,5,1,52,0,0,2,10,2,115,5,1,0,0
