"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","Y","X"
"1",20,265,5,305,34,19,15,72,6,55,62,10,123,111,168,56,8,1,79,0,7
"2",14,3,8,8,222,6,14,14,8,3,175,8,347,0,92,3,24,190,7,0,4
"3",3,9,176,9,364,25,11,113,7,6,8,5,4,4,7,1,3,7,1,3,7
"4",46,5,12,50,5,5,8,6,68,226,8,3,181,10,9,0,368,5,3,1,10
"5",8,480,56,3,48,9,9,13,5,6,967,2,24,64,8,3,5,5,2,1,14
"6",386,174,6,4,8,2,138,6,16,9,6,22,20,4,3,4,9,18,1,0,7
"7",5,88,263,725,66,10,12,8,7,4,5,6,51,2,8,3,6,25,3,0,3
"8",1,3,5,4,119,317,4,4,19,2,54,66,25,2,6,0,5,3,2,0,10
"9",3,7,5,3,207,222,9,6,3,296,10,11,10,0,191,10,6,2,7,72,15
"10",4,163,6,5,5,7,10,7,179,3,13,416,23,186,12,2,2,4,4,2,4
"11",10,275,6,4,8,6,425,4,330,9,4,6,42,0,6,3,3,4,332,0,2
"12",4,3,2,11,5,17,254,9,3,89,17,5,0,98,3,83,120,5,256,0,1
"13",25,3,1,4,6,4,3,140,2,3,5,3,6,95,3,2,28,184,0,0,4
"14",63,45,3,4,62,144,19,4,12,11,64,97,2,2,6,0,108,4,1,0,3
"15",2,5,27,3,3,151,3,3,183,7,0,6,1,65,5,257,3,5,3,0,3
"16",52,2,41,64,2,0,19,4,4,1,4,4,3,1,221,5,2,6,0,2,2
"17",3,1,113,0,11,4,2,3,169,4,3,1,0,21,8,18,13,2,0,1,2
"18",252,4,225,9,4,2,4,2,19,4,3,5,1,1,4,0,0,0,1,0,1
"19",235,2,2,0,3,1,10,38,3,1,37,4,34,3,3,13,0,2,0,2,0
"20",1,2,4,0,3,0,5,345,7,0,3,1,3,3,1,0,1,3,1,0,2
"21",1,2,1,1,1,2,2,1,4,41,1,3,4,0,0,135,19,0,0,0,1
"22",3,3,2,10,2,5,633,177,85,122,4,12,155,1,5,1,112,2,1,0,4
"Y",0,1,0,0,1,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0
"X",9,12,7,7,6,7,4,4,7,11,13,23,4,6,9,4,4,5,3,100,758
