"F1","F2","D2","B4","D3","A1","A3","A2","B1","B2","B3","X","C2","D4","D1","E1","C1","E3","E2"
"1",27.5421212121,4.51388888889,0.545454545455,609.290909091,2.42424242424,253.884343434,52.4871212121,179.726190476,3.04090909091,6.75378787879,11.3371212121,126.983051948,231.106818182,2.5,162.912121212,5.42045454545,34.6986868687,1.66666666667,1.33
"2",1.5,276.593589744,0.0769230769231,73.5,150.51025641,63.3935897436,4.27692307692,271.933333333,3.56666666667,86.2435897436,2.56666666667,2.06666666667,127.493589744,24.95,3.63333333333,2.74358974359,3.42692307692,1.07692307692,2.23076923077
"3",99.3166666667,0,48.5,0.0666666666667,0,1.56666666667,341.714285714,1.0,43.9666666667,453.4,1.06666666667,3.06666666667,1.26666666667,0.383333333333,2.0,2.06666666667,1.16666666667,0,0.833333333333
"4",0.666666666667,2.0,1.2,2.66428571429,2.33333333333,8.2,45.5,1.5,554.402380952,3.58333333333,1.7119047619,232.721428571,5.5,2.7,3.66666666667,1.0,1.95,1.36666666667,0.833333333333
"5",0.04,0.2,0,1.7,0.2,0.7,3.625,0,1.875,2.775,431.166666667,3.03,0.5,0.791666666667,322.933333333,0.333333333333,0.04,0.5,1.79
"6",0,0,418.5,0,0,0.5,2.5,0.5,4.5,0.5,1.16666666667,0,0,1.0,1.0,0,1.0,0,0
"7",1.14,0.2,0.5,1.2,0.2,1.4,1.33333333333,3.83333333333,0.583333333333,0,1.2,0.98,44.8,0,0.5,1.2,363.09,0,0.04
"8",122.0,0,0,1.0,0,1.0,2.0,0.5,0,1.0,6.5,1.25,0.5,1.0,1.0,0,297.75,2.0,0
"9",0,0,0,1.11111111111,1.0,2.5,1.11111111111,2.15277777778,1.5,0.5,0,1.0,246.347222222,0,1.0,1.0,98.1666666667,1.5,1.61111111111
"10",0,0,0,1.33333333333,0.333333333333,0.333333333333,0.333333333333,1.33333333333,0.333333333333,1.58333333333,340.75,2.16666666667,0,1.0,0,0,0.333333333333,1.0,0
"11",0,0,0.333333333333,0.666666666667,1.0,0.666666666667,1.0,0.5,0.833333333333,0.666666666667,2.0,0.5,1.0,0,0.5,0,0,0,290.333333333
"12",1.5,0.0909090909091,0,0.5,1.0,0.0909090909091,0.590909090909,260.958333333,1.59090909091,0.272727272727,0.5,3.75757575758,0.0909090909091,17.0,0.0909090909091,0,0.590909090909,0,0
"13",0.833333333333,0,0.333333333333,0,0,273.0,0,1.0,1.5,0.666666666667,0.333333333333,1.33333333333,0,0.333333333333,0.333333333333,0.333333333333,0,0,0.5
"14",0.166666666667,0.111111111111,2.0,0,0.5,0,0.5,2.16666666667,1.11111111111,0.333333333333,0.111111111111,2.11111111111,1.0,1.0,0.111111111111,34.6666666667,0,292.444444444,1.0
"15",1.0,0,0.5,0.25,292.916666667,0,1.0,0.5,0.583333333333,0.5,0,0.5,0.75,1.0,0.5,0,0,0,1.0
"16",1.0,0,0.5,1.75,0,3.59090909091,1.0,0,0,9.31818181818,0.166666666667,0,0,0,0,0,1.16666666667,0.0909090909091,0
"17",1.46428571429,0.0714285714286,1.0,0.320512820513,0.0769230769231,0.142857142857,0.542857142857,0.571428571429,0.873626373626,2.07692307692,0.0714285714286,1.16666666667,1.23076923077,234.165018315,0.576923076923,0,2.64835164835,1.5,0
"18",1.0,0,0.5,0.5,0,0.5,0,0.5,2.5,0,0.666666666667,1.0,1.0,0.5,0.333333333333,248.166666667,0.666666666667,0.5,0
"19",0,0.5,0,0.166666666667,0,0.8,0.166666666667,0.125,0.333333333333,0.183333333333,0.75,1.91666666667,0.0833333333333,2.0,3.5,203.166666667,0.5,59.85,0.5
"20",0,1.5,0,0.5,0.833333333333,0,276.333333333,0.833333333333,0.333333333333,1.5,2.5,0,0,1.0,0,1.0,0,0,0
"21",0,0.5,1.0,0.5,0,0.5,0,0,0.5,0,0.5,0.75,2.0,0,0.5,1.0,168.75,0.5,1.0
"22",0,0,0.5,0,0,1.0,34.3333333333,2.5,66.8333333333,0.5,0,0,0,0,0,0,0.333333333333,0,0
"23",0,0.333333333333,0,0.125,0.5,0,0.5,0,0.625,1.625,0,2.45833333333,0.125,0,0.125,0,191.083333333,0,0
"24",0,0,0,0,0,2.33333333333,0.5,0,0,0.333333333333,0,0,0.5,0,147.666666667,0,1.0,0,1.0
"25",64.5,0,0,0.5,0,0,0.2,1.0,0.25,0.5,0.5,0,0.5,0.125,0,0,48.0,0,0.125
"26",86.0,0,0,2.0,0,1.0,0,0.5,0,64.6666666667,0,0.5,1.0,0,0.5,0,47.0,0,0.333333333333
"27",0.333333333333,0,0,1.66666666667,0,0,0.333333333333,0.5,0.5,0,3.0,1.33333333333,1.0,0,1.5,177.5,0.333333333333,0,0.333333333333
"28",0,0,0,1.0,0,1.5,1.0,180.166666667,0,0,2.0,1.0,0,0,0,1.0,0,1.0,0.5
"W",0.04,0,0,0,0.5,0.5,0.5,0,0,0,0,0.08,0,1.0,0,0,0.04,0,0.04
"Z",1.25,0.611111111111,0.5,0.5,44.0,279.333333333,3.55238095238,5.625,21.6666666667,1.0,1.58333333333,2.25,0,240.791666667,2.33333333333,0,4.66666666667,1.0,2.625
