"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","X"
"1",726,7,3,2,4,3,0,2,2,0,2,3,4,8,2,3,3,0,1,6,1,0,5,1,0,1,6
"2",5,758,7,4,4,2,2,3,2,1,1,0,3,2,3,1,1,2,1,2,0,2,2,1,0,0,6
"3",1055,5,7,3,4,3,3,1,4,1,2,0,0,0,4,3,1,2,1,5,2,1,0,2,3,0,2
"4",4,6,5,633,2,4,6,0,1,0,4,1,2,2,1,2,3,2,4,1,0,2,1,0,0,2,3
"5",11,6,1013,1,1,2,3,2,0,1,2,3,3,3,1,3,3,2,0,7,1,1,3,1,0,0,3
"6",4,4,3,0,3,486,0,2,3,0,0,2,1,2,0,2,2,1,0,1,0,1,1,1,1,0,2
"7",5,5,5,2,1004,6,2,4,1,4,4,0,2,3,2,3,0,1,0,1,2,0,1,1,1,1,8
"8",1,594,6,0,4,3,1,0,0,2,1,0,2,3,0,3,1,0,1,1,3,0,1,2,0,1,5
"9",4,2,4,1,2,3,5,395,18,0,0,0,1,2,1,3,0,0,2,2,2,1,0,0,0,1,10
"10",2,5,5,4,6,5,792,1,0,2,3,0,4,8,1,1,1,0,3,3,2,2,1,1,1,1,9
"11",5,7,796,3,4,3,6,2,2,0,4,1,4,3,0,1,1,2,2,1,14,2,5,2,1,1,6
"12",1,0,2,2,0,2,3,0,2,287,1,0,0,0,3,1,1,0,0,0,1,0,0,0,1,0,1
"13",7,3,6,2,1,4,2,2,3,0,4,1,668,3,4,1,1,1,0,1,0,1,0,0,1,0,4
"14",3,6,7,1,0,2,2,1,374,0,2,0,1,0,0,2,1,0,2,1,1,1,2,1,2,1,2
"15",3,3,2,1,1,2,1,0,1,1,2,2,0,3,747,0,0,1,0,3,0,1,0,2,4,2,1
"16",3,5,5,3,2,2,1,1,1,1,0,538,0,1,1,1,1,0,0,2,0,0,1,2,0,0,0
"17",6,4,6,0,1,2,1,1,0,1,1,1,2,1,0,1,486,0,1,1,2,0,0,0,0,1,2
"18",1,5,9,2,6,3,5,2,2,4,4,1,1,979,4,0,0,1,0,0,0,1,1,3,1,1,5
"19",2,5,3,5,4,2,3,2,1,3,1053,3,3,4,1,2,1,1,2,0,0,1,0,1,2,0,8
"20",3,3,4,2,0,4,2,1,2,2,1,1,0,1,1,263,1,1,0,0,2,1,0,1,0,0,2
"21",5,3,3,2,0,2,0,0,6,1,1,0,1,0,1,1,1,421,2,0,0,1,1,0,0,1,1
"22",3,1,4,1,1,4,2,1,0,1,1,0,3,2,0,0,0,0,465,0,0,0,0,0,1,0,3
"23",8,0,2,0,2,3,1,4,0,0,1,1,1,0,1,0,1,1,0,605,3,0,0,0,2,1,0
"24",1,2,0,2,1,1,3,0,0,1,0,0,0,1,1,0,0,0,2,0,1,0,240,0,0,0,3
"25",1,1,4,3,0,2,1,1,2,1,0,1,1,0,1,0,0,0,1,1,1,0,0,620,0,1,1
"26",0,1,2,0,0,1,1,1,0,0,0,0,3,5,1,0,0,0,0,1,0,320,0,0,1,0,1
"27",1,4,5,0,4,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,205,0
"28",3,0,0,0,2,1,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,1,249,0,3
"29",2,0,4,0,0,2,0,0,0,0,1,0,1,1,1,0,1,1,0,0,551,0,0,0,0,0,2
"X",11,8,6,2,2,4,3,0,1,2,1,1,2,14,1,2,3,5,3,1,2,0,1,1,1,2,749
