"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","Y","X"
"1",0.5,1.58333333333,0,1.0,0,2.16666666667,2.5,2.25,1.5,0.576923076923,0.666666666667,0.833333333333,582.666666667,2.0,0,0,0.75,2.58333333333,0,1.33333333333
"2",4.08333333333,1.5,0.916666666667,0.5,0.5,185.666666667,2.0,0.333333333333,1.75,0,0,0,1.16666666667,2.0,424.416666667,0,0.583333333333,0.5,0,2.16666666667
"3",2.5,0.851515151515,1.83333333333,524.583333333,0.5,248.5,4.25,0.772727272727,4.16666666667,0,0.5,1.0,2.0,1.0,63.0,0.5,0,1.0,0,0.5
"4",0.833333333333,1.06666666667,0.5,0.333333333333,0,0,0,0.5,171.483333333,0,0,0.566666666667,0.666666666667,0,2.75,0,0,319.066666667,0,0.209523809524
"5",1.5,2.33333333333,0.5,0.9,771.883333333,0.75,1.88333333333,0.333333333333,1.0,2.025,0,0.833333333333,2.5,1.83333333333,0.5,0.611111111111,0.1,1.0,0,2.36666666667
"6",0,0.568181818182,1.25,0.75,1.5,1.22222222222,0,406.122727273,0.5,0.111111111111,0.5,0,1.0,3.73333333333,0,0.111111111111,0.5,0,0,0
"7",0.92380952381,792.624531025,3.5,1.0,0,0.25,1.0,0.356060606061,0.833333333333,0,0,0.333333333333,1.80555555556,1.25,0,56.7777777778,0.5,0,0,1.58333333333
"8",285.977777778,1.16666666667,24.8666666667,0.833333333333,0,0,1.0,0.5,0,65.6666666667,0,0,0.75,110.083333333,1.9,0,0,0.2,0.111111111111,0.611111111111
"9",356.75,0.25,0,1.41666666667,0,0.25,0.5,0,2.08333333333,0,0,0,0.666666666667,0.5,0.833333333333,0.111111111111,0.5,0,0,0.924242424242
"10",314.944444444,62.5681818182,1.41666666667,1.16666666667,1.0,0.5,297.583333333,0.0227272727273,0.833333333333,0.75,0,0.222222222222,0.333333333333,0,0.5,1.33333333333,0,0,0,0.0714285714286
"11",196.7,12.3666666667,465.25,1.0,0,1.0,1.66666666667,1.25,0.4,0.666666666667,0,0.0666666666667,0.166666666667,0,3.0,0.111111111111,0.5,0.4,0,0.9
"12",0.5,0,0.5,0.5,0.5,1.0,0,0.166666666667,0,0,246.547619048,0,0,0,0,0.111111111111,0.333333333333,0,0,1.0
"13",2.75,0.25,0.5,1.83333333333,2.5,1.16666666667,1.0,0,0.5,116.131410256,0,0.166666666667,2.0,1.66666666667,0,0.111111111111,396.116666667,0.5,1.33333333333,0.166666666667
"14",0.166666666667,1.2,0.5,304.083333333,1.0,0.625,0.5,0,0.666666666667,0,0.166666666667,0,0.5,2.66666666667,2.16666666667,0.5,0.5,0.5,0,0.5
"15",8.82142857143,238.874242424,0,1.5,0,1.22222222222,0,0.613636363636,380.75,0.611111111111,0,0,0,1.0,0,1.16666666667,0,0.333333333333,0,0
"16",1.75,3.09595959596,1.5,18.3333333333,0,135.0,0.5,0.0227272727273,185.166666667,118.166666667,0.5,0,0.0555555555556,0,0,0.25,0,1.0,0,0
"17",1.58333333333,0.75,0,0,0,1.83333333333,0.5,94.5,0.5,0,0.142857142857,0,1.0,338.333333333,1.5,0,0,0,1.0,0.765151515152
"18",2.5,1.15476190476,0.833333333333,0,1.5,653.75,3.5,4.0,0,1.33333333333,0,1.5,1.16666666667,6.0,0,0.875,0.583333333333,0,0,0
"19",2.43650793651,1.6380952381,13.0,0,0.5,0,1.33333333333,0.166666666667,1.23333333333,0,1.83333333333,783.094444444,1.0,0.5,0.5,0.361111111111,0,3.4,0.333333333333,0.157575757576
"20",0.25,13.7348484848,0.25,0,0,2.0,0,0.272727272727,0,0,0,0.5,0.5,0.5,0.833333333333,198.611111111,0,0.5,0,1.41666666667
"21",72.5,2.0,0,0.5,0,2.5,262.916666667,0,0.5,0.25,0.142857142857,0,0,1.83333333333,0,0.5,0,0.5,0,0.5
"22",0.333333333333,1.03333333333,0.833333333333,0.5,0,0.5,4.33333333333,0,2.5,0.025,0,0.25,398.5,0,0.5,0.25,1.1,5.0,0,0
"23",0.928571428571,1.66666666667,2.42857142857,0.6,0,0.5,443.75952381,0.25,0.5,0,0,0,1.0,0.5,2.83333333333,0,0,0.25,0,0
"24",96.0833333333,1.66666666667,0,0,0.5,92.8333333333,1.41666666667,0,0.5,0,0,0,0.166666666667,0,1.0,0,0.5,0,0,0.5
"25",0.5,0.0833333333333,464.666666667,1.0,0,2.33333333333,0.5,1.25,0.833333333333,8.58333333333,0,0,0,0.5,0,0.25,0.833333333333,0,0,0
"26",0,1.0,0,3.0,0.666666666667,3.22222222222,0.333333333333,0.5,0.5,0.136111111111,1.0,0,0,283.833333333,0.5,0,1.1,0,0,0
"27",1.5,0,1.33333333333,0.5,0,0,0,0,0.5,0,0.5,0.5,10.0,0.5,93.1666666667,0.333333333333,49.0,0,0,0
"28",0,2.48571428571,0,0,0,1.0,0.5,0,0.5,0,0.166666666667,0,0.5,215.083333333,0.5,0,0,0,0,0.25
"29",0.5,274.583333333,0.25,0.666666666667,1.5,0.75,0.5,0.25,137.5,1.25,0,0,1.16666666667,0.5,0,0,0,0,0,0.571428571429
"X",1.38888888889,3.52777777778,0,0.25,4.75,2.5,0.666666666667,1.58333333333,1.16666666667,0.333333333333,0.5,0,2.05555555556,1.91666666667,1.5,0,0.8,0.5,3.22222222222,514.406204906
