"1","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","Un","X","2a","2b"
"1",132,53,2,30,325,2,15,1,2,249,4,40,189,42,0,3,18,3,42,8,0,7,23,181,128
"2",18,241,4,340,56,2,4,165,2,3,138,5,21,2,7,208,11,92,1,0,0,2,59,16,16
"3",32,254,11,1,3,1,3,1,157,80,0,166,0,12,2,1,0,1,0,100,1,1,117,20,86
"4",364,2,18,63,94,3,209,9,2,1,2,0,3,5,1,1,85,2,160,2,0,1,3,0,5
"5",2,3,308,0,4,131,18,3,26,5,262,0,1,1,7,1,1,2,0,0,144,4,1,2,1
"6",11,68,18,9,0,198,9,18,73,1,0,0,1,2,0,152,5,31,0,0,1,1,3,17,1
"LGb",0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"LGc",0,0,0,0,0,1,0,0,0,0,0,0,3,0,40,0,0,0,0,0,0,0,0,0,0
"LGa",0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LGf",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53,1,0,0,0,0,0,0
"LGh",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
