"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","Y","X"
"1",519,30,501,1051,362,11,17,55,9,3,38,40,106,5,3,13,6,8,6,0,6
"2",4,7,131,4,5,112,5,5,350,6,4,3,1,89,6,305,14,10,1,1,3
"3",1,6,6,3,319,304,6,3,18,52,38,62,100,1,1,126,23,3,2,72,13
"4",39,5,8,46,2,9,4,4,63,236,7,7,221,4,5,3,400,3,2,1,11
"5",2,5,179,10,332,27,7,112,6,3,5,4,2,2,4,1,4,5,1,3,9
"6",17,6,5,6,6,5,1,6,12,3,169,3,286,1,87,2,25,199,1,0,8
"7",6,196,6,0,3,11,127,9,238,3,6,418,2,173,8,2,8,7,6,0,8
"8",56,3,43,66,5,2,14,136,4,6,3,4,41,96,203,7,5,4,7,0,0
"9",9,90,4,7,2,29,84,6,2,87,4,5,57,97,2,3,3,25,278,0,0
"10",2,480,16,3,35,20,6,12,5,25,50,3,3,3,245,54,3,6,4,0,9
"11",3,3,4,2,204,334,9,7,2,298,4,7,8,3,210,5,8,3,4,72,18
"12",336,190,1,4,4,3,3,3,0,2,3,1,3,1,5,3,1,0,1,0,2
"13",117,42,3,4,53,137,15,1,4,12,66,94,3,2,4,6,106,15,2,0,6
"14",3,214,3,2,3,2,425,3,325,8,8,3,38,0,4,3,3,5,300,0,2
"15",2,252,3,449,2,4,5,5,4,4,6,2,74,2,0,1,1,1,75,0,1
"16",3,2,18,4,4,2,5,2,3,19,1026,0,3,0,3,0,4,3,1,0,2
"17",9,2,29,2,39,2,3,56,1,2,2,5,1,167,2,4,2,4,0,0,2
"18",29,2,1,4,3,2,3,2,3,1,5,2,2,0,0,0,30,192,2,0,2
"19",7,5,1,12,17,3,741,189,80,122,10,28,474,4,2,0,129,3,1,0,10
"20",3,2,1,1,1,2,177,358,1,4,13,5,22,5,0,83,124,1,1,0,0
"X",8,6,10,9,11,9,11,10,6,12,17,25,26,4,12,7,19,6,7,83,832
