"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","X"
"1",10,5,8,3,1,0,2,6,9,1,4,7,1120,12,6,287,3,5,2,1,0,17
"3",4,2,5,3,1,0,1,3,355,2,4,6,6,536,1,2,3,0,1,0,1,3
"4",7,178,2,2,3,0,3,0,4,0,3,5,7,7,504,1,3,0,2,1,0,5
"5",6,1,368,4,0,1,4,4,2,3,238,3,5,4,1,1,3,1,0,1,1,1
"6",2,2,2,1,0,0,2,7,6,1,3,730,4,6,7,1,0,4,5,1,0,10
"7",5,7,4,9,0,39,198,4,4,221,1,2,53,1,6,2,5,0,4,0,0,11
"8",4,97,272,1,0,0,4,0,3,0,2,2,1,4,10,0,3,5,0,1,0,4
"9",414,5,3,0,0,3,4,2,9,1,0,2,5,7,1,2,1,1,1,0,0,7
"10",11,7,3,3,1,1,5,1,1,1,2,4,3,4,0,102,1,417,4,0,1,3
"11",705,3,5,6,0,0,3,2,3,1,1,6,5,3,3,5,3,1,1,1,0,6
"12",6,3,4,357,2,2,4,250,1,1,3,5,2,3,2,1,2,3,2,0,89,3
"13",2,3,1,0,0,0,1,149,1,0,1,2,0,1,1,2,1,1,0,0,2,6
"14",4,3,2,1,0,0,3,1,1,0,1,3,4,0,1,1,268,1,4,171,0,3
"15",0,2,15,1,0,0,1,3,1,1,3,1,1,2,0,0,295,2,0,0,0,2
"16",3,2,3,5,220,159,2,1,1,2,0,1,1,2,3,3,0,0,1,0,0,1
"17",2,1,1,1,2,1,1,0,2,0,1,0,2,2,1,1,1,32,660,0,0,3
"18",1,1,0,1,0,0,0,0,220,2,1,0,1,2,3,1,1,2,0,1,0,0
"19",7,2,2,4,73,0,2,0,1,0,0,2,4,2,1,0,2,0,1,0,1,6
"20",2,0,0,248,0,0,0,1,4,2,1,3,1,3,0,0,0,0,0,0,0,3
"21",0,2,0,1,0,0,0,0,0,1,0,1,0,64,0,0,0,0,0,0,0,0
"22",2,2,2,50,0,0,1,2,1,0,1,0,2,2,0,1,1,2,0,0,50,4
"Un",22,4,7,0,1,1,3,3,2,2,4,1,10,1,0,0,6,2,2,1,2,2
"X",6,5,6,2,1,1,2,8,2,0,4,2,6,13,4,4,5,5,2,1,0,512
"2a",3,487,3,1,0,1,3,1,3,0,1,2,5,0,0,1,2,1,3,0,0,2
"2b",2,1,6,3,0,0,448,5,3,1,0,1,3,0,3,3,1,1,1,0,0,1
