"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","X"
"1",65,43,41,46,49,414,1250,208,533,468,33,27,622,33,344,12,15,18,142,346,63
"2",1320,54,133,787,36,43,122,32,31,24,31,90,22,12,29,852,11,12,75,10,70
"3",70,33,24,140,37,376,132,393,17,202,203,24,37,20,40,20,17,251,579,25,50
"4",466,236,128,46,25,41,84,22,23,17,20,240,86,548,16,10,154,8,428,12,128
"5",76,10,4,16,617,13,83,51,9,26,15,11,25,507,14,15,3,9,18,7,31
"6",29,331,165,16,18,43,117,21,13,15,49,16,9,12,427,50,7,9,27,398,37
"7",12,235,10,16,13,14,94,18,6,8,18,241,62,7,11,14,141,6,23,5,93
"8",23,133,419,23,16,15,68,14,152,185,459,13,13,87,14,11,8,4,22,12,70
"Un",65,38,47,17,17,36,42,12,33,75,106,20,30,87,15,46,3,5,398,4,49
"X",15,8,7,4,12,20,25,17,7,7,7,1,10,15,5,9,12,9,37,6,349
