"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","X"
"1",284.440288221,13.4047619048,603.951923077,175.25,7.12406015038,0.916666666667,1.78333333333,2.70833333333,4.88333333333,232.03974359,6.66666666667,9.0,40.5,7.57142857143,98.3333333333,2.07142857143,6.9380952381,6.45,4.64912280702,8.73684210526,49.9166666667,0,0.666666666667,4.0,2.83333333333,1.0,127.363095238
"2",22.487012987,48.4047619048,251.272727273,0.0941558441558,5.14285714286,0.0941558441558,1.0,323.571428571,14.8333333333,0.162337662338,2.14285714286,98.25,62.0,1.85606060606,3.06818181818,0.5,0.522727272727,0.321428571429,0.666666666667,102.0,3.52272727273,1.57142857143,1.5,0.666666666667,45.8333333333,11.5,5.01515151515
"3",2.34090909091,24.6401515152,5.18181818182,26.0,0,4.0625,3.83333333333,1.33333333333,266.674242424,0,7.0,1.39583333333,2.0,5.84090909091,0.5,51.0151515152,0,2.25,1.15789473684,76.7291666667,1.83333333333,0.5,146.424242424,0.416666666667,0,0.424242424242,3.1875
"4",2.11666666667,22.1761904762,39.2261904762,0.467857142857,6.28333333333,357.431547619,2.03333333333,2.20833333333,0.892857142857,0,1.0,0.2625,17.2,1.0,0.125,0.2,95.125,0.142857142857,0,0.895833333333,0.7,1.0,0,2.0,0.125,73.6666666667,37.7208333333
"5",1.05952380952,1.95,16.2,0.821428571429,1.14285714286,0.833333333333,286.988095238,1.33333333333,2.0,0.333333333333,1.0,0.0714285714286,3.83333333333,0.738095238095,178.05952381,0.142857142857,0.533333333333,130.958333333,0,0.5,125.366666667,0,0,0.5,1.2,1.0,2.10119047619
"6",37.3491508492,2.70629370629,3.13003663004,178.644022644,11.373015873,0.538461538462,0.581818181818,0.681318681319,1.44444444444,0,2.8174048174,0.629370629371,73.8333333333,1.72338772339,0.0384615384615,0.142857142857,0.233766233766,0.233766233766,101.186581839,1.04242979243,0,0.590909090909,0.142857142857,0,0.181318681319,11.5,1.61025641026
"7",60.75,327.416666667,4.5,1.75,0.5,0.333333333333,0.5,0,0,0.333333333333,1.08333333333,1.0,0.5,2.0,0.333333333333,0,0,0,0.5,5.0,0,0.5,0,1.0,0,0,0.625
"8",1.0,7.5,18.3333333333,0,7.0,5.5,0.25,1.0,0,9.0,0,0,0.5,1.83333333333,2.5,0.5,0.5,1.0,0,0,0,255.583333333,0,0,146.5,0.5,0
"9",6.15476190476,2.57142857143,0.833333333333,0.666666666667,0.571428571429,1.5,0.5,0.333333333333,1.0,6.0,0,1.5,0.5,1.07142857143,3.0,0.0714285714286,0.0714285714286,0.5,0,1.5,0.5,0.333333333333,1.25,0,0,1.33333333333,183.071428571
"10",296.866666667,4.5,6.7,0,0.1,0,1.0,1.0,0,0.5,0.6,104.25,1.5,0.1,1.0,0,0,2.1,0.1,1.0,1.5,0.5,0.1,2.0,0,0,4.125
"11",270.066666667,58.0333333333,0,0.5,0.5,0,0,0.666666666667,0.5,1.0,2.5,0.5,1.0,1.33333333333,1.5,0.333333333333,0,0,0.833333333333,0.333333333333,0,0,1.0,2.2,1.0,0,2.7
"12",1.25,2.16666666667,0.5,1.25,0,0.5,152.916666667,0,0,0.5,0.5,0,1.0,0.5,0,0,0.833333333333,159.75,1.0,2.0,1.0,0,0,1.0,0.25,0.5,2.41666666667
"13",2.0,1.0,1.0,1.5,0,0,1.0,0,0.5,0.5,0.5,0,1.0,278.333333333,0.666666666667,0,0,0,1.0,0.5,5.0,0,0,0,0,1.5,1.0
"14",1.58333333333,18.5,1.16666666667,0,5.5,0.75,0.333333333333,0,0,0,0,1.0,0,0,1.0,0,0,0,243.105263158,0,0,0.5,0,0.166666666667,0,0,3.5
"15",0.166666666667,0.333333333333,1.58333333333,0.5,217.0,1.5,8.16666666667,0.666666666667,1.0,0.333333333333,0.333333333333,0.5,0.5,0.166666666667,0.5,26.6666666667,0,0,0,0.666666666667,0.5,0,0,0.166666666667,0,0,1.75
"16",1.58333333333,0,0.25,1.5,0.5,0.5,0,0.5,1.25,0,31.5,0.5,0.25,1.0,0,0,0,0,0,0,0.5,0,1.0,274.166666667,2.0,0,1.5
"17",1.5,2.66666666667,2.33333333333,0,0,0,0.25,0,0,0,0.666666666667,0.166666666667,0.5,0.166666666667,0,0,270.833333333,0,0,0,0.75,0,0,0.25,0,0,0.416666666667
"18",0.5,0,0,0,5.57142857143,0,0,0,0,0,0.428571428571,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.5
"19",4.58333333333,31.6428571429,163.511904762,0.833333333333,0.142857142857,0.142857142857,0,0.25,0,0,0.142857142857,0.5,1.0,1.25,0,0,0,0.5,0,2.25,0.5,2.0,0.5,1.25,1.0,0,1.0
"20",1.0,0.333333333333,0.5,0,0,0,0,0,0.5,0,234.5,0.5,0.833333333333,0.666666666667,5.0,0.333333333333,0,0,0,0,0,0,0,0.833333333333,0,0,1.5
"21",4.83333333333,2.0,1.5,1.33333333333,0.422222222222,0.5,1.0,0,0,0,180.638888889,0,0,0.5,1.55555555556,0,0.4,0,0.105263157895,0.311111111111,0,0,0,66.3388888889,0,0,1.33333333333
"22",1.0,0.5,1.83333333333,0,0.666666666667,1.5,3.5625,0,3.33333333333,0,0,0,262.023809524,0.142857142857,0.958333333333,0,0,0.5,0,1.0,0,0,1.0,0,0.8125,0,0.5
"23",12.0,50.8333333333,0,0,0,0,0.333333333333,0,0,0,1.0,137.083333333,0,1.0,0.5,0,0.5,0,0,0.5,0,0,1.0,0,1.0,0,0.75
