"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","Y","X"
"1",36,1054,34,72,71,264,419,468,249,95,273,499,89,443,6,12,135,260,324,0,21
"2",625,68,510,292,188,49,102,63,77,290,985,15,62,23,10,48,639,21,5,0,21
"3",114,82,63,122,316,20,255,253,463,363,76,20,431,7,315,86,724,225,9,0,24
"4",127,263,31,538,91,9,1442,39,890,77,17,25,53,81,7,291,620,53,4,6,88
"5",4,1128,174,34,347,41,638,163,6,8,8,18,5,1,9,2,225,21,809,2,15
"6",6,10,6,379,118,163,192,10,200,3,99,9,79,68,5,93,147,40,72,6,53
"7",287,21,162,6,14,16,27,49,32,13,17,1,7,102,3,134,5,4,2,0,79
"8",4,112,4,13,122,524,107,17,91,297,17,62,37,29,243,12,74,31,87,0,49
"Un",13,47,16,48,23,42,1057,21,72,205,45,27,48,10,74,20,46,30,74,0,39
"X",13,6,3,4,10,4,12,10,16,6,10,7,26,2,6,2,4,18,6,12,345
