"F1","F2","D2","B4","D3","A1","A3","A2","B1","B2","B3","X","C2","D4","D1","E1","C1","E3","E2"
"1",34,17,2,672,6,280,68,242,9,77,19,166,255,4,199,9,55,4,5
"2",2,305,1,83,173,75,9,335,7,98,6,5,142,28,9,7,9,2,5
"3",139,0,51,1,0,3,375,2,49,521,3,6,6,3,2,3,3,0,2
"4",2,2,3,11,4,12,48,3,610,6,10,258,10,5,7,1,4,3,2
"5",1,1,0,4,1,2,8,0,5,7,513,16,1,5,380,1,1,1,5
"6",0,0,470,0,0,1,4,1,8,1,9,0,0,1,1,0,2,0,0
"7",3,1,1,2,1,6,3,5,2,0,3,5,49,0,1,2,393,0,1
"8",134,0,0,2,0,1,3,2,0,1,7,2,1,2,1,0,313,2,0
"9",0,0,0,3,1,3,2,8,2,1,0,2,262,0,1,1,110,2,3
"10",0,0,0,3,1,1,1,2,1,4,368,5,0,2,0,0,1,3,0
"11",0,0,1,2,2,4,2,1,2,2,2,1,1,0,1,0,0,0,317
"12",3,1,0,1,1,1,3,275,3,3,3,7,1,17,1,0,7,0,0
"13",2,0,1,0,0,308,0,2,2,2,1,3,0,1,1,1,0,0,1
"14",1,1,2,0,1,0,1,6,2,1,1,4,1,1,1,38,0,315,1
"15",2,0,1,1,330,0,1,1,2,1,0,1,2,2,1,0,0,0,1
"16",14,0,1,4,0,11,1,0,0,67,1,0,0,0,0,0,2,6,0
"17",6,1,1,3,1,2,4,2,8,3,1,3,4,253,2,0,9,2,0
"18",2,0,1,1,0,1,0,1,6,0,3,1,3,1,2,317,3,1,0
"19",0,1,0,2,0,4,2,2,2,2,5,4,1,2,11,216,1,65,1
"20",0,2,0,1,2,0,302,2,1,3,3,0,0,2,0,1,0,0,0
"21",0,1,1,1,0,1,0,0,2,0,1,2,4,0,1,1,181,1,2
"22",0,0,1,0,0,2,37,3,70,1,0,0,0,0,0,0,1,0,0
"23",0,1,0,1,1,0,1,0,2,4,0,6,1,0,1,0,208,0,0
"24",0,0,0,0,0,4,1,0,0,1,0,0,1,0,159,0,2,0,1
"25",67,0,0,1,0,0,2,1,2,1,1,0,1,1,0,0,64,0,1
"26",89,0,0,3,0,2,0,1,0,69,0,1,2,0,1,0,52,0,1
"27",1,0,0,4,0,0,1,1,1,0,6,3,1,0,2,193,1,0,1
"28",0,0,0,2,0,3,1,190,0,0,3,2,0,0,0,2,0,1,1
"W",1,0,0,0,1,1,1,0,0,0,0,2,0,2,0,0,1,0,1
"Z",4,2,1,2,49,303,29,14,26,5,3,5,0,275,5,0,7,1,4
