"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","Y","X"
"1",8,231,0,232,25,11,1,56,0,22,44,1,62,93,137,45,1,0,68,0,0
"2",9,0,0,1,185,1,1,2,0,0,149,0,263,0,77,0,20,175,1,0,0
"3",0,0,158,0,322,19,0,103,1,2,0,1,0,0,0,0,0,1,0,0,0
"4",34,1,1,43,0,1,1,0,56,200,0,0,115,4,0,0,311,0,0,0,0
"5",0,434,21,0,39,0,1,5,0,1,849,0,1,58,0,0,1,1,0,0,0
"6",340,156,1,1,1,0,121,0,4,0,0,0,0,1,0,1,2,12,0,0,0
"7",0,79,211,602,26,4,1,4,0,0,1,0,14,0,0,0,0,21,0,0,0
"8",0,1,0,0,105,278,1,1,11,0,45,55,19,0,1,0,1,0,0,0,1
"9",0,2,0,0,176,172,1,2,0,256,2,1,0,0,161,4,3,0,0,0,0
"10",0,139,0,0,0,1,1,0,154,0,1,346,0,147,0,0,1,0,0,0,0
"11",0,163,0,0,1,0,346,0,264,0,0,0,1,0,1,0,0,0,252,0,0
"12",0,1,0,1,0,10,220,1,0,80,7,1,0,84,0,75,110,0,224,0,0
"13",20,0,0,0,2,0,0,121,0,0,1,0,1,87,0,0,27,170,0,0,0
"14",55,42,0,1,48,108,4,0,1,8,52,92,0,1,0,0,97,0,0,0,0
"15",0,0,19,0,0,137,0,0,154,0,0,0,0,63,0,211,0,0,0,0,0
"16",49,0,38,59,0,0,4,0,0,0,0,0,3,0,194,5,0,0,0,0,0
"17",0,0,104,0,6,0,0,0,142,0,0,0,0,21,1,14,10,1,0,0,0
"18",231,0,198,2,0,0,0,1,13,1,0,0,0,0,0,0,0,0,0,0,0
"19",219,0,1,0,0,1,2,34,0,0,27,0,14,3,0,4,0,0,0,0,0
"20",0,0,2,0,0,0,1,300,0,0,1,0,0,1,0,0,1,0,0,0,0
"21",0,0,0,0,0,0,0,1,0,34,0,0,0,0,0,114,18,0,0,0,0
"22",1,1,0,0,0,1,455,147,63,108,1,0,1,0,1,0,81,0,0,0,0
"Y",0,0,0,0,1,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0
"X",2,1,0,0,1,0,1,0,0,0,4,1,0,2,0,0,0,1,0,1,492
