"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","X"
"1",161,52,3,206,2,0,137,341,2,7,1,2,52,152,1,33,11,0,3,0,0,78
"2",22,2,245,1,1,1,10,0,189,161,27,53,32,71,1,57,1,2,0,0,0,0
"3",2,256,0,55,0,0,0,0,2,0,0,405,2,0,0,141,0,0,1,0,0,2
"4",2,209,2,17,0,1,2,1,2,0,0,2,1,2,272,0,2,1,1,0,0,190
"5",189,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,175,1,0,157,0,3
"6",1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,338,0,0,0,1
"7",0,0,1,2,0,0,334,0,0,0,0,0,1,36,1,1,1,0,1,0,0,0
"8",3,1,0,1,0,1,0,0,0,0,0,1,354,0,0,33,1,0,0,0,0,1
"9",0,0,0,1,0,2,54,0,0,0,0,0,0,242,0,1,0,0,2,0,0,0
"10",0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,170,0,0,0,0,0
"11",0,0,0,0,188,0,2,0,0,1,0,1,0,0,4,0,2,0,0,0,0,2
"12",17,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",0,1,247,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"14",3,0,2,0,0,105,1,1,0,1,0,1,0,1,0,1,0,2,1,0,0,2
"15",0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,114,0
"16",0,1,0,0,0,0,0,0,0,0,1,8,2,0,0,0,1,0,0,0,0,0
"17",7,1,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0
"18",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,103,0,0,1
"19",2,0,0,1,0,12,1,0,0,0,0,0,0,0,0,0,1,0,195,0,0,1
"20",2,0,1,97,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0
"21",0,0,0,0,0,0,0,0,0,0,0,0,81,1,0,1,0,0,2,0,0,2
"22",0,51,0,6,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0
"23",1,1,0,0,0,0,0,0,0,0,0,1,107,1,0,0,1,0,0,0,0,0
"24",99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"25",0,0,0,0,0,0,0,0,1,0,0,0,102,0,0,0,0,0,0,0,0,0
"26",0,0,0,0,0,0,0,1,0,0,0,61,50,0,0,82,0,0,0,0,0,0
"27",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,174,0,0,1
"28",1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,2
"W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z",226,3,41,0,1,0,3,1,46,0,176,1,1,0,3,1,1,0,0,0,0,1
