"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","Y","X"
"1",602,7,6,459,17,58,5,6,13,412,27,8,121,5,7,3,5,11,6,4,4,9,1,9
"2",7,472,8,11,24,8,6,7,4,12,666,7,8,5,3,5,2,2,52,3,2,435,0,3
"3",40,196,7,8,27,8,7,4,6,6,4,306,5,603,3,0,11,6,2,2,2,9,1,3
"4",2,5,1,12,7,5,229,2,9,3,2,9,1,3,4,367,4,385,3,0,0,1,0,4
"5",158,8,16,13,15,10,6,7,653,9,3,3,6,3,6,4,9,3,3,1,0,3,0,7
"6",15,18,12,9,12,7,659,6,5,7,7,12,122,7,7,4,2,2,0,239,1,487,0,4
"7",14,6,6,502,7,88,6,5,13,502,4,1,3,6,11,4,2,23,1,7,1,13,12,7
"8",13,16,622,3,7,4,1,1,3,3,5,4,3,2,7,1,0,0,2,2,0,11,0,14
"9",11,2,5,10,4,6,9,231,3,1,597,2,5,3,4,3,6,94,115,2,1,2,0,11
"10",83,1,3,1,3,1,140,2,2,6,2,10,2,2,0,1,0,14,130,2,0,2,0,3
"11",180,2,2,3,142,2,0,1,0,2,0,3,5,2,4,2,0,2,0,0,0,0,0,0
"12",9,2,3,6,857,5,4,2,5,7,2,5,11,1,0,3,4,4,2,4,0,1,0,9
"13",4,9,3,3,5,5,7,3,5,3,7,2,5,2,652,3,330,0,5,2,167,3,0,6
"14",166,10,27,10,7,7,7,3,209,6,4,524,109,3,4,4,5,2,53,0,3,10,0,2
"15",14,1,43,10,3,576,1,4,4,1,6,5,68,7,2,3,5,0,0,0,1,1,0,3
"16",3,305,3,1,2,0,1,2,1,4,7,0,1,0,0,1,0,1,0,0,0,2,0,2
"17",8,1,8,1,459,6,10,5,3,1,0,0,61,0,2,6,1,4,2,1,0,3,0,1
"18",1,4,3,2,12,2,3,371,3,0,5,2,1,0,2,0,3,0,1,0,2,1,0,2
"Y",0,0,2,1,2,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,7
"X",7,9,8,5,4,5,4,8,3,2,2,2,4,1,7,2,2,2,2,3,2,3,0,672
