"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","X"
"1",7.75,3.5,6.20833333333,2.58333333333,1.0,0,0.833333333333,2.375,2.31111111111,0.75,1.58333333333,4.91666666667,1003.20277778,6.16666666667,2.25,283.083333333,4.33333333333,3.51388888889,2.25,0.25,0.222222222222,5.08333333333
"3",2.03125,2.08333333333,3.02083333333,1.36458333333,0.25,0,2.54385964912,1.875,322.333333333,0.28125,0.53125,2.0,3.03125,496.0625,1.75,0,1.0,2.85416666667,1.0,0,0,1.03125
"4",3.15451388889,172.098958333,2.125,2.11111111111,1.22395833333,0.5,3.21637426901,0.640625,3.16666666667,0.5,0.876736111111,2.015625,3.99340277778,2.94444444444,333.25,2.11111111111,5.0,0.958333333333,0.25,0,0.515625,2.81944444444
"5",5.80555555556,3.13888888889,348.25,1.75,1.55555555556,0.555555555556,4.25,2.75,1.22222222222,0.75,58.8333333333,1.13888888889,3.47222222222,1.55555555556,2.16666666667,0.583333333333,1.91666666667,1.46666666667,488.922222222,0,1.0,2.41666666667
"6",2.69791666667,1.34895833333,0.666666666667,1.12673611111,0.515625,0,1.08333333333,1.59895833333,2.69791666667,0.265625,1.78125,723.515625,0.78125,1.91666666667,2.41666666667,1.52777777778,0.5,0.5,0.666666666667,0.25,0.265625,1.37673611111
"7",2.58333333333,1.75,2.75,2.20833333333,0.333333333333,34.5,181.355263158,0.5,1.94444444444,201.375,0.0416666666667,0.541666666667,42.3222222222,1.5,1.33333333333,0.5,1.91666666667,0.25,1.875,0,0,6.15833333333
"8",3.59895833333,90.0833333333,266.25,1.97395833333,0,0.5,2.21929824561,0.25,1.44791666667,1.05729166667,1.55729166667,1.20833333333,2.18229166667,2.0,11.9166666667,1.0,1.91666666667,1.91666666667,0.541666666667,0.75,0,1.93229166667
"9",336.416666667,1.91666666667,1.29166666667,1.18055555556,0,0.5,1.71929824561,0.5,2.86111111111,0.75,0,0.5,4.11111111111,1.33333333333,0,0.722222222222,1.0,0,1.7,0,0.5,2.16666666667
"10",1.55555555556,4.18055555556,0.916666666667,1.375,0.180555555556,0.555555555556,5.03333333333,1.5,0.555555555556,0.333333333333,0.5,1.13888888889,0.666666666667,2.05555555556,0.833333333333,90.5,0.333333333333,371.277777778,1.55555555556,0,0.111111111111,1.95833333333
"11",691.75,4.33333333333,2.41666666667,2.5,0.916666666667,0,0.763157894737,0.0833333333333,0.5,1.08333333333,0.5,2.16666666667,2.33333333333,1.0,1.25,2.0,0.166666666667,0.25,0.75,0,0,4.26666666667
"12",1.38125,1.515625,1.25,343.557291667,1.68229166667,1.0,2.58596491228,242.248958333,0.864583333333,2.115625,1.03125,3.09895833333,1.23125,1.91666666667,1.43333333333,0.433333333333,2.0,0.833333333333,1.86666666667,0,86.265625,2.34895833333
"13",1.83333333333,2.25,0.0416666666667,0,0,0,0.552631578947,146.083333333,0.0416666666667,0,0.5,0,0,0.125,0,1.75,1.83333333333,0.541666666667,0,0,0,1.5
"14",3.0,2.25,0.25,0.5,0,0.5,1.63596491228,0.75,2.0,0.5,0.25,0.25,1.75,0.333333333333,1.0,0.333333333333,223.25,1.33333333333,0.833333333333,162.583333333,0,2.5
"15",1.58333333333,0.75,3.33333333333,0.708333333333,0.583333333333,0,2.73333333333,1.25,1.0,2.0,1.5,0.166666666667,0.833333333333,2.0,1.16666666667,0,281.166666667,0.833333333333,0.866666666667,0,0,1.25
"16",2.0,1.625,1.33333333333,1.83333333333,200.5,151.5,2.7,1.0,0.75,1.20833333333,0.0416666666667,3.45833333333,0.125,1.83333333333,3.5,1.83333333333,0.5,0.5,1.90833333333,0,0,0.666666666667
