"1","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","X","2a","2b"
"1",139,52,2,27,326,1,16,2,3,260,4,41,187,43,1,4,15,2,39,10,0,20,172,126
"2",18,237,5,379,58,2,5,156,2,4,137,5,18,2,9,162,11,98,1,0,0,53,13,19
"3",28,257,11,1,2,1,3,0,149,77,0,163,0,9,2,1,0,2,1,104,0,119,20,87
"4",372,3,17,28,92,3,209,9,2,2,2,0,4,5,0,34,79,3,159,2,2,3,0,5
"5",3,2,301,1,1,127,17,2,26,6,273,0,1,1,10,1,1,1,0,0,137,1,3,0
"6",8,66,16,214,0,189,9,17,70,1,1,0,1,2,0,10,5,31,0,0,2,2,14,2
"LGb",0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,1,0,0,0
"LGc",0,0,0,0,0,1,0,0,0,0,0,0,3,0,42,0,0,0,0,0,0,0,0,0
"LGa",0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LGf",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0
"LGh",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LGg",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
