"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","Y","X"
"1",326,13,17,44,143,29,85,206,382,19,184,11,13,74,126,17,13,41,7,3,146,16,1,150
"2",12,3,5,502,79,10,6,1,6,3,12,5,50,292,7,1,0,23,153,1,1,5,0,7
"3",29,65,8,89,12,5,4,30,11,9,5,6,158,2,6,302,3,2,4,1,0,7,0,4
"4",8,10,567,8,23,5,3,3,14,9,3,3,40,31,4,2,2,0,3,2,0,5,0,48
"5",7,10,5,8,19,6,3,5,8,485,346,4,3,22,8,10,1,5,3,2,1,4,0,6
"6",3,9,4,5,5,6,78,202,4,3,5,3,3,2,46,8,123,1,13,1,1,2,0,1
"7",5,0,2,7,0,372,3,1,7,1,4,7,0,2,31,0,8,0,1,0,14,3,0,4
"8",31,2,12,3,1,2,3,1,3,5,8,449,2,8,3,2,1,2,2,0,2,8,0,3
"9",7,3,5,5,7,3,1,2,0,2,5,3,5,2,6,2,2,0,2,0,1,1,1,204
"10",6,0,2,4,5,2,278,2,3,7,1,5,3,9,2,0,1,125,15,0,0,3,0,6
"11",1,3,1,1,4,97,2,3,1,1,2,0,1,0,98,0,157,0,2,0,7,1,0,5
"12",4,4,1,2,1,114,3,1,2,210,2,1,0,5,3,1,1,18,2,5,1,1,11,4
"13",3,2,1,4,4,4,2,1,2,1,16,2,0,3,1,1,3,1,0,258,0,34,0,2
"14",20,9,4,2,2,2,9,2,0,2,4,4,0,2,270,1,0,0,1,1,3,1,0,3
"15",2,279,10,5,2,2,1,3,3,4,4,3,2,3,2,0,1,2,0,3,1,0,0,4
"16",3,72,1,0,30,4,4,1,5,3,2,222,2,6,1,4,5,2,3,1,2,1,1,5
"17",113,6,4,2,3,2,5,3,188,4,4,2,3,3,1,0,4,2,2,0,0,2,0,1
"18",0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0
"19",226,5,6,6,2,5,4,2,4,7,4,6,1,3,5,1,0,6,0,0,0,1,1,5
"20",2,1,2,2,245,1,1,3,2,8,5,1,2,0,2,1,1,1,1,0,0,0,0,3
"21",8,68,2,1,176,6,2,3,2,3,6,5,1,8,2,0,6,1,3,2,0,0,0,4
"22",4,0,2,4,281,3,2,0,2,4,13,0,4,0,2,2,1,1,2,0,0,2,0,1
"23",0,1,1,3,1,0,200,1,2,0,2,1,1,1,3,0,1,0,0,1,1,2,0,3
"24",1,1,0,0,11,0,0,0,0,1,0,0,66,13,0,0,0,0,0,0,0,1,0,0
"25",1,2,3,3,1,1,172,0,0,2,1,3,2,1,1,0,0,3,0,0,0,0,0,3
"26",0,0,0,0,2,0,0,2,0,0,140,0,0,0,1,0,0,1,0,0,1,1,0,2
"27",0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,46,0,0,0,1,0,0
"28",2,2,0,49,1,3,53,1,2,0,2,2,2,1,1,0,1,0,82,0,0,0,0,2
"29",4,0,1,2,159,2,3,5,5,2,1,3,0,0,0,1,0,1,1,2,0,0,0,1
"30",2,4,1,1,5,1,1,0,1,4,1,1,0,2,0,0,1,0,0,0,1,160,0,2
"Z",232,259,20,7,7,4,9,2,0,11,3,7,50,6,4,2,0,3,5,1,0,3,0,8
