"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","Y","X"
"1",1,4,0,3,0,11,3,3,3,4,2,2,719,4,0,0,2,4,0,3
"2",6,2,3,1,1,220,4,2,5,0,0,0,3,3,523,0,2,1,0,4
"3",4,6,4,672,1,302,10,3,10,0,1,2,3,2,241,1,0,2,0,1
"4",2,2,1,1,0,0,0,1,240,0,0,2,2,0,5,0,0,384,0,8
"5",2,4,1,3,1021,3,6,1,2,5,0,2,6,4,2,2,4,1,0,6
"6",0,4,3,3,8,4,0,538,1,1,1,0,1,7,0,1,1,0,0,0
"7",5,1010,8,2,0,1,2,2,2,0,0,1,4,2,0,66,1,0,0,4
"8",737,3,34,2,0,0,2,1,0,81,0,0,2,152,7,0,0,1,1,2
"9",469,1,0,4,0,1,1,0,4,0,0,0,2,1,2,1,2,0,0,4
"10",393,87,4,3,2,1,570,1,2,2,0,2,2,0,1,3,0,0,0,5
"11",336,22,562,2,0,1,3,3,2,2,0,1,1,0,5,1,1,2,0,3
"12",1,0,1,1,1,1,0,1,0,0,364,0,0,0,0,1,1,0,0,1
"13",4,1,1,3,4,4,2,0,1,178,0,1,3,3,0,1,501,1,3,1
"14",1,6,1,374,2,3,1,0,2,0,1,0,1,6,4,2,1,1,0,2
"15",42,474,0,3,0,6,0,6,589,2,0,0,0,2,0,3,0,2,0,0
"16",5,12,2,23,0,151,2,1,211,143,1,0,1,0,0,1,0,2,0,0
"17",5,2,0,0,0,4,2,122,1,0,10,0,2,374,2,0,0,0,1,5
"18",7,11,3,0,2,847,8,11,0,3,0,2,5,10,0,34,2,0,0,0
"19",16,15,19,0,1,0,3,1,4,0,4,985,2,1,1,2,0,9,2,2
"20",1,20,1,0,0,3,0,2,0,0,0,1,1,1,2,241,0,1,0,6
"21",87,7,0,1,0,3,331,0,1,1,10,0,0,4,0,2,0,1,0,1
"22",1,4,2,1,0,2,6,0,3,1,0,1,489,0,1,1,6,5,0,0
"23",4,7,5,5,0,1,792,1,1,0,0,0,1,1,6,0,0,1,0,0
"24",115,4,0,0,1,111,5,0,1,0,0,0,1,0,1,0,1,0,0,1
"25",1,1,537,2,0,4,1,2,2,11,0,0,0,1,0,1,2,0,0,0
"26",0,2,0,4,2,10,1,1,1,2,1,0,0,328,1,0,6,0,0,0
"27",2,0,4,1,0,0,0,0,1,0,1,4,11,1,110,2,59,0,0,0
"28",0,7,0,0,0,1,1,0,1,0,1,0,1,265,1,0,0,0,0,1
"29",1,761,1,5,3,7,1,1,233,3,0,0,2,1,0,0,0,0,0,3
"X",5,11,0,1,8,5,2,6,6,2,1,0,5,4,2,0,4,1,12,769
