"F1","F2","D2","B4","D3","A1","A3","A2","B1","B2","B3","X","C2","D4","D1","E1","C1","E3","E2"
"1",215,0,0,0,1,1,2,1,4,1,0,2,622,0,0,1,658,0,0
"2",0,0,0,1,2,4,13,1,104,1,2,0,1,379,0,1,635,0,2
"3",0,0,0,867,0,0,496,0,0,0,1,1,0,215,1,0,2,0,0
"4",0,0,0,0,0,0,1,520,0,0,0,3,0,0,0,2,1,0,0
"5",0,0,0,0,0,438,1,429,1,1,0,0,0,0,0,0,0,0,1
"6",0,0,0,0,0,1,0,1,422,2,0,0,0,0,0,0,1,0,1
"7",1,0,0,0,0,56,1,0,0,2,621,1,0,0,0,0,0,0,1
"8",0,0,0,1,0,0,0,0,0,336,0,1,0,0,0,0,1,0,0
"9",0,320,0,0,0,0,1,0,0,14,0,1,0,0,0,0,2,0,1
"10",0,0,0,0,0,261,0,0,0,0,1,1,0,0,0,0,0,0,0
"11",0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,908,0,0,0
"12",329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0
"13",0,0,0,124,0,0,434,1,1,2,0,0,0,0,0,1,0,1,1
"14",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,804
"15",0,1,0,0,0,0,0,0,1,0,0,0,0,0,604,0,0,0,0
"16",0,0,0,0,0,233,0,0,1,0,0,1,0,0,0,0,0,0,0
"17",0,0,0,0,323,0,1,0,98,0,0,0,0,0,0,0,0,0,0
"18",0,0,0,1,0,0,0,0,0,0,359,0,0,0,1,0,1,0,1
"19",0,0,0,0,0,0,0,335,0,0,1,0,86,0,0,0,0,0,0
"20",0,0,0,0,0,1,0,0,0,449,0,0,0,0,0,0,1,0,0
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0,1,0,0
"22",0,0,286,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1
"23",1,0,0,0,224,0,0,0,0,0,0,1,0,0,2,1,1,0,0
"24",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,552,0
"25",1,0,224,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0
"26",0,0,0,0,0,0,0,0,150,0,0,0,11,0,0,0,1,0,0
"X",1,1,0,0,0,0,0,1,0,0,1,543,1,0,0,0,0,0,1
