"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","Y","X"
"1",42,485,4,670,2,2,63,4,195,261,3,82,12,41,0,2,96,103,89,1,7
"2",19,402,5,2,5,8,208,189,142,317,133,6,156,11,3,54,136,210,404,0,0
"3",64,39,0,3,257,161,141,1,2,12,103,102,27,3,1,78,226,3,0,0,1
"4",225,2,536,60,29,1,3,3,2,2,0,1,13,1,213,6,1,2,6,0,1
"5",0,1,0,1,8,249,5,7,1,377,2,2,0,0,394,6,4,1,1,72,11
"6",3,26,42,919,170,5,1117,256,2,1,1,18,7,6,2,0,55,91,2,0,6
"7",27,168,5,1,0,5,83,2,116,1,7,350,193,157,0,0,505,0,1,0,7
"8",4,13,185,2,390,27,4,40,0,1,2,1,27,2,1,1,3,1,1,2,3
"9",212,3,4,0,86,70,470,0,573,7,15,62,9,3,1,0,0,1,3,0,1
"10",145,84,1,53,1,1,10,4,0,1,2,5,98,0,0,1,0,22,1,0,2
"11",10,0,29,0,48,0,0,48,1,2,1,0,2,193,0,2,0,0,1,0,0
"12",3,1,32,0,2,2,1,1,0,0,1028,0,0,0,1,0,0,1,2,1,2
"13",5,2,136,2,0,178,2,3,359,66,2,2,4,91,3,514,26,4,0,0,2
"14",1,2,1,0,246,25,121,70,1,112,48,2,32,198,0,60,1,0,243,0,0
"15",486,181,2,2,3,5,11,108,2,1,2,2,5,3,4,1,6,13,0,0,4
"16",1,0,0,0,2,0,1,1,1,0,95,0,136,0,75,0,8,0,0,0,2
"17",4,467,20,1,0,1,2,73,1,1,1,0,2,0,1,2,1,0,1,0,0
"18",0,3,2,3,45,269,0,0,14,1,38,13,19,0,1,1,1,0,3,0,2
"Y",1,1,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,1,0,8,7
"X",6,5,2,1,8,4,2,2,3,11,5,18,3,2,4,1,2,3,1,386,796
