"1","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","X","2a","2b"
"1",66,6,6,4,2,5,3,5,528,6,7,6,252,502,3,0,0,3,1,0,3,6,6,2
"2",641,2,216,3,5,5,99,4,2,3,2,0,3,1,2,1,0,1,0,1,0,4,2,4
"3",5,0,415,4,2,2,4,5,3,6,5,1,0,2,333,2,2,9,1,0,0,2,1,1
"4",7,3,2,2,0,592,2,1,2,4,2,0,2,1,3,0,1,0,1,0,1,1,3,5
"5",875,15,0,1,5,3,2,3,1,4,3,0,0,1,0,1,1,2,1,0,0,3,1,1
"6",8,8,2,3,4,3,1,6,5,4,590,0,2,3,2,1,1,1,0,1,14,3,2,197
"7",51,15,8,4,6,11,4,8,2,710,5,5,4,3,3,4,0,523,1,1,9,7,2,3
"8",8,0,2,4,3,1,4,1,1,3,198,4,1,1,1,2,248,3,2,0,189,1,6,10
"9",6,2,5,0,3,1,366,0,0,3,1,1,0,2,0,1,1,3,0,1,0,0,1,0
"10",5,5,1,5,259,4,1,0,2,3,5,1,0,1,5,1,0,704,3,4,3,4,4,2
"11",6,3,2,804,3,4,1,4,2,3,4,0,1,2,1,244,1,2,2,0,0,4,3,7
"12",2,1,2,10,1,0,6,1,2,548,1,0,1,0,0,3,0,1,0,1,0,0,0,0
"13",4,6,4,7,3,237,5,6,2,5,5,0,2,2,393,6,1,3,0,0,1,4,2,1
"14",36,0,2,468,5,2,1,0,4,2,1,0,0,3,0,66,3,2,0,0,0,1,1,0
"15",3,2,1,5,4,2,3,0,4,3,1,1,0,0,1,0,1,0,0,1,0,2,583,1
"16",2,584,2,2,3,1,2,1,1,8,2,0,0,1,2,2,1,0,2,0,1,4,1,1
"17",4,2,1,2,0,1,0,0,2,2,1,268,0,0,2,0,0,19,0,0,0,3,0,0
"18",3,0,1,3,1,2,0,1,2,5,2,1,1,3,2,0,0,3,0,1,0,3,0,337
"19",1,363,3,1,1,1,0,1,1,5,1,0,0,2,0,0,1,0,0,0,1,1,0,0
"20",11,2,1,1,690,1,0,0,1,2,4,1,1,2,1,2,0,0,0,0,0,2,0,1
"21",10,1,0,0,0,0,0,2,0,2,1,2,0,0,0,205,1,142,0,0,1,1,1,0
"22",2,1,4,0,1,0,1,1,0,1,2,0,1,1,2,0,0,2,474,0,4,2,0,3
"23",5,2,2,3,0,3,0,292,3,3,2,0,1,1,1,1,0,0,1,0,2,4,1,0
"24",5,1,2,0,0,0,1,1,0,3,1,0,332,0,1,0,0,1,0,0,1,3,1,1
"25",4,0,4,3,0,2,2,446,2,2,1,0,1,26,0,3,1,3,1,0,1,3,0,0
"26",4,12,0,1,1,1,0,0,1,3,0,0,0,1,1,0,0,0,0,161,0,0,1,0
"27",1,0,44,0,0,0,127,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"28",2,1,1,1,3,0,1,0,2,2,137,0,0,1,0,0,0,0,0,0,188,1,0,0
"29",3,1,0,0,2,0,2,9,167,0,0,2,0,2,2,0,6,3,0,2,0,0,2,2
"30",141,0,1,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,1,0,1
"31",5,0,0,0,126,2,2,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0
"X",10,3,5,4,3,3,0,4,1,14,3,2,4,4,7,5,1,2,0,0,7,668,2,1
