"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","Y","X"
"1",240.116666667,203.900297619,5.83333333333,43.3333333333,4.64285714286,3.61363636364,129.986181973,63.25,69.8,131.0,67.5,274.452380952,22.3571428571,31.2857142857,1.5,29.5,177.333333333,28.5,52.8616071429,0.5,25.1186417749
"2",23.9211469534,10.0303571429,20.0833333333,65.137254902,14.9359377182,126.320075758,15.6690630798,52.9166666667,131.37202381,46.8797979798,305.875583567,24.3333333333,239.87907179,53.5952380952,112.533333333,6.66666666667,103.430070726,76.0833333333,62.5,0.5,61.8515151515
"3",126.333333333,2.92857142857,140.333333333,0,29.380952381,3.89393939394,99.2857142857,44.1666666667,92.5,54.1666666667,6.16666666667,1.38235294118,1.5,106.095238095,3.0,195.5,20.5,10.3921568627,72.5,2.5,102.763368984
"4",142.361111111,176.416666667,159.277777778,200.5,47.0952380952,6.55303030303,2.87074829932,2.58333333333,4.16666666667,4.5,3.5,4.0,65.8333333333,6.19047619048,114.5,2.5,67.54,92.1111111111,1.75,0,4.60606060606
"5",1.5,24.1428571429,110.666666667,1.5,160.527777778,211.015151515,3.67896389325,102.166666667,7.5,150.166666667,4.83333333333,26.0,5.0,3.5,161.0,7.5,8.83333333333,0.5,1.33333333333,0.666666666667,6.16919191919
"6",4.83333333333,50.6428571429,1.9375,17.0833333333,70.5,95.3484848485,34.3112244898,11.25,60.25,0.833333333333,261.0625,31.5,41.8333333333,11.0,0.333333333333,2.0,11.0,24.25,2.33333333333,0,2.0303030303
"LGb",0,0,0,0,54.0,0.5,0.5,0,0.5,1.0,0.5,0,0,0,0,0,0,0,0,0,0
"LGc",0,0.5,0,0,1.5,0,0,45.5,0,0,0.5,1.0,0,2.0,0,0,0,0,0,0,0
"LGa",0,1.0,0,0,0,1.0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0
"LGf",1.0,0.5,0,0,0,0,57.4230769231,0,0,0,0,0,1.0,0,0,0,0.5,0,0,0,0
"LGh",0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LGg",0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
