"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","X"
"1",342,20,675,233,12,4,11,6,10,277,11,13,46,10,123,3,13,10,14,52,68,0,2,6,4,2,206
"2",36,58,287,2,8,2,1,369,23,5,5,113,70,5,7,1,2,2,2,117,6,3,3,4,51,15,19
"3",5,35,11,32,0,9,5,3,295,0,7,3,5,8,1,57,0,4,6,95,3,1,164,2,0,2,8
"4",6,33,48,3,11,414,11,5,4,0,1,2,21,2,1,1,106,1,0,3,2,2,0,3,1,86,44
"5",5,4,25,4,3,2,311,2,2,1,2,1,5,3,204,2,2,172,0,2,143,0,0,2,2,2,10
"6",47,7,10,212,21,2,4,3,3,0,9,3,79,7,1,1,2,2,113,5,0,2,1,0,2,12,6
"7",88,354,7,3,1,1,1,0,0,1,3,1,1,4,1,0,0,0,1,5,0,1,0,1,0,0,8
"8",2,8,21,0,7,9,1,2,0,9,0,0,1,3,3,1,1,1,0,0,0,290,0,0,164,1,0
"9",12,4,2,2,2,3,1,1,1,8,0,2,1,15,4,1,1,1,0,3,1,1,2,0,0,2,208
"10",322,6,12,0,1,0,1,1,0,1,2,114,2,1,2,0,0,3,1,2,2,1,1,2,0,0,11
"11",293,71,0,3,1,0,0,2,1,1,3,1,1,2,2,1,0,0,2,2,0,0,1,3,1,0,6
"12",2,4,1,2,0,1,174,0,0,1,1,0,1,1,0,0,2,178,2,4,1,0,0,2,1,1,7
"13",3,1,2,2,0,0,2,0,1,1,1,0,2,294,2,0,0,0,1,1,16,0,0,0,0,4,2
"14",12,20,3,0,7,2,1,0,0,0,0,1,0,0,1,0,0,0,266,0,0,1,0,1,0,0,6
"15",1,1,4,1,240,4,10,2,1,1,1,1,1,1,1,30,0,0,0,2,2,0,0,1,0,0,5
"16",3,0,1,3,1,2,0,1,2,0,33,1,1,1,0,0,0,0,0,0,1,0,1,297,2,0,2
"17",4,5,4,0,0,0,1,0,0,0,2,1,1,1,0,0,301,0,0,0,3,0,0,1,0,0,2
"18",1,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"19",6,34,181,2,1,1,0,1,0,0,1,1,2,2,0,0,0,2,0,3,1,2,1,2,1,0,1
"20",3,1,1,0,0,0,0,0,1,0,268,1,2,2,5,1,0,0,0,0,0,0,0,2,0,0,4
"21",6,4,2,2,3,1,2,0,0,0,196,0,0,1,6,0,2,0,2,2,0,0,0,74,0,0,2
"22",1,1,3,0,2,2,6,0,5,0,0,0,291,2,11,0,0,1,0,1,0,0,2,0,6,0,1
"23",13,57,0,0,0,0,1,0,0,0,1,145,0,1,2,0,1,0,0,1,0,0,1,0,1,0,2
"24",0,25,15,0,0,0,2,1,0,0,5,0,9,0,0,1,0,0,0,0,1,0,0,2,0,41,3
"25",64,121,2,1,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3
"26",2,2,1,0,1,0,1,1,0,1,0,0,0,2,97,0,0,1,1,0,44,0,0,0,0,0,0
"27",46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"28",54,3,6,1,1,2,1,0,0,0,0,81,0,1,2,1,2,1,2,53,0,1,2,1,1,0,3
"29",1,2,4,4,3,1,1,1,0,0,175,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,1
"30",1,0,2,0,179,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
"W",1,1,1,1,0,1,0,0,0,4,0,0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,8
"Z",6,228,11,1,89,10,46,3,3,3,1,7,2,7,1,129,1,2,7,3,0,0,44,2,0,8,15
