"F1","F2","D2","B4","D3","A1","A3","A2","B1","B2","B3","X","C2","D4","D1","E1","C1","E3","E2"
"1",2,1,0,1,2,3,4,7,4,7,4,5,683,0,5,1,4,0,3
"2",0,1,3,2,1,7,4,9,3,8,10,9,3,2,3,0,716,1,2
"3",259,2,2,4,1,7,7,2,3,9,6,7,2,0,6,2,794,2,2
"4",1,1,4,1,0,2,3,647,2,0,1,5,2,2,1,3,3,0,0
"5",1,0,2,1043,4,7,5,7,4,4,6,1,3,1,3,3,7,2,2
"6",2,0,2,0,1,4,2,2,474,1,1,1,3,0,2,1,3,0,2
"7",2,1,1,2,0,520,1,532,8,1,0,5,1,4,8,0,2,2,3
"8",2,2,1,0,0,4,7,2,120,1,1,3,1,553,0,1,2,1,1
"9",1,1,1,1,0,2,2,2,1,431,2,6,3,0,10,0,3,0,1
"10",1,0,2,5,2,67,1,4,7,3,768,6,3,1,4,3,4,1,1
"11",1,0,3,2,1,2,538,4,4,0,2,4,2,277,16,0,2,1,1
"12",1,1,0,1,1,289,1,0,0,1,0,1,0,0,2,0,2,0,0
"13",0,1,0,143,2,3,493,1,2,4,1,1,1,2,7,2,4,0,0
"14",2,370,2,2,1,3,3,1,2,4,4,2,1,0,5,0,3,0,2
"15",1,2,1,2,2,5,0,2,2,4,2,5,3,0,832,0,2,0,2
"16",369,1,1,1,0,5,1,3,1,2,1,0,3,0,4,1,140,1,1
"17",2,0,1,1,408,4,0,3,110,4,2,2,3,2,1,0,2,0,2
"18",0,0,2,3,4,8,0,6,4,5,3,2,2,4,3,1,3,1,1002
"19",1,1,2,2,3,7,2,5,4,2,3,5,2,1,4,1051,4,0,2
"20",4,0,2,0,1,260,2,0,1,1,0,2,0,1,6,1,3,0,0
"21",1,0,2,2,1,4,0,1,2,1,409,3,1,1,4,0,0,1,16
"22",0,0,1,1,1,2,3,376,0,1,0,1,90,0,2,1,1,2,1
"23",1,2,1,0,0,3,0,1,2,599,0,2,1,0,4,0,5,1,2
"24",0,0,0,0,246,2,0,1,1,2,1,1,1,1,3,0,1,1,0
"25",1,0,0,1,2,0,1,3,2,4,1,0,0,0,3,1,6,622,1
"26",0,0,320,1,0,0,2,1,1,2,1,1,0,0,2,0,3,0,1
"27",1,1,0,0,0,0,2,1,164,0,1,1,12,1,3,1,2,1,0
"28",7,0,243,0,0,1,0,3,0,1,0,0,1,0,7,0,1,1,1
"29",0,0,1,6,2,3,4,0,3,0,1,4,3,2,544,0,5,0,0
"X",3,2,4,15,5,10,6,4,4,1,6,674,1,3,6,2,2,1,6
