"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","X"
"1",328,17,686,303,8,8,5,5,14,281,8,13,46,7,147,2,10,9,13,61,64,0,2,6,2,2,192
"2",46,37,14,293,16,5,7,5,306,0,5,5,93,8,3,57,2,5,127,101,2,3,166,2,1,14,9
"3",15,54,287,1,5,2,4,359,16,1,5,105,73,3,1,1,2,1,0,124,3,2,3,2,51,14,9
"4",18,36,42,5,8,428,13,6,5,8,1,4,20,17,6,3,105,2,0,6,3,3,2,3,2,84,264
"5",9,8,14,4,3,3,322,1,1,5,2,1,2,6,213,2,3,183,0,0,151,0,0,1,2,2,19
"6",1,1,5,1,0,9,15,2,0,0,0,0,2,2,3,1,0,0,0,0,0,308,0,0,168,1,0
"7",79,367,5,3,1,2,1,0,0,5,3,1,2,1,5,0,1,0,1,0,1,1,0,1,0,0,9
"8",345,7,7,0,1,0,1,1,0,1,1,115,2,1,2,0,0,3,1,2,2,1,1,2,0,1,8
"9",314,73,0,3,0,0,0,3,1,2,2,2,1,2,1,1,0,0,2,2,0,0,2,3,1,0,6
"10",1,3,2,2,0,1,173,0,0,1,1,0,1,1,0,0,2,189,2,4,0,0,0,3,1,1,7
"11",1,1,2,3,1,0,3,0,0,1,1,0,3,310,2,0,0,0,2,1,0,0,1,0,0,4,2
"12",6,21,4,0,1,2,0,0,0,0,1,2,0,0,0,0,1,0,268,0,0,0,0,0,1,0,5
"13",1,1,4,1,279,2,10,2,0,1,1,1,2,1,1,31,0,0,0,2,1,0,0,1,0,0,5
"14",3,1,2,3,1,1,0,1,1,0,34,0,1,1,0,0,0,0,0,0,0,0,0,304,2,0,2
"15",6,5,2,0,0,0,1,0,0,0,2,1,1,1,1,0,313,0,0,0,5,0,0,1,0,0,6
"16",13,1,5,0,12,0,0,0,0,0,0,6,1,0,0,0,0,0,0,75,0,0,0,6,0,1,1
"17",11,38,202,2,1,1,0,1,0,0,1,1,3,1,0,0,0,2,0,2,1,0,1,2,1,0,1
"18",3,3,1,0,0,1,0,0,1,0,315,1,2,2,0,1,0,0,0,0,0,0,0,2,0,0,4
"19",2,5,6,2,3,2,2,0,0,1,216,0,0,1,6,1,2,1,4,2,4,0,0,69,0,0,2
"20",1,2,3,0,2,1,4,0,5,0,0,0,300,2,1,0,0,1,0,1,0,0,1,0,1,0,1
"21",13,60,0,0,0,0,1,0,1,0,1,151,0,1,2,0,1,0,0,1,0,0,1,0,1,0,2
"22",1,27,35,3,0,0,3,1,0,0,3,0,6,0,0,1,1,1,0,0,1,0,0,0,0,43,4
"23",76,131,2,1,1,0,0,2,2,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,1,0,3
"24",2,2,2,0,1,0,1,1,0,3,1,0,0,2,110,0,0,1,1,0,44,0,0,0,0,0,0
"25",133,3,3,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,4,1,0,0,0,2,0,0,0
"26",63,3,7,1,1,2,2,1,0,0,0,89,0,1,2,1,1,1,2,68,0,1,2,0,1,0,3
"27",1,4,4,2,3,1,5,1,0,0,190,1,1,0,1,1,0,0,0,0,2,0,1,0,0,0,2
"28",1,0,2,0,207,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,5
"W",1,2,2,1,0,1,0,0,0,4,0,0,0,1,3,1,1,0,0,0,1,0,1,0,0,0,8
"Z",7,281,30,4,106,8,52,2,5,2,2,0,8,6,3,148,1,0,12,6,4,0,47,2,1,10,11
