"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","Y","X"
"1",330,13,20,40,128,27,81,220,383,13,207,9,12,74,122,18,14,39,8,4,138,7,1,153
"2",29,66,8,95,10,8,90,276,8,11,13,8,161,4,57,309,126,3,17,1,1,4,0,3
"3",13,2,6,489,82,9,2,1,5,2,8,3,47,296,3,0,1,4,156,1,1,3,0,4
"4",16,11,575,14,30,9,4,6,8,11,8,7,46,34,10,5,5,1,4,1,1,4,1,260
"5",11,10,6,5,16,6,3,5,9,505,363,4,6,8,8,6,2,4,2,3,0,5,0,6
"6",5,1,9,3,1,1,2,2,3,11,4,469,1,3,3,2,1,1,1,0,2,0,0,3
"7",5,0,3,2,2,384,3,1,5,1,5,7,0,2,30,0,8,0,1,0,16,1,0,4
"8",6,0,3,4,4,2,294,4,1,8,2,5,3,7,1,0,1,125,16,0,0,3,0,3
"9",2,2,1,3,3,106,3,3,0,2,1,0,1,0,108,0,163,0,2,0,7,1,0,4
"10",4,5,1,2,0,119,3,1,2,215,1,1,0,6,2,1,1,17,2,4,1,1,11,4
"11",3,1,1,2,4,2,0,1,1,2,1,2,1,3,2,1,4,0,1,277,0,31,0,2
"12",20,5,4,2,4,2,6,4,1,2,3,2,0,3,272,1,0,0,2,1,2,1,0,3
"13",1,301,8,5,2,2,1,4,3,3,4,4,3,3,2,0,1,2,0,3,2,0,0,4
"14",5,69,1,1,31,4,4,1,4,4,1,231,2,5,2,3,5,2,2,1,2,1,1,5
"15",134,8,5,2,5,4,7,3,177,6,5,2,3,2,1,0,3,2,4,0,0,3,0,1
"16",0,15,0,42,0,0,2,0,9,1,0,0,0,2,0,0,0,18,1,6,0,4,0,0
"17",252,5,7,6,2,5,8,2,4,7,4,4,1,3,5,1,0,6,0,0,0,0,1,4
"18",3,1,3,1,282,1,3,3,2,8,1,1,2,0,2,1,0,1,1,0,0,0,0,4
"19",11,63,3,2,192,4,2,3,2,4,11,5,1,11,3,0,9,1,4,2,1,1,0,6
"20",4,0,1,3,298,3,2,0,2,3,0,0,3,0,2,2,1,1,2,0,0,2,0,1
"21",1,1,1,3,1,0,213,1,2,0,2,1,1,1,3,0,1,0,0,1,1,2,0,3
"22",1,2,0,2,6,1,0,3,0,3,0,2,70,32,0,1,0,1,0,0,1,1,0,1
"23",2,3,3,4,2,2,199,0,1,4,1,3,1,1,3,0,0,3,0,0,0,0,0,3
"24",0,0,0,0,2,0,1,3,0,0,152,0,1,1,1,0,0,2,0,0,1,2,0,2
"25",2,2,1,7,4,5,3,2,2,0,2,2,1,2,3,0,1,131,0,0,0,0,0,3
"26",2,3,0,64,1,4,62,2,5,1,2,1,2,2,2,0,1,0,88,1,0,2,0,2
"27",3,1,1,2,183,2,5,2,4,5,1,3,1,0,0,1,0,1,1,2,0,0,0,1
"28",2,5,1,3,6,1,2,1,1,5,2,2,0,2,1,0,1,0,1,0,1,192,0,3
"W",2,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Z",270,306,16,9,11,2,7,4,2,5,11,6,59,25,9,2,0,6,1,2,0,4,0,4
