"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","X"
"1",11,8,6,457,11,11,512,8,8,14,9,9,4,26,727,3,11,123,11,4,16
"2",69,5,9,8,15,455,12,9,4,6,7,7,10,619,5,15,7,8,452,2,12
"3",19,10,192,8,11,10,5,6,4,16,5,7,601,3,28,17,2,1,8,312,11
"4",631,4,2,16,5,1,2,358,5,1,10,3,1,3,3,2,3,1,4,0,8
"5",5,7,5,6,11,2,9,3,5,203,690,8,4,4,1,6,3,4,0,2,11
"6",731,10,5,9,7,10,9,5,10,11,8,5,4,6,7,9,7,121,533,267,14
"7",10,10,4,562,5,6,602,2,5,1,9,1,9,3,7,6,1,3,13,4,10
"8",44,7,7,1,591,4,2,5,7,6,7,1,2,4,2,4,1,2,53,4,11
"9",218,6,219,4,5,7,6,6,5,1,3,2,4,589,4,3,1,3,4,1,12
"10",144,1,2,0,1,2,2,1,160,2,2,1,5,1,76,1,1,1,1,13,3
"11",1,3,1,0,1,5,2,2,3,0,0,0,3,2,0,1,332,0,1,0,4
"12",11,0,1,6,4,4,1,2,0,1,3,3,3,5,5,926,3,4,3,2,11
"13",15,992,163,4,5,10,4,5,4,5,50,7,3,4,2,3,5,0,4,1,10
"14",60,6,2,4,26,6,5,117,547,141,202,2,4,2,15,2,1,1,7,1,9
"15",3,7,5,11,43,8,21,72,6,1,3,524,79,1,6,1,1,0,4,3,9
"16",2,1,2,0,2,310,1,2,2,1,3,2,0,3,1,1,0,2,1,1,2
"17",1,5,1,1,6,5,6,61,10,463,2,7,6,1,10,0,4,6,3,9,2
"18",4,3,336,8,2,3,1,2,2,1,1,3,0,2,8,6,1,1,1,0,4
"Y",0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7
"X",10,5,7,3,7,14,6,0,2,4,5,0,3,3,2,3,4,3,7,0,684
