"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","Y","X"
"1",586.580576291,204.730222135,365.166666667,10.4307359307,5.21025641026,236.045152505,509.182867637,5.10826446281,8.41666666667,3.91666666667,2.5,5.25826446281,9.34049889504,493.866666667,41.9991660344,85.3333333333,354.074793388,19.4,0,7.37731208186
"2",344.505707367,25.2247933884,100.482142857,492.575937951,6.90384615385,169.654411765,291.7359045,4.95812672176,175.39047619,120.1625,2.66666666667,638.781936246,46.0968629855,51.0166666667,63.4068978431,2.0,1.55354683196,4.13333333333,0,3.9664600551
"3",102.839109571,472.178282165,7.91187343358,291.441702742,4.14102564103,101.83287037,91.7331955923,4.05819559229,4.54166666667,2.125,0.5,5.15283844943,6.6830124421,285.366666667,5.26859675027,164.645833333,2.57042011019,2.83333333333,0,8.82902892562
"4",8.17801126049,10.8106029997,4.50952380952,5.41991341991,2.08717948718,549.037877373,11.4609733701,1.59986225895,433.85,1.8125,116.666666667,2.49271940181,261.817810977,7.53333333333,241.016839099,3.33333333333,1.92042011019,2.23333333333,2.58333333333,61.4331955923
"5",9.54685893286,309.556460711,20.375,1.58333333333,4.22692307692,1.87301587302,1.47493112948,468.724931129,23.2083333333,1.66666666667,1.33333333333,1.30826446281,1.01302636757,21.4166666667,50.898049409,1.33333333333,36.2747933884,0.75,0.25,2.79159779614
"6",221.705845108,38.6249311295,343.383333333,3.0,1.64743589744,3.375,4.91302636757,2.94159779614,20.8333333333,64.5,0.5,14.0320739866,309.55588351,8.03333333333,2.4141784413,0,1.02479338843,39.95,0,6.41302636757
"7",8.61088709677,2.32407407407,53.2238095238,3.43073593074,1.1,1.93703703704,1.18253968254,2.65,1.125,0,118.666666667,5.77380952381,175.209615385,2.2,160.968029954,0,1.1,1.1,0.5,58.6964285714
"8",3.45851194532,75.4649311295,4.91666666667,2.50649350649,482.645021645,2.775,2.8217565263,0.0749311294766,121.616666667,113.783333333,1.0,4.70826446281,99.2703727249,0.892857142857,2.40718919399,0.5,3.3664600551,233.766666667,1.0,8.39946215401
"Un",3.81434331797,69.6212855445,28.2952380952,2.03495670996,73.7954545455,70.4845160286,4.56904761905,1.66666666667,25.2095238095,1.83333333333,0.5,28.5952380952,22.6675824176,42.8333333333,7.07862903226,1.33333333333,2.5,13.7,0,27.2508658009
"X",4.37037037037,8.53333333333,4.36666666667,2.55238095238,3.5,4.41666666667,1.25,3.91666666667,1.66666666667,0.833333333333,1.0,3.0,0.351851851852,1.5,2.25,0.666666666667,2.0,0.833333333333,0,251.977777778
