"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","Y","X"
"1",276.22059387,4.26340996169,5.22892720307,13.2856321839,114.591187739,18.6611111111,64.3134099617,173.19122879,335.19559387,4.63122605364,140.674521073,3.64674329502,4.93448275862,50.8578544061,98.8769005848,7.11781609195,4.2,35.3122605364,1.35670498084,0.367816091954,128.14559387,8.25948275862,1.0,116.366625616
"2",5.42424242424,0.653409090909,1.1875,431.958333333,64.5776515152,3.72916666667,0.8125,0.166666666667,2.18181818182,1.5,6.82007575758,2.09090909091,45.6666666667,260.049242424,2.625,1.0,0,16.5075757576,142.0,0.5,0.5,2.89583333333,0,2.15340909091
"3",25.0,54.6666666667,3.41666666667,72.7083333333,8.0,1.44444444444,1.04166666667,24.1666666667,4.41666666667,5.0,2.16666666667,1.79166666667,143.5,1.0,1.15789473684,265.625,1.125,1.25,2.16666666667,1.0,0,4.36111111111,0,0.736111111111
"4",4.53333333333,4.91666666667,507.095833333,3.15833333333,17.5333333333,0.706944444444,0.625,0.595833333333,8.0625,1.56666666667,1.0625,1.5,38.0,26.8125,1.22916666667,0.125,0.833333333333,0,0.458333333333,1.16666666667,0,2.44444444444,0,35.0736111111
"5",2.87333333333,3.09833333333,1.68333333333,2.68,6.53666666667,1.93333333333,1.16666666667,1.04,1.90833333333,404.805,297.805,1.08,0.79,15.0,1.88666666667,2.14,0.5,1.54,0.373333333333,0.373333333333,0.5,0.83,0,2.12333333333
"6",1.7,0.786666666667,1.33,1.10666666667,2.26666666667,2.33,70.1133333333,181.99,1.29,0.58,0.87,1.06666666667,1.58333333333,1.04,38.1452631579,1.20666666667,110.313333333,0.04,9.79,0.0666666666667,0.5,0.54,0,0.2
"7",2.5,0,0.833333333333,5.36666666667,0,336.7,0.866666666667,0.5,4.08333333333,0.25,1.03333333333,1.9,0,0.7,23.2,0,6.16666666667,0,1.0,0,13.5,1.2,0,1.325
"8",27.0833333333,1.0,7.58333333333,1.5,0.5,1.0,0.694444444444,0.111111111111,1.11111111111,1.75,2.47222222222,392.861111111,1.0,6.0,1.44444444444,1.0,0.5,1.0,1.08333333333,0,0.611111111111,6.58333333333,0,1.11111111111
"9",2.97619047619,0.5670995671,1.72619047619,1.66666666667,4.25757575758,0.674242424242,0.25,1.33333333333,0,0.833333333333,3.5,0.809523809524,2.73376623377,1.0,2.68181818182,2.0,1.16666666667,0,1.5,0,0.25,0.5,1.0,177.906926407
"10",4.11111111111,0,0.833333333333,2.44444444444,2.22222222222,1.5,261.611111111,0.833333333333,2.5,5.83333333333,1.0,2.83333333333,0.944444444444,3.0,1.33333333333,0,0.5,115.361111111,13.6111111111,0,0,0.944444444444,0,4.625
"11",1.0,2.5,1.0,0.5,3.5,90.0,1.0,0.833333333333,1.0,0.5,1.5,0,0.5,0,87.0,0,142.666666667,0,0.833333333333,0,7.0,1.0,0,2.16666666667
"12",1.66666666667,1.44444444444,0.333333333333,0.666666666667,1.0,98.9444444444,1.22222222222,1.0,0.444444444444,179.777777778,2.0,0.333333333333,0,2.27777777778,1.33333333333,0.5,0.111111111111,15.6666666667,0.833333333333,2.16666666667,0.5,0.333333333333,10.3333333333,1.44444444444
"13",1.33333333333,0.611111111111,0.25,0.972222222222,1.36111111111,1.94444444444,1.11111111111,0.333333333333,0.611111111111,1.0,5.0,0.75,0,1.33333333333,1.0,0.5,0.777777777778,0.111111111111,0,243.166666667,0,31.8333333333,0,1.0
"14",17.0,4.74444444444,1.13333333333,0.4,0.177777777778,0.611111111111,0.833333333333,0.177777777778,0,1.11111111111,1.63333333333,1.22222222222,0,0.566666666667,247.616374269,0.0666666666667,0,0,0.0666666666667,0.0666666666667,1.5,0.111111111111,0,2.06666666667
"15",1.5,248.412337662,2.90043290043,1.7380952381,0.590909090909,0.404761904762,0.333333333333,0.253246753247,1.16666666667,1.90476190476,0.733766233766,0.904761904762,0.833333333333,0.412337662338,0.162337662338,0,0.0714285714286,0.181818181818,0,0.424242424242,0.333333333333,0,0,0.738095238095
"16",0.574074074074,66.287037037,0.037037037037,0,26.25,1.07407407407,0.611111111111,1.0,1.87037037037,0.111111111111,1.0,207.62037037,1.5,1.44444444444,0.037037037037,1.57407407407,2.07407407407,1.0,0.787037037037,0.037037037037,0.537037037037,1.0,1.0,1.57407407407
"17",96.6176470588,1.92549019608,0.677871148459,1.0,0.916666666667,1.05882352941,1.55882352941,1.5,167.960504202,0.511204481793,1.25882352941,0.7,0.344537815126,1.5,0.0588235294118,0,1.25882352941,0.117647058824,0.225490196078,0,0,0.75,0,0.0588235294118
"18",0,3.0,0,1.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.6,0,0
"19",208.658730159,0.936507936508,1.64285714286,1.65079365079,0.222222222222,1.99206349206,0.31746031746,0.611111111111,1.88095238095,1.2619047619,0.706349206349,4.44444444444,0.111111111111,0.206349206349,1.64285714286,1.0,0,3.94444444444,0,0,0,1.0,0.166666666667,1.60317460317
"20",0.583333333333,0.5,0.833333333333,0.666666666667,218.583333333,0.5,0.333333333333,1.08333333333,1.0,2.66666666667,4.5,0.25,1.0,0,1.0,0.5,0.333333333333,0.5,0.5,0,0,0,0,1.16666666667
"21",4.25,53.6111111111,0.583333333333,0.111111111111,161.5,3.75,1.08333333333,0.583333333333,0.833333333333,1.5,1.44444444444,3.08333333333,0.25,1.08333333333,0.105263157895,0,4.25,1.0,0.333333333333,0.75,0,0,0,2.16666666667
