"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","X"
"1",222,8,50,171,549,0,3,1,1,0,46,223,41,1,90,9,7,3,4,1,4,1,6,0,0,1,0,2,48,114
"2",3,1,14,0,0,0,4,36,334,0,245,0,61,1,3,94,0,0,1,0,1,0,97,0,0,1,9,43,3,0
"3",0,0,1,25,2,3,1,24,0,2,0,0,0,267,1,1,0,5,7,52,2,0,78,145,0,0,0,0,1,0
"4",0,0,0,0,7,353,4,18,1,0,26,0,16,0,0,0,92,0,1,0,0,0,1,0,1,0,73,0,0,32
"5",0,0,0,0,0,0,1,1,1,294,18,0,2,0,175,0,0,0,0,0,133,0,0,0,0,0,0,1,119,0
"6",36,1,0,175,0,0,10,0,1,0,1,0,73,0,0,0,0,1,1,0,0,105,0,0,0,0,9,0,0,1
"7",41,322,21,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0
"8",0,0,0,0,0,3,7,7,0,0,16,10,0,0,2,0,0,0,0,0,1,0,0,0,0,251,0,140,0,0
"9",2,1,0,0,0,0,0,1,0,0,0,3,0,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,173
"10",0,0,294,0,1,0,0,3,1,1,3,0,1,0,0,102,0,0,0,0,5,0,0,0,2,0,0,0,1,3
"11",235,57,32,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,2,0,0,0,0,0,2,0,0,0,0,0
"12",0,1,2,1,0,0,0,0,0,151,0,0,1,0,0,0,0,0,0,0,158,0,2,0,1,0,0,0,1,0
"13",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,280,0,0,0,1,0,0,0,0,1,0,5,0
"14",0,0,0,0,0,0,3,16,0,1,0,0,0,0,1,0,0,0,0,0,0,248,0,0,0,0,0,0,0,2
"15",0,0,0,0,0,0,216,0,0,7,1,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0
"16",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,31,0,0,0,0,1,289,0,0,1,0,1
"17",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"19",0,0,3,0,0,0,0,31,0,0,187,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,1,0,1
"20",1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,232,0,0,0,0,0,1,0,0,0,0,0
"21",0,0,3,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,185,0,0,0,0,0,66,0,0,0,0,1
"22",0,0,0,0,1,1,0,0,2,2,0,0,260,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"23",1,51,10,0,0,0,0,0,0,0,0,0,0,0,0,135,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"24",0,0,0,0,0,0,0,24,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0
"25",2,110,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"26",0,0,0,0,0,0,0,0,0,0,0,1,0,0,93,0,0,1,0,0,0,0,0,0,0,0,0,0,40,0
"27",0,0,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"28",0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,72,1,0,0,0,0,0,43,0,1,0,0,0,0,0
"29",0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,151,0,0,0,1,0,0,0,0,0,0,1
"30",0,0,0,0,0,0,157,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Z",0,0,0,1,0,9,68,188,0,42,1,0,0,0,0,2,0,1,0,103,1,0,1,31,0,0,5,0,0,1
