"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","X"
"1",505,7,4,1,2,1,6,7,110,1,8,418,5,2,8,5,403,2,2,29,0,11
"2",467,5,291,8,0,0,11,4,4,7,91,4,7,13,2,3,14,13,4,1,0,4
"3",36,567,9,4,1,156,7,3,6,0,3,6,6,3,8,2,1,1,17,0,0,3
"4",5,3,297,2,0,0,3,1,2,0,2,6,644,5,2,0,5,11,0,0,1,4
"5",4,4,2,469,3,0,1,254,2,1,4,3,3,2,6,3,1,5,2,0,0,6
"6",6,5,3,9,234,1,3,1,111,2,3,6,452,8,7,3,2,1,1,1,0,11
"7",6,2,3,1,2,0,6,0,7,3,0,569,3,4,1,0,311,3,4,151,1,1
"8",15,127,1,1,2,1,3,1,3,0,3,8,7,5,503,0,4,2,2,0,0,7
"9",738,3,2,6,1,0,82,1,9,121,2,8,68,5,5,117,2,1,3,0,0,6
"10",68,9,0,1,2,9,4,1,2,1,0,1,1,2,3,252,0,1,0,1,0,7
"11",2,4,0,0,0,0,1,180,1,0,0,0,0,2,1,0,0,2,1,0,0,0
"12",2,1,5,1,3,0,1,0,1,2,2,1,2,2,0,3,2,0,806,0,0,5
"13",4,4,7,3,0,0,2,6,422,4,3,3,7,623,5,2,2,3,2,1,0,3
"14",16,89,4,3,7,0,2,2,0,0,2,4,2,3,6,55,1,424,3,0,149,6
"15",14,69,9,1,0,0,490,3,2,3,1,10,2,2,1,1,4,2,0,0,2,7
"16",2,5,105,1,1,0,1,1,1,0,173,1,2,3,3,0,0,0,0,0,0,1
"17",0,18,0,271,0,0,0,0,3,1,0,1,1,4,8,4,0,0,0,0,0,0
"18",8,1,2,5,1,2,153,1,2,116,1,2,50,2,1,1,2,0,9,0,0,6
"Y",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,6
"X",7,1,3,12,0,1,0,2,4,2,6,3,6,8,2,2,4,3,2,0,0,546
