"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","Y","X"
"1",0.878787878788,1.2,0.841666666667,1.90151515152,0.2,197.583333333,2.25,0.5,133.166666667,1.0,0.689393939394,2.14285714286,0.333333333333,2.0,0.833333333333,2.5,0.57037037037,88.5,570.98030303,0,0,0,0.333333333333,1.0
"2",267.708333333,0.25641025641,0,0.5,151.233333333,0.25,0.2,0,0.992307692308,127.564102564,0.5,1.0,0.5,1.0641025641,0.0961538461538,79.625,0.1,0.0961538461538,0,0.5,0.0320512820513,0.365384615385,0,0.75
"3",1.0,3.0,1.75,157.333333333,106.083333333,0.5,0.5,0.333333333333,0.333333333333,1.0,0.5,1.83333333333,1.33333333333,1.16666666667,143.5,0.333333333333,0.25,0,0,0,0,0,0,0.166666666667
"4",53.1666666667,0.333333333333,1.0,0.5,254.5,0.333333333333,0,0,0.5,151.25,0.833333333333,0.75,0,0,0.333333333333,1.0,0.6,0.5,0.5,0.75,0,0.333333333333,0,0.25
"5",187.833333333,0.5,0.75,0,1.0,0,0.5,0.25,0.5,0.5,242.5,0.833333333333,0,0.416666666667,0,230.5,208.333333333,0.75,0,0,0,0.533333333333,0.666666666667,0.5
"6",184.5,1.5,0.666666666667,0,1.33333333333,0.25,209.982142857,0.5,0.333333333333,0,1.58333333333,2.0,0,0.5,0,368.583333333,0.613227513228,0,0.166666666667,0,0.5,0.333333333333,0,1.0
"7",393.333333333,0.833333333333,1.0,0,0.4,0.5,0.5,1.5,0.5,0,0.333333333333,0.333333333333,0.25,0,0,0.583333333333,1.03703703704,142.0,0.5,0,0,0,0,1.25
"8",4.66666666667,0.25,0,0.833333333333,0,0.125,1.2,1.83333333333,0.7,0.5,0.7,1.14285714286,0.333333333333,476.2,0.5,0,1.73703703704,0.625,0,0,0,0,0,1.0
"9",1.33333333333,1.25,0,0,0.5,1.08333333333,1.79166666667,0,239.438461538,0.5,0.7,0,0.5,0,0.961538461538,1.0,725.653703704,0,0.75,0,0,0.5,0.333333333333,0
"10",0.333333333333,193.5,0.2,0,0.5,0.25,0.5,0,0.25,0,0.333333333333,167.616666667,0,0,0.5,1.0,1.07407407407,0,1.33333333333,0,0.2,196.5,0,1.0
"11",0.75,1.16666666667,0,0.5,162.833333333,0.75,1.95,0.666666666667,252.9,0,0.916666666667,0,0,0.866666666667,0,0.5,1.5,0.5,0.333333333333,0,0,0.333333333333,0,0
"12",1.83333333333,0.25,0.125,0.333333333333,1.0,484.466666667,1.5,0,0.5,0,0.916666666667,0.5,0,0.2,0.333333333333,0.25,1.5,0,1.0,0.25,0,1.0,0,0
"13",2.16666666667,0,0,114.0,0.5,0,1.0,195.0,0.2,0,0.833333333333,0.142857142857,0.5,0,5.0,1.0,1.13703703704,0,0.166666666667,0,0.2,1.03333333333,0,0.5
"14",30.6666666667,2.0,1.7,0,0,0,258.166666667,0,0.4,0.5,0.833333333333,3.66666666667,0,0,0,0,0.0740740740741,0.5,1.0,0.25,0,0,0,0.25
"15",199.25,0.333333333333,0,75.0,0.5,0.5,0.575,0.833333333333,0,0,0,98.2,0,38.1666666667,1.66666666667,6.25,0.037037037037,0,0,0,0,0,0,0
"16",5.0,0,0.833333333333,43.4487179487,1.0,1.5,159.833333333,109.517948718,0.333333333333,0.333333333333,1.2,1.2,0,0,0,0.5,0,0,0.5,0.666666666667,0,2.0,0,0.75
"17",167.333333333,341.166666667,0.125,0.833333333333,0.833333333333,2.25,0,0.5,0.333333333333,0,0.166666666667,1.0,0.5,0.333333333333,0,0.5,0,0,0,0,0,0,0,1.0
"18",0,1.5,0.5,0.5,0,0.2,91.3333333333,0.5,0.2,0,478.733333333,0,0,0.333333333333,0.333333333333,0,0.5,0,1.0,0,0,0,0,0
"19",1.0,92.5,0.45,55.0,0.25,0.833333333333,0.458333333333,0.5,0.5,0.583333333333,0,0,0,0,0.5,0,0.0740740740741,0,0.333333333333,0.5,0,0,0,0.95
"20",0,0,352.625,0.5,0.5,0,0.5,0,0,0,0.95,0,0.5,0,0,0.5,0.833333333333,0,461.333333333,1.5,0,0.333333333333,0,1.0
"21",0,1.33333333333,0.5,1.15384615385,1.58333333333,0.333333333333,0,0.0461538461538,0,0,338.083333333,0.25,0,0,0,0.5,0.3,0.5,0,0,0,0.5,0,0.75
"22",0,0,1.0,0,0,0.25,0.125,0.833333333333,1.5,0,0.5,0.25,174.0,0,0.5,0.5,0.340740740741,0,0.166666666667,0,0,0,0,0
"23",2.0,0.5,251.090909091,0,0,1.0,1.5,0,0,0,0,1.25,0,0,0.25,0,0.240740740741,0.5,0.166666666667,12.5,0,0,0.909090909091,0
"24",0.5,0,0,0,0,0.5,0,0,0.5,0,0.7,0,0,0.25,0.5,0,0.833333333333,0,0.5,454.0,0,0,0,0
"25",1.16666666667,117.301282051,0,19.0,0,0.5,0,89.9166666667,0.0384615384615,1.34615384615,0.5,0.583333333333,97.5,0.512820512821,0.852564102564,0,0.1,0.0192307692308,0.5,1.0,0.50641025641,0.00641025641026,0,0.166666666667
"26",0,3.58333333333,0,0,2.0,0,0,0,0,23.0,0,200.033333333,0.333333333333,0.95,1.0,0,0.111111111111,0,0,0.2,0,148.0,0,1.0
"27",0.333333333333,0,1.625,0,0,0.666666666667,0,1.25,1.03333333333,0,0,404.376190476,0,0,0.833333333333,0.333333333333,0.866666666667,0,0,0,0,12.8333333333,0,0.875
