"1","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","Un","X","2a","2b"
"1",143,65,6,35,391,5,21,3,12,280,6,44,261,54,0,13,19,12,49,10,0,10,75,201,146
"2",34,272,29,372,84,17,9,254,5,11,193,8,25,7,17,241,14,159,6,3,4,15,95,19,23
"3",35,271,16,3,7,7,6,4,167,90,1,176,1,12,2,9,2,16,1,114,3,6,155,23,89
"4",410,8,25,255,123,7,230,16,9,116,8,1,5,13,1,1,90,14,182,2,4,4,14,4,8
"5",5,7,340,2,6,148,20,5,34,7,292,0,1,2,7,4,1,9,1,0,159,4,28,5,3
"6",15,76,54,13,4,218,10,20,81,10,3,1,2,2,0,204,6,42,0,0,2,20,7,197,2
"LGb",0,0,0,1,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"LGc",0,0,0,0,0,1,0,0,0,0,0,0,3,0,41,1,0,0,1,0,0,0,0,0,0
"LGa",0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LGf",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83,2,0,0,0,0,0,0
"LGh",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
