"F1","F2","D2","B4","D3","A1","A3","A2","B1","B2","B3","X","C2","D4","D1","E1","C1","E3","E2"
"1",0,0,0,1,89,0,0,0,1,191,2,1,0,130,0,0,0,0,522
"2",0,0,0,122,0,142,1,0,0,0,2,0,0,0,0,1,257,0,76
"3",0,0,0,2,0,105,0,0,145,0,136,3,2,0,0,0,0,1,0
"4",0,1,200,0,0,241,0,0,0,0,0,0,0,0,0,1,0,0,0
"5",0,0,0,0,0,1,0,1,0,0,2,1,0,1,245,192,142,0,218
"6",0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,188,550,0
"7",383,1,0,0,143,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"8",0,1,0,2,0,6,0,0,0,1,462,1,0,1,0,0,1,0,1
"9",0,0,0,0,0,1,0,0,0,0,0,1,1,225,0,706,3,0,0
"10",0,0,0,351,1,1,186,2,0,0,0,2,0,0,0,0,2,0,1
"11",0,0,0,0,0,166,0,1,0,0,0,1,0,255,0,0,0,0,0
"12",0,0,1,0,0,0,0,0,0,476,1,1,0,0,0,0,0,0,0
"13",0,186,0,1,0,1,0,1,114,1,5,0,1,0,0,0,0,0,0
"14",0,0,0,0,0,31,0,256,0,0,0,0,1,0,1,0,0,0,0
"15",0,0,0,94,0,0,0,0,73,0,42,0,0,0,0,0,185,0,6
"16",0,0,0,0,0,6,0,167,148,0,0,0,0,0,1,0,1,0,0
"17",0,0,0,0,0,0,327,0,1,2,0,1,0,0,0,1,149,0,0
"18",0,0,0,1,0,0,0,88,0,0,0,1,0,0,495,0,0,1,0
"19",0,0,0,0,1,1,1,0,50,0,0,1,0,0,0,0,84,0,0
"20",0,0,0,0,1,0,1,773,0,0,0,0,2,0,0,0,0,0,0
"21",0,1,0,0,0,1,1,1,0,0,0,0,0,0,359,0,0,0,0
"22",0,0,0,0,0,170,0,0,0,0,0,0,0,1,0,0,0,0,0
"23",0,0,0,1,0,0,12,1,1,1,1,0,245,0,0,0,0,0,0
"24",0,0,0,0,0,0,435,0,0,0,0,0,0,0,0,1,0,0,0
"25",0,0,0,0,0,97,1,0,103,0,0,0,0,0,1,0,105,0,0
"26",1,1,21,1,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",0,0,1,425,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"28",1,0,302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",0,139,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
"30",0,0,0,0,0,0,0,0,0,0,342,0,0,0,0,0,0,0,0
"31",0,0,0,0,0,0,0,0,0,0,0,1,163,0,0,0,0,1,0
"32",0,0,1,0,0,1,0,0,151,0,1,0,1,0,1,0,0,0,0
"33",0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0
"34",0,0,0,2,0,46,0,0,1,0,0,0,124,0,0,0,0,0,0
"35",0,1,0,0,0,0,0,0,0,139,0,1,1,0,1,0,1,0,0
"36",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,129,0,0
"37",0,0,0,0,0,0,1,0,3,0,0,0,1,0,1,0,171,0,0
"38",179,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X",0,0,0,2,0,1,0,1,3,0,1,565,1,1,1,0,4,0,0
