"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","Y","X"
"1",18,6,63,117,599,7,32,5,286,52,295,3,246,6,3,13,1,171,8,129
"2",92,23,4,303,3,109,85,3,147,92,0,4,216,3,10,44,4,156,0,5
"3",421,3,319,1,0,1,132,2,37,80,0,3,1,87,23,0,76,0,0,2
"4",5,3,38,4,6,9,4,551,5,3,10,1,7,24,57,3,49,1,0,263
"5",212,363,7,2,2,4,322,0,21,1,0,0,0,10,2,1,2,1,0,13
"6",1,0,4,5,2,2,0,10,1,0,2,0,0,486,2,0,0,0,0,0
"7",2,3,1,0,3,1,0,0,4,1,1,0,47,1,412,1,1,1,0,1
"8",8,1,5,149,2,190,0,0,80,26,1,0,0,0,0,2,1,0,0,2
"9",1,1,2,2,0,4,0,0,2,0,0,3,285,2,110,0,1,1,0,2
"10",237,1,4,2,0,3,164,0,0,0,0,0,0,2,0,0,0,0,0,2
"11",0,5,0,0,1,235,7,0,0,1,0,0,3,0,0,0,8,0,0,1
"12",0,1,24,3,0,0,5,4,2,0,0,0,280,1,0,0,0,0,0,3
"13",1,231,5,1,0,0,3,1,0,0,0,1,1,0,0,98,0,0,0,1
"14",1,0,282,1,0,3,0,1,1,10,0,12,1,2,0,0,0,0,0,5
"15",0,0,0,0,0,0,0,0,1,0,0,0,0,318,2,0,0,0,0,1
"16",0,6,7,8,4,3,49,0,6,0,0,0,0,0,0,0,0,0,0,0
"17",230,1,2,3,0,9,5,0,5,1,0,2,2,2,1,0,0,0,0,0
"18",0,0,3,0,0,0,1,0,0,2,0,284,2,0,1,1,0,0,0,0
"19",2,4,70,0,0,3,4,1,8,1,1,207,1,0,1,1,0,7,0,0
"20",4,0,0,0,2,4,3,0,0,0,0,0,1,1,0,0,276,2,0,0
"21",2,1,0,1,0,212,0,1,3,0,2,2,4,2,0,0,0,1,0,2
"22",0,0,31,0,0,0,0,0,0,0,0,0,0,36,30,1,24,3,0,0
"23",2,0,2,3,0,169,4,0,0,0,0,0,1,0,1,0,1,0,0,0
"24",0,0,0,0,0,1,0,0,159,0,3,0,1,0,1,0,0,0,0,0
"25",0,0,0,131,0,0,2,1,0,1,0,0,1,0,0,0,2,0,0,0
"26",3,3,1,62,3,1,70,1,61,25,0,0,1,1,0,0,0,1,0,0
"27",1,0,0,0,3,1,8,0,5,2,0,193,0,0,0,0,0,0,0,1
"28",3,179,3,0,1,0,2,0,1,0,0,2,0,0,1,0,0,0,0,4
"W",1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
"Z",287,193,22,4,0,12,5,7,5,65,0,0,11,12,4,147,15,1,0,5
