"1","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","X","2a","2b"
"1",1739,5,3,2,5,1,3,3,1,1,4,2,1,0,2,3,1,4,1,1,1,1,3,4
"3",2,939,2,0,2,1,0,4,1,0,3,1,1,2,1,2,2,1,1,0,2,2,1,0
"4",4,1,673,7,4,0,2,1,2,1,0,0,1,3,2,1,0,0,0,0,2,0,2,0
"5",3,1,2,491,2,0,0,0,3,2,1,2,0,2,0,275,0,6,0,0,0,3,1,0
"6",7,1,1,2,870,0,4,0,2,1,3,1,1,0,1,2,0,0,1,1,0,1,1,0
"7",4,1,0,6,2,770,1,2,2,5,5,0,0,2,3,3,0,1,0,0,1,1,0,4
"8",4,0,2,2,1,0,625,0,0,2,2,0,0,0,2,0,1,0,0,0,0,2,0,1
"9",4,0,4,2,0,1,4,661,1,0,0,1,2,2,2,3,1,4,1,0,1,6,1,0
"10",2,1,1,3,3,0,1,4,660,1,0,1,1,1,0,0,1,3,0,0,0,1,1,0
"11",2,1,1,1,1,2,7,3,2,1039,0,0,1,0,2,1,1,0,1,0,0,1,0,2
"12",4,0,1,4,4,1,3,3,0,0,892,0,0,1,0,2,0,4,0,0,1,0,2,2
"13",0,0,2,2,2,0,1,0,0,1,1,286,0,1,2,0,1,0,1,0,0,0,0,0
"14",1,0,4,1,1,1,0,1,0,1,1,0,548,2,1,0,0,0,0,1,1,2,0,1
"15",1,0,0,0,0,1,4,0,1,0,2,1,3,517,0,1,0,4,0,0,1,0,1,0
"16",1,2,0,2,0,1,0,3,2,2,1,0,1,1,705,1,1,3,0,0,1,1,0,1
"17",2,0,1,674,1,3,0,1,1,0,1,0,0,2,0,228,0,1,1,0,0,1,0,2
"18",2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,244,3,0,0,1,0,1,0
"19",2,1,1,3,1,2,0,1,2,1,1,0,0,3,4,1,0,1080,0,1,3,0,1,1
"20",1,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,470,0,1,1,0,2
"21",1,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,1,0,0,170,0,0,0,0
"22",0,0,0,2,1,2,0,1,0,0,0,0,0,1,1,0,0,0,2,0,345,1,0,1
"Un",9,5,3,8,0,4,16,10,14,26,2,1,4,5,13,5,3,3,1,4,10,3,5,1
"X",4,1,1,0,0,0,3,1,0,4,0,2,0,0,3,4,0,2,1,0,0,697,1,0
"2a",4,2,1,3,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,5,539,4
"2b",2,1,0,0,1,2,3,3,2,1,2,1,0,1,0,0,0,3,0,1,0,3,0,532
