"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","X"
"1",14,4,4,22,55,81,168,0,1,1,6,1,2,3,63,1,266,1,108,2,0,0,1,0,0,127,0,1,0,0,1,128
"2",6,0,2,232,1,4,1,170,303,6,9,0,2,13,6,174,0,3,0,103,54,2,3,1,25,1,1,2,94,2,0,2
"3",58,23,0,0,30,2,1,1,1,238,3,2,1,2,261,1,2,1,1,152,0,73,0,0,0,2,12,2,0,67,120,8
"4",7,193,343,0,0,0,0,0,0,0,3,0,2,2,25,0,0,0,1,1,0,18,0,0,0,0,84,2,0,0,0,2
"5",169,3,0,0,0,0,102,1,1,0,0,221,2,1,5,0,0,0,1,2,0,1,1,350,2,0,1,1,0,0,0,7
"6",502,3,3,2,0,0,0,0,0,1,2,0,0,0,4,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
"7",1,1,1,1,0,97,1,0,0,1,0,0,0,0,0,9,0,287,29,1,0,0,0,0,0,16,0,0,0,1,0,0
"8",1,128,0,0,200,3,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,2,0,3,0,0,0,1,23,0,3
"9",0,2,1,2,11,87,2,5,0,0,2,0,3,0,2,82,1,14,165,0,1,1,0,0,0,8,0,0,0,0,0,2
"10",349,0,0,0,1,0,0,3,2,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,2
"11",6,0,261,0,1,2,1,2,0,33,0,0,0,0,0,2,0,0,0,0,0,3,1,1,1,0,3,0,0,0,1,1
"12",0,1,2,0,12,0,0,2,0,2,0,0,2,0,0,272,0,0,0,0,0,0,16,0,0,0,0,1,2,0,0,10
"13",2,0,2,0,0,0,0,0,0,1,2,0,0,269,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
"14",3,0,0,0,0,0,0,0,1,1,31,0,294,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"15",1,0,0,1,1,0,2,297,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"1A",2,0,1,185,30,216,0,0,1,1,1,1,1,14,4,1,0,0,2,131,1,0,1,0,0,0,0,313,49,1,0,12
"24",0,0,0,0,0,0,149,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
"18",0,0,0,0,1,0,0,0,0,0,268,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
"1B",1,0,1,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
"20",4,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,281,1,0,1,0,0,0,0,0,0,0
"21",0,150,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
"22",0,15,0,10,0,0,0,1,1,0,0,0,1,0,23,0,0,0,0,1,0,6,0,0,0,0,31,0,0,0,0,0
"23",0,175,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"LG2",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",0,0,1,0,61,0,0,1,0,1,1,0,0,0,0,2,0,0,0,50,1,0,0,0,0,0,0,1,0,33,0,0
"27",11,0,0,0,1,1,2,0,0,3,161,0,0,2,0,0,0,1,0,5,0,0,0,0,2,0,0,1,0,1,0,1
"28",5,0,0,0,0,0,87,0,0,0,1,0,1,1,2,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,2
"Un",256,160,93,68,123,137,93,79,54,72,113,33,35,188,73,143,43,46,51,361,25,64,12,64,59,32,18,47,28,13,2,127
"Z",3,2,14,0,1,1,4,33,0,1,2,0,1,165,4,1,0,1,0,3,127,1,195,2,86,0,9,1,0,0,0,10
"4A",1,0,5,4,0,1,5,1,2,2,2,0,1,0,1,1,5,1,3,1,0,0,0,1,0,1,1,0,0,2,1,248
"17",1,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,1,0,2,3,0,0,1,0,252,0,0,2,0,0,0,2
"19",2,1,1,0,1,0,7,0,0,0,210,0,67,2,1,0,0,0,0,3,1,0,0,0,1,1,0,0,0,0,0,1
